Date,Price,Open,High,Low,Vol.,Change %,Chg. %,Unnamed: 7
09/10/2012,91.0,91.0,91.0,91.0,0.03K,-0.22%,,
09/11/2012,90.55,90.55,90.55,90.55,0.02K,-0.49%,,
09/12/2012,90.55,90.55,90.55,90.55,0.03K,0.00%,,
09/13/2012,90.0,90.0,90.0,90.0,0.01K,-0.61%,,
09/14/2012,90.0,90.0,90.0,90.0,0.01K,0.00%,,
09/17/2012,90.0,90.0,90.0,90.0,0.03K,0.00%,,
09/18/2012,90.5,90.5,90.5,90.5,0.03K,0.56%,,
09/19/2012,90.6,90.6,90.6,90.6,0.06K,0.11%,,
09/20/2012,90.1,90.1,90.1,90.1,0.02K,-0.55%,,
09/21/2012,90.45,90.45,90.45,90.45,0.03K,0.39%,,
09/24/2012,89.5,89.5,89.5,89.5,0.02K,-1.05%,,
09/25/2012,89.65,89.65,89.65,89.65,0.01K,0.17%,,
09/26/2012,89.6,89.6,89.6,89.6,0.03K,-0.06%,,
09/27/2012,89.6,89.6,89.6,89.6,0.20K,0.00%,,
09/28/2012,89.5,89.5,89.5,89.5,0.02K,-0.11%,,
10/01/2012,86.15,86.15,86.15,86.15,0.04K,-3.74%,,
10/02/2012,86.15,86.15,86.15,86.15,0.05K,0.00%,,
10/03/2012,85.85,85.85,85.85,85.85,0.01K,-0.35%,,
10/04/2012,86.25,86.25,86.25,86.25,0.01K,0.47%,,
10/05/2012,86.25,86.25,86.25,86.25,,0.00%,,
10/08/2012,86.0,86.0,86.0,86.0,0.03K,-0.29%,,
10/09/2012,85.2,85.2,85.2,85.2,0.01K,-0.93%,,
10/10/2012,84.35,84.35,84.35,84.35,0.02K,-1.00%,,
10/11/2012,83.6,83.6,83.6,83.6,0.01K,-0.89%,,
10/12/2012,83.3,83.3,83.3,83.3,0.04K,-0.36%,,
10/15/2012,82.35,82.35,82.35,82.35,0.01K,-1.14%,,
10/16/2012,82.55,82.55,82.55,82.55,0.01K,0.24%,,
10/17/2012,83.75,83.75,83.75,83.75,0.01K,1.45%,,
10/18/2012,83.3,83.3,83.3,83.3,0.02K,-0.54%,,
10/19/2012,83.5,83.5,83.5,83.5,,0.24%,,
10/22/2012,83.15,83.15,83.15,83.15,,-0.42%,,
10/23/2012,83.05,83.05,83.05,83.05,,-0.12%,,
10/24/2012,83.25,83.25,83.25,83.25,0.01K,0.24%,,
10/25/2012,83.25,83.25,83.25,83.25,0.01K,0.00%,,
10/26/2012,83.25,83.25,83.25,83.25,0.03K,0.00%,,
10/29/2012,83.7,83.7,83.7,83.7,0.13K,0.54%,,
10/30/2012,84.0,84.0,84.0,84.0,0.01K,0.36%,,
10/31/2012,83.6,83.6,83.6,83.6,0.08K,-0.48%,,
11/01/2012,83.4,83.4,83.4,83.4,0.22K,-0.24%,,
11/02/2012,82.9,82.9,82.9,82.9,,-0.60%,,
11/05/2012,83.35,83.35,83.35,83.35,0.02K,0.54%,,
11/06/2012,83.2,83.2,83.2,83.2,0.04K,-0.18%,,
11/07/2012,83.15,83.15,83.15,83.15,0.02K,-0.06%,,
11/08/2012,84.2,84.2,84.2,84.2,0.01K,1.26%,,
11/09/2012,84.7,84.7,84.7,84.7,0.01K,0.59%,,
11/12/2012,85.0,85.0,85.0,85.0,0.04K,0.35%,,
11/13/2012,84.3,84.3,84.3,84.3,0.03K,-0.82%,,
11/14/2012,84.45,84.45,84.45,84.45,0.02K,0.18%,,
11/15/2012,84.8,84.8,84.8,84.8,0.01K,0.41%,,
11/16/2012,85.55,85.55,85.55,85.55,0.02K,0.88%,,
11/19/2012,85.4,85.4,85.4,85.4,0.02K,-0.18%,,
11/20/2012,84.95,84.95,84.95,84.95,0.03K,-0.53%,,
11/21/2012,84.8,84.8,84.8,84.8,0.01K,-0.18%,,
11/22/2012,85.55,85.55,85.55,85.55,0.01K,0.88%,,
11/23/2012,85.45,85.45,85.45,85.45,0.03K,-0.12%,,
11/26/2012,85.6,85.6,85.6,85.6,0.01K,0.18%,,
11/27/2012,85.55,85.55,85.55,85.55,,-0.06%,,
11/28/2012,85.8,85.8,85.8,85.8,0.06K,0.29%,,
11/29/2012,85.85,85.85,85.85,85.85,0.07K,0.06%,,
11/30/2012,85.9,85.9,85.9,85.9,0.01K,0.06%,,
12/03/2012,95.15,95.15,95.15,95.15,0.01K,10.77%,,
12/04/2012,94.6,94.6,94.6,94.6,0.03K,-0.58%,,
12/05/2012,94.4,94.4,94.4,94.4,0.01K,-0.21%,,
12/06/2012,93.75,93.75,93.75,93.75,0.01K,-0.69%,,
12/07/2012,93.2,93.2,93.2,93.2,0.01K,-0.59%,,
12/10/2012,93.15,93.15,93.15,93.15,0.02K,-0.05%,,
12/11/2012,92.6,92.6,92.6,92.6,0.01K,-0.59%,,
12/12/2012,91.95,91.95,91.95,91.95,0.01K,-0.70%,,
12/13/2012,92.85,92.85,92.85,92.85,0.09K,0.98%,,
12/14/2012,93.75,93.75,93.75,93.75,0.01K,0.97%,,
12/17/2012,93.5,93.5,93.5,93.5,0.01K,-0.27%,,
12/18/2012,93.7,93.7,93.7,93.7,0.01K,0.21%,,
12/19/2012,93.8,93.8,93.8,93.8,0.01K,0.11%,,
12/20/2012,93.7,93.7,93.7,93.7,0.01K,-0.11%,,
12/21/2012,93.45,93.45,93.45,93.45,,-0.27%,,
12/24/2012,93.45,93.45,93.45,93.45,,0.00%,,
12/27/2012,93.5,93.5,93.5,93.5,,0.05%,,
12/28/2012,93.55,93.55,93.55,93.55,,0.05%,,
12/31/2012,93.75,93.75,93.75,93.75,,0.21%,,
01/02/2013,94.85,94.85,94.85,94.85,,1.17%,,
01/03/2013,94.4,94.4,94.4,94.4,0.02K,-0.47%,,
01/04/2013,95.0,95.0,95.0,95.0,0.01K,0.64%,,
01/07/2013,94.35,94.35,94.35,94.35,0.01K,-0.68%,,
01/08/2013,93.4,93.4,93.4,93.4,0.02K,-1.01%,,
01/09/2013,93.3,93.3,93.3,93.3,0.03K,-0.11%,,
01/10/2013,93.25,93.25,93.25,93.25,0.03K,-0.05%,,
01/11/2013,93.65,93.65,93.65,93.65,0.01K,0.43%,,
01/14/2013,93.6,93.6,93.6,93.6,,-0.05%,,
01/15/2013,93.3,93.3,93.3,93.3,0.02K,-0.32%,,
01/16/2013,93.25,93.25,93.25,93.25,,-0.05%,,
01/17/2013,93.35,93.35,93.35,93.35,,0.11%,,
01/18/2013,93.25,93.25,93.25,93.25,,-0.11%,,
01/21/2013,93.25,93.25,93.25,93.25,,0.00%,,
01/22/2013,93.25,93.25,93.25,93.25,,0.00%,,
01/23/2013,93.15,93.15,93.15,93.15,,-0.11%,,
01/24/2013,93.15,93.15,93.15,93.15,,0.00%,,
01/25/2013,93.25,93.25,93.25,93.25,,0.11%,,
01/28/2013,95.35,95.35,95.35,95.35,0.03K,2.25%,,
01/29/2013,95.35,95.35,95.35,95.35,0.02K,0.00%,,
01/30/2013,95.45,95.45,95.45,95.45,0.03K,0.10%,,
01/31/2013,95.2,95.2,95.2,95.2,0.03K,-0.26%,,
02/01/2013,95.4,95.4,95.4,95.4,0.01K,0.21%,,
02/04/2013,95.6,95.6,95.6,95.6,0.05K,0.21%,,
02/05/2013,96.15,96.15,96.15,96.15,0.09K,0.58%,,
02/06/2013,96.3,96.3,96.3,96.3,0.02K,0.16%,,
02/07/2013,95.7,95.7,95.7,95.7,0.02K,-0.62%,,
02/08/2013,96.0,96.0,96.0,96.0,0.03K,0.31%,,
02/11/2013,95.4,95.4,95.4,95.4,0.01K,-0.62%,,
02/12/2013,95.55,95.55,95.55,95.55,,0.16%,,
02/13/2013,95.1,95.1,95.1,95.1,0.01K,-0.47%,,
02/14/2013,95.1,95.1,95.1,95.1,,0.00%,,
02/15/2013,94.85,94.85,94.85,94.85,,-0.26%,,
02/18/2013,94.65,94.65,94.65,94.65,,-0.21%,,
02/19/2013,94.9,94.9,94.9,94.9,,0.26%,,
02/20/2013,94.9,94.9,94.9,94.9,0.01K,0.00%,,
02/21/2013,95.25,95.25,95.25,95.25,,0.37%,,
02/22/2013,94.5,94.5,94.5,94.5,,-0.79%,,
02/25/2013,93.35,93.35,93.35,93.35,0.16K,-1.22%,,
02/26/2013,92.75,92.75,92.75,92.75,0.03K,-0.64%,,
02/27/2013,93.55,93.55,93.55,93.55,0.08K,0.86%,,
02/28/2013,94.25,94.25,94.25,94.25,0.07K,0.75%,,
03/01/2013,94.05,94.05,94.05,94.05,0.06K,-0.21%,,
03/04/2013,93.35,93.35,93.35,93.35,0.03K,-0.74%,,
03/05/2013,93.1,93.1,93.1,93.1,0.05K,-0.27%,,
03/06/2013,92.75,92.75,92.75,92.75,0.03K,-0.38%,,
03/07/2013,92.35,92.35,92.35,92.35,0.11K,-0.43%,,
03/08/2013,92.05,92.05,92.05,92.05,0.03K,-0.32%,,
03/11/2013,91.85,91.85,91.85,91.85,0.02K,-0.22%,,
03/12/2013,92.3,92.3,92.3,92.3,0.02K,0.49%,,
03/13/2013,92.25,92.25,92.25,92.25,0.01K,-0.05%,,
03/14/2013,92.2,92.2,92.2,92.2,0.02K,-0.05%,,
03/15/2013,92.55,92.55,92.55,92.55,0.02K,0.38%,,
03/18/2013,92.25,92.25,92.25,92.25,0.01K,-0.32%,,
03/19/2013,91.75,91.75,91.75,91.75,0.04K,-0.54%,,
03/20/2013,91.1,91.1,91.1,91.1,,-0.71%,,
03/21/2013,91.6,91.6,91.6,91.6,,0.55%,,
03/22/2013,91.8,91.8,91.8,91.8,0.01K,0.22%,,
03/25/2013,91.9,91.9,91.9,91.9,,0.11%,,
03/26/2013,91.75,91.75,91.75,91.75,0.01K,-0.16%,,
03/27/2013,90.95,90.95,90.95,90.95,0.01K,-0.87%,,
03/28/2013,90.65,90.65,90.65,90.65,0.03K,-0.33%,,
04/02/2013,86.9,86.9,86.9,86.9,0.11K,-4.14%,,
04/03/2013,87.65,87.65,87.65,87.65,0.05K,0.86%,,
04/04/2013,88.05,88.05,88.05,88.05,0.02K,0.46%,,
04/05/2013,88.4,88.4,88.4,88.4,0.01K,0.40%,,
04/08/2013,88.5,88.5,88.5,88.5,0.01K,0.11%,,
04/09/2013,88.3,88.3,88.3,88.3,0.01K,-0.23%,,
04/10/2013,88.5,88.5,88.5,88.5,,0.23%,,
04/11/2013,88.8,88.8,88.8,88.8,0.01K,0.34%,,
04/12/2013,89.4,89.4,89.4,89.4,0.01K,0.68%,,
04/15/2013,88.2,88.2,88.2,88.2,0.01K,-1.34%,,
04/16/2013,88.05,88.05,88.05,88.05,0.01K,-0.17%,,
04/17/2013,87.45,87.45,87.45,87.45,0.02K,-0.68%,,
04/18/2013,87.65,87.65,87.65,87.65,0.01K,0.23%,,
04/19/2013,87.4,87.4,87.4,87.4,0.02K,-0.29%,,
04/22/2013,87.5,87.5,87.5,87.5,0.01K,0.11%,,
04/23/2013,88.15,88.15,88.15,88.15,0.01K,0.74%,,
04/24/2013,87.25,87.25,87.25,87.25,0.01K,-1.02%,,
04/25/2013,87.3,87.3,87.3,87.3,0.02K,0.06%,,
04/26/2013,86.95,86.95,86.95,86.95,0.01K,-0.40%,,
04/29/2013,86.8,86.8,86.8,86.8,0.08K,-0.17%,,
04/30/2013,87.0,87.0,87.0,87.0,0.05K,0.23%,,
05/01/2013,87.0,87.0,87.0,87.0,0.03K,0.00%,,
05/02/2013,86.9,86.9,86.9,86.9,0.02K,-0.11%,,
05/03/2013,87.5,87.5,87.5,87.5,0.01K,0.69%,,
05/06/2013,87.5,87.5,87.5,87.5,,0.00%,,
05/07/2013,87.65,87.65,87.65,87.65,0.04K,0.17%,,
05/08/2013,87.7,87.7,87.7,87.7,0.02K,0.06%,,
05/09/2013,87.7,87.7,87.7,87.7,0.01K,0.00%,,
05/10/2013,87.35,87.35,87.35,87.35,0.04K,-0.40%,,
05/13/2013,87.4,87.4,87.4,87.4,0.04K,0.06%,,
05/14/2013,87.5,87.5,87.5,87.5,,0.11%,,
05/15/2013,87.6,87.6,87.6,87.6,,0.11%,,
05/16/2013,87.65,87.65,87.65,87.65,0.01K,0.06%,,
05/17/2013,87.7,87.7,87.7,87.7,0.03K,0.06%,,
05/20/2013,87.75,87.75,87.75,87.75,0.01K,0.06%,,
05/21/2013,87.7,87.7,87.7,87.7,,-0.06%,,
05/22/2013,87.65,87.65,87.65,87.65,0.01K,-0.06%,,
05/23/2013,87.8,87.8,87.8,87.8,0.01K,0.17%,,
05/24/2013,87.75,87.75,87.75,87.75,0.01K,-0.06%,,
05/28/2013,87.5,87.5,87.5,87.5,,-0.28%,,
05/29/2013,87.7,87.7,87.7,87.7,0.02K,0.23%,,
05/30/2013,87.65,87.65,87.65,87.65,0.02K,-0.06%,,
05/31/2013,87.7,87.7,87.7,87.7,0.01K,0.06%,,
06/03/2013,86.6,86.6,86.6,86.6,0.07K,-1.25%,,
06/04/2013,86.55,86.55,86.55,86.55,0.15K,-0.06%,,
06/05/2013,86.4,86.4,86.4,86.4,0.01K,-0.17%,,
06/06/2013,85.7,85.7,85.7,85.7,0.03K,-0.81%,,
06/07/2013,85.5,85.5,85.5,85.5,0.01K,-0.23%,,
06/10/2013,84.45,84.45,84.45,84.45,0.01K,-1.23%,,
06/11/2013,84.05,84.05,84.05,84.05,0.01K,-0.47%,,
06/12/2013,83.9,83.9,83.9,83.9,0.02K,-0.18%,,
06/13/2013,83.75,83.75,83.75,83.75,,-0.18%,,
06/14/2013,83.75,83.75,83.75,83.75,0.01K,0.00%,,
06/17/2013,83.8,83.8,83.8,83.8,,0.06%,,
06/18/2013,83.7,83.7,83.7,83.7,0.01K,-0.12%,,
06/19/2013,83.75,83.75,83.75,83.75,,0.06%,,
06/20/2013,83.45,83.45,83.45,83.45,0.01K,-0.36%,,
06/21/2013,83.15,83.15,83.15,83.15,,-0.36%,,
06/24/2013,82.95,82.95,82.95,82.95,0.02K,-0.24%,,
06/25/2013,83.0,83.0,83.0,83.0,0.04K,0.06%,,
06/26/2013,83.0,83.0,83.0,83.0,0.03K,0.00%,,
06/27/2013,83.0,83.0,83.0,83.0,0.04K,0.00%,,
06/28/2013,83.0,83.0,83.0,83.0,0.01K,0.00%,,
07/01/2013,76.95,76.95,76.95,76.95,0.01K,-7.29%,,
07/02/2013,77.55,77.55,77.55,77.55,0.03K,0.78%,,
07/03/2013,77.35,77.35,77.35,77.35,0.03K,-0.26%,,
07/04/2013,76.95,76.95,76.95,76.95,0.01K,-0.52%,,
07/05/2013,76.95,76.95,76.95,76.95,0.03K,0.00%,,
07/08/2013,76.95,76.95,76.95,76.95,0.03K,0.00%,,
07/09/2013,76.85,76.85,76.85,76.85,0.03K,-0.13%,,
07/10/2013,76.45,76.45,76.45,76.45,0.06K,-0.52%,,
07/11/2013,76.95,76.95,76.95,76.95,0.03K,0.65%,,
07/12/2013,76.6,76.6,76.6,76.6,,-0.45%,,
07/15/2013,77.0,77.0,77.0,77.0,0.01K,0.52%,,
07/16/2013,77.15,77.15,77.15,77.15,0.03K,0.19%,,
07/17/2013,77.25,77.25,77.25,77.25,0.01K,0.13%,,
07/18/2013,77.4,77.4,77.4,77.4,,0.19%,,
07/19/2013,77.3,77.3,77.3,77.3,,-0.13%,,
07/22/2013,77.2,77.2,77.2,77.2,0.01K,-0.13%,,
07/23/2013,77.35,77.35,77.35,77.35,,0.19%,,
07/24/2013,77.25,77.25,77.25,77.25,0.02K,-0.13%,,
07/25/2013,77.3,77.3,77.3,77.3,0.02K,0.06%,,
07/26/2013,77.25,77.25,77.25,77.25,0.01K,-0.06%,,
07/29/2013,76.85,76.85,76.85,76.85,0.06K,-0.52%,,
07/30/2013,77.3,77.3,77.3,77.3,0.03K,0.59%,,
07/31/2013,77.05,77.05,77.05,77.05,0.01K,-0.32%,,
08/01/2013,76.95,76.95,76.95,76.95,0.01K,-0.13%,,
08/02/2013,77.0,77.0,77.0,77.0,0.03K,0.06%,,
08/05/2013,76.95,76.95,76.95,76.95,0.03K,-0.06%,,
08/06/2013,76.8,76.8,76.8,76.8,0.03K,-0.19%,,
08/07/2013,76.9,76.9,76.9,76.9,0.01K,0.13%,,
08/08/2013,77.1,77.1,77.1,77.1,0.02K,0.26%,,
08/09/2013,77.7,77.7,77.7,77.7,0.03K,0.78%,,
08/12/2013,78.35,78.35,78.35,78.35,0.01K,0.84%,,
08/13/2013,78.45,78.45,78.45,78.45,0.01K,0.13%,,
08/14/2013,78.9,78.9,78.9,78.9,0.06K,0.57%,,
08/15/2013,78.65,78.65,78.65,78.65,0.01K,-0.32%,,
08/16/2013,78.7,78.7,78.7,78.7,,0.06%,,
08/19/2013,78.8,78.8,78.8,78.8,,0.13%,,
08/20/2013,78.55,78.55,78.55,78.55,0.01K,-0.32%,,
08/21/2013,78.45,78.45,78.45,78.45,,-0.13%,,
08/22/2013,78.5,78.5,78.5,78.5,,0.06%,,
08/23/2013,78.3,78.3,78.3,78.3,,-0.25%,,
08/27/2013,78.1,78.1,78.1,78.1,0.01K,-0.26%,,
08/28/2013,78.25,78.25,78.25,78.25,0.04K,0.19%,,
08/29/2013,78.25,78.25,78.25,78.25,0.01K,0.00%,,
08/30/2013,78.55,78.55,78.55,78.55,0.01K,0.38%,,
09/02/2013,78.45,78.45,78.45,78.45,0.02K,-0.13%,,
09/03/2013,78.5,78.5,78.5,78.5,0.01K,0.06%,,
09/04/2013,76.95,76.95,76.95,76.95,0.01K,-1.97%,,
09/05/2013,77.0,77.0,77.0,77.0,0.02K,0.06%,,
09/06/2013,77.1,77.1,77.1,77.1,0.02K,0.13%,,
09/09/2013,77.2,77.2,77.2,77.2,0.01K,0.13%,,
09/10/2013,77.25,77.25,77.25,77.25,0.04K,0.06%,,
09/11/2013,77.4,77.4,77.4,77.4,0.01K,0.19%,,
09/12/2013,77.7,77.7,77.7,77.7,0.01K,0.39%,,
09/13/2013,77.8,77.8,77.8,77.8,0.01K,0.13%,,
09/16/2013,77.75,77.75,77.75,77.75,0.07K,-0.06%,,
09/17/2013,78.5,78.5,78.5,78.5,0.06K,0.96%,,
09/18/2013,78.55,78.55,78.55,78.55,0.10K,0.06%,,
09/19/2013,78.55,78.55,78.55,78.55,0.06K,0.00%,,
09/20/2013,78.4,78.4,78.4,78.4,,-0.19%,,
09/23/2013,78.5,78.5,78.5,78.5,0.02K,0.13%,,
09/24/2013,78.5,78.5,78.5,78.5,0.02K,0.00%,,
09/25/2013,78.55,78.55,78.55,78.55,0.04K,0.06%,,
09/26/2013,78.55,78.55,78.55,78.55,0.02K,0.00%,,
09/27/2013,78.4,78.4,78.4,78.4,0.02K,-0.19%,,
09/30/2013,79.15,79.15,79.15,79.15,0.01K,0.96%,,
10/01/2013,78.75,78.75,78.75,78.75,0.09K,-0.51%,,
10/02/2013,79.95,79.95,79.95,79.95,0.02K,1.52%,,
10/03/2013,79.8,79.8,79.8,79.8,0.01K,-0.19%,,
10/04/2013,80.0,80.0,80.0,80.0,0.07K,0.25%,,
10/07/2013,80.8,80.8,80.8,80.8,0.01K,1.00%,,
10/08/2013,80.5,80.5,80.5,80.5,0.04K,-0.37%,,
10/09/2013,80.9,80.9,80.9,80.9,0.01K,0.50%,,
10/10/2013,80.9,80.9,80.9,80.9,0.02K,0.00%,,
10/11/2013,80.45,80.45,80.45,80.45,0.02K,-0.56%,,
10/14/2013,80.7,80.7,80.7,80.7,,0.31%,,
10/15/2013,80.6,80.6,80.6,80.6,0.01K,-0.12%,,
10/16/2013,80.55,80.55,80.55,80.55,0.03K,-0.06%,,
10/17/2013,80.75,80.75,80.75,80.75,0.04K,0.25%,,
10/18/2013,81.3,81.3,81.3,81.3,0.04K,0.68%,,
10/21/2013,80.9,80.9,80.9,80.9,0.01K,-0.49%,,
10/22/2013,81.2,81.2,81.2,81.2,0.02K,0.37%,,
10/23/2013,81.25,81.25,81.25,81.25,0.03K,0.06%,,
10/24/2013,81.5,81.5,81.5,81.5,0.03K,0.31%,,
10/25/2013,81.45,81.45,81.45,81.45,,-0.06%,,
10/28/2013,84.6,84.6,84.6,84.6,,3.87%,,
10/29/2013,84.7,84.7,84.7,84.7,0.07K,0.12%,,
10/30/2013,84.4,84.4,84.4,84.4,0.05K,-0.35%,,
10/31/2013,84.15,84.15,84.15,84.15,0.03K,-0.30%,,
11/01/2013,84.4,84.4,84.4,84.4,0.01K,0.30%,,
11/04/2013,83.95,83.95,83.95,83.95,0.02K,-0.53%,,
11/05/2013,84.0,84.0,84.0,84.0,,0.06%,,
11/06/2013,84.15,84.15,84.15,84.15,0.02K,0.18%,,
11/07/2013,84.7,84.7,84.7,84.7,0.01K,0.65%,,
11/08/2013,84.55,84.55,84.55,84.55,0.03K,-0.18%,,
11/11/2013,84.45,84.45,84.45,84.45,,-0.12%,,
11/12/2013,84.5,84.5,84.5,84.5,0.04K,0.06%,,
11/13/2013,84.5,84.5,84.5,84.5,0.02K,0.00%,,
11/14/2013,84.55,84.55,84.55,84.55,0.02K,0.06%,,
11/15/2013,84.7,84.7,84.7,84.7,0.07K,0.18%,,
11/18/2013,84.65,84.65,84.65,84.65,0.01K,-0.06%,,
11/19/2013,84.6,84.6,84.6,84.6,0.01K,-0.06%,,
11/20/2013,84.65,84.65,84.65,84.65,0.01K,0.06%,,
11/21/2013,84.65,84.65,84.65,84.65,,0.00%,,
11/22/2013,84.4,84.4,84.4,84.4,0.02K,-0.30%,,
11/25/2013,84.5,84.5,84.5,84.5,,0.12%,,
11/26/2013,84.55,84.55,84.55,84.55,0.01K,0.06%,,
11/27/2013,84.55,84.55,84.55,84.55,0.05K,0.00%,,
11/28/2013,84.5,84.5,84.5,84.5,,-0.06%,,
11/29/2013,84.55,84.55,84.55,84.55,0.03K,0.06%,,
12/02/2013,85.2,85.2,85.2,85.2,0.00K,0.77%,,
12/03/2013,86.2,86.2,86.2,86.2,0.02K,1.17%,,
12/04/2013,85.4,85.4,85.4,85.4,0.02K,-0.93%,,
12/05/2013,85.35,85.35,85.35,85.35,0.01K,-0.06%,,
12/06/2013,85.3,85.3,85.3,85.3,0.04K,-0.06%,,
12/09/2013,85.3,85.3,85.3,85.3,0.02K,0.00%,,
12/10/2013,85.2,85.2,85.2,85.2,0.08K,-0.12%,,
12/11/2013,85.45,85.45,85.45,85.45,0.01K,0.29%,,
12/12/2013,85.45,85.45,85.45,85.45,0.01K,0.00%,,
12/13/2013,85.4,85.4,85.4,85.4,,-0.06%,,
12/16/2013,85.65,85.65,85.65,85.65,0.01K,0.29%,,
12/17/2013,85.7,85.7,85.7,85.7,,0.06%,,
12/18/2013,85.8,85.8,85.8,85.8,0.01K,0.12%,,
12/19/2013,85.9,85.9,85.9,85.9,,0.12%,,
12/20/2013,85.85,85.85,85.85,85.85,,-0.06%,,
12/23/2013,85.85,85.85,85.85,85.85,,0.00%,,
12/24/2013,85.85,85.85,85.85,85.85,,0.00%,,
12/27/2013,85.95,85.95,85.95,85.95,,0.12%,,
12/30/2013,87.25,87.25,87.25,87.25,,1.51%,,
12/31/2013,87.25,87.25,87.25,87.25,,0.00%,,
01/02/2014,87.15,87.15,87.15,87.15,,-0.11%,,
01/03/2014,86.5,86.5,86.5,86.5,,-0.75%,,
01/06/2014,85.7,85.7,85.7,85.7,,-0.92%,,
01/07/2014,85.0,85.0,85.0,85.0,0.01K,-0.82%,,
01/08/2014,85.2,85.2,85.2,85.2,0.01K,0.24%,,
01/09/2014,85.0,85.0,85.0,85.0,0.01K,-0.23%,,
01/10/2014,83.8,83.8,83.8,83.8,,-1.41%,,
01/13/2014,83.5,83.5,83.5,83.5,,-0.36%,,
01/14/2014,83.15,83.15,83.15,83.15,0.02K,-0.42%,,
01/15/2014,83.55,83.55,83.55,83.55,0.01K,0.48%,,
01/16/2014,83.55,83.55,83.55,83.55,,0.00%,,
01/17/2014,83.55,83.55,83.55,83.55,,0.00%,,
01/20/2014,83.05,83.05,83.05,83.05,,-0.60%,,
01/21/2014,82.45,82.45,82.45,82.45,,-0.72%,,
01/22/2014,82.6,82.6,82.6,82.6,,0.18%,,
01/23/2014,82.35,82.35,82.35,82.35,,-0.30%,,
01/24/2014,82.6,82.6,82.6,82.6,,0.30%,,
01/27/2014,82.2,82.2,82.2,82.2,,-0.48%,,
01/28/2014,82.2,82.2,82.2,82.2,,0.00%,,
01/29/2014,82.2,82.2,82.2,82.2,,0.00%,,
01/30/2014,82.15,82.15,82.15,82.15,,-0.06%,,
01/31/2014,82.35,82.35,82.35,82.35,,0.24%,,
02/03/2014,79.2,79.2,79.2,79.2,0.05K,-3.83%,,
02/04/2014,78.3,78.3,78.3,78.3,0.02K,-1.14%,,
02/05/2014,78.2,78.2,78.2,78.2,0.03K,-0.13%,,
02/06/2014,78.2,78.2,78.2,78.2,0.01K,0.00%,,
02/07/2014,77.9,77.9,77.9,77.9,0.02K,-0.38%,,
02/10/2014,77.95,77.95,77.95,77.95,0.01K,0.06%,,
02/11/2014,77.25,77.25,77.25,77.25,,-0.90%,,
02/12/2014,77.25,77.25,77.25,77.25,0.01K,0.00%,,
02/13/2014,77.3,77.3,77.3,77.3,0.02K,0.06%,,
02/14/2014,77.35,77.35,77.35,77.35,0.01K,0.06%,,
02/17/2014,77.55,77.55,77.55,77.55,0.03K,0.26%,,
02/18/2014,77.6,77.6,77.6,77.6,0.02K,0.06%,,
02/19/2014,77.5,77.5,77.5,77.5,0.05K,-0.13%,,
02/20/2014,77.6,77.6,77.6,77.6,0.01K,0.13%,,
02/21/2014,77.6,77.6,77.6,77.6,0.02K,0.00%,,
02/24/2014,77.3,77.3,77.3,77.3,0.01K,-0.39%,,
02/25/2014,77.45,77.45,77.45,77.45,0.04K,0.19%,,
02/26/2014,77.25,77.25,77.25,77.25,0.03K,-0.26%,,
02/27/2014,77.45,77.45,77.45,77.45,0.01K,0.26%,,
02/28/2014,77.55,77.55,77.55,77.55,0.04K,0.13%,,
03/03/2014,76.7,76.7,76.7,76.7,0.07K,-1.10%,,
03/04/2014,76.1,76.1,76.1,76.1,0.03K,-0.78%,,
03/05/2014,74.95,74.95,74.95,74.95,0.03K,-1.51%,,
03/06/2014,74.5,74.5,74.5,74.5,0.01K,-0.60%,,
03/07/2014,74.45,74.45,74.45,74.45,0.02K,-0.07%,,
03/10/2014,72.65,72.65,72.65,72.65,0.01K,-2.42%,,
03/11/2014,73.05,73.05,73.05,73.05,0.01K,0.55%,,
03/12/2014,73.25,73.25,73.25,73.25,0.02K,0.27%,,
03/13/2014,73.9,73.9,73.9,73.9,0.02K,0.89%,,
03/14/2014,74.5,74.5,74.5,74.5,0.08K,0.81%,,
03/17/2014,74.6,74.6,74.6,74.6,0.02K,0.13%,,
03/18/2014,74.55,74.55,74.55,74.55,0.01K,-0.07%,,
03/19/2014,74.5,74.5,74.5,74.5,0.02K,-0.07%,,
03/20/2014,74.4,74.4,74.4,74.4,0.01K,-0.13%,,
03/21/2014,74.5,74.5,74.5,74.5,,0.13%,,
03/24/2014,74.5,74.5,74.5,74.5,,0.00%,,
03/25/2014,74.3,74.3,74.3,74.3,0.01K,-0.27%,,
03/26/2014,74.3,74.3,74.3,74.3,0.05K,0.00%,,
03/27/2014,74.35,74.35,74.35,74.35,0.03K,0.07%,,
03/28/2014,74.35,74.35,74.35,74.35,,0.00%,,
03/31/2014,74.55,74.55,74.55,74.55,0.16K,0.27%,,
04/01/2014,74.5,74.5,74.5,74.5,0.01K,-0.07%,,
04/02/2014,73.45,73.45,73.45,73.45,0.13K,-1.41%,,
04/03/2014,73.65,73.65,73.65,73.65,0.04K,0.27%,,
04/04/2014,73.55,73.55,73.55,73.55,0.04K,-0.14%,,
04/07/2014,73.45,73.45,73.45,73.45,0.01K,-0.14%,,
04/08/2014,73.4,73.4,73.4,73.4,0.01K,-0.07%,,
04/09/2014,73.4,73.4,73.4,73.4,0.04K,0.00%,,
