Date,Price,Open,High,Low,Vol.,Change %,Chg. %,Unnamed: 7
11/05/2015,52.3,52.3,52.3,52.3,0.15K,0.00%,,
11/06/2015,52.15,52.15,52.15,52.15,0.01K,-0.29%,,
11/09/2015,52.35,52.35,52.35,52.35,0.05K,0.38%,,
11/10/2015,52.15,52.15,52.15,52.15,0.03K,-0.38%,,
11/11/2015,52.15,52.15,52.15,52.15,0.01K,0.00%,,
11/12/2015,52.15,52.15,52.15,52.15,0.03K,0.00%,,
11/13/2015,52.4,52.4,52.4,52.4,0.01K,0.48%,,
11/16/2015,52.55,52.55,52.55,52.55,0.01K,0.29%,,
11/17/2015,52.7,52.7,52.7,52.7,0.01K,0.29%,,
11/18/2015,52.75,52.75,52.75,52.75,0.10K,0.09%,,
11/19/2015,52.75,52.75,52.75,52.75,0.02K,0.00%,,
11/20/2015,52.9,52.9,52.9,52.9,0.03K,0.28%,,
11/23/2015,52.7,52.7,52.7,52.7,0.06K,-0.38%,,
11/24/2015,53.1,53.1,53.1,53.1,0.05K,0.76%,,
11/25/2015,52.8,52.8,52.8,52.8,0.03K,-0.56%,,
11/26/2015,52.85,52.85,52.85,52.85,0.04K,0.09%,,
11/27/2015,52.85,52.85,52.85,52.85,0.02K,0.00%,,
11/30/2015,53.55,53.55,53.55,53.55,0.04K,1.32%,,
12/01/2015,53.2,53.2,53.2,53.2,0.01K,-0.65%,,
12/02/2015,52.75,52.75,52.75,52.75,0.01K,-0.85%,,
12/03/2015,53.0,53.0,53.0,53.0,0.01K,0.47%,,
12/04/2015,53.0,53.0,53.0,53.0,0.01K,0.00%,,
12/07/2015,52.7,52.7,52.7,52.7,0.06K,-0.57%,,
12/08/2015,52.5,52.5,52.5,52.5,0.13K,-0.38%,,
12/09/2015,52.5,52.5,52.5,52.5,0.20K,0.00%,,
12/10/2015,52.35,52.35,52.35,52.35,0.01K,-0.29%,,
12/11/2015,52.25,52.25,52.25,52.25,0.05K,-0.19%,,
12/14/2015,52.2,52.2,52.2,52.2,0.05K,-0.10%,,
12/15/2015,52.35,52.35,52.35,52.35,0.02K,0.29%,,
12/16/2015,52.35,52.35,52.35,52.35,0.18K,0.00%,,
12/17/2015,52.25,52.25,52.25,52.25,0.26K,-0.19%,,
12/18/2015,52.2,52.2,52.2,52.2,0.01K,-0.10%,,
12/21/2015,52.05,52.05,52.05,52.05,0.01K,-0.29%,,
12/22/2015,52.05,52.05,52.05,52.05,0.01K,0.00%,,
12/23/2015,52.1,52.1,52.1,52.1,0.01K,0.10%,,
12/24/2015,52.1,52.1,52.1,52.1,,0.00%,,
12/28/2015,51.4,51.4,51.4,51.4,,-1.34%,,
12/29/2015,50.95,50.95,50.95,50.95,0.06K,-0.88%,,
12/30/2015,50.9,50.9,50.9,50.9,0.01K,-0.10%,,
12/31/2015,50.6,50.6,50.6,50.6,0.07K,-0.59%,,
01/04/2016,49.9,49.9,49.9,49.9,0.03K,-1.38%,,
01/05/2016,50.25,50.25,50.25,50.25,0.20K,0.70%,,
01/06/2016,51.5,51.5,51.5,51.5,0.04K,2.49%,,
01/07/2016,51.25,51.25,51.25,51.25,0.09K,-0.49%,,
01/08/2016,50.25,50.25,50.25,50.25,0.05K,-1.95%,,
01/11/2016,49.3,49.3,49.3,49.3,0.02K,-1.89%,,
01/12/2016,49.1,49.1,49.1,49.1,0.10K,-0.41%,,
01/13/2016,48.85,48.85,48.85,48.85,0.05K,-0.51%,,
01/14/2016,49.2,49.2,49.2,49.2,0.13K,0.72%,,
01/15/2016,49.15,49.15,49.15,49.15,0.06K,-0.10%,,
01/18/2016,48.8,48.8,48.8,48.8,0.01K,-0.71%,,
01/19/2016,48.85,48.85,48.85,48.85,,0.10%,,
01/20/2016,49.0,49.0,49.0,49.0,0.01K,0.31%,,
01/21/2016,49.0,49.0,49.0,49.0,0.01K,0.00%,,
01/22/2016,49.0,49.0,49.0,49.0,,0.00%,,
01/25/2016,48.95,48.95,48.95,48.95,,-0.10%,,
01/26/2016,49.25,49.25,49.25,49.25,0.02K,0.61%,,
01/27/2016,48.8,48.8,48.8,48.8,,-0.91%,,
01/28/2016,48.85,48.85,48.85,48.85,0.01K,0.10%,,
01/29/2016,48.8,48.8,48.8,48.8,,-0.10%,,
02/01/2016,49.95,49.95,49.95,49.95,0.17K,2.36%,,
02/02/2016,50.4,50.4,50.4,50.4,0.08K,0.90%,,
02/03/2016,50.45,50.45,50.45,50.45,0.61K,0.10%,,
02/04/2016,50.95,50.95,50.95,50.95,0.11K,0.99%,,
02/05/2016,51.6,51.6,51.6,51.6,0.20K,1.28%,,
02/08/2016,51.5,51.5,51.5,51.5,0.05K,-0.19%,,
02/09/2016,50.45,50.45,50.45,50.45,0.01K,-2.04%,,
02/10/2016,50.4,50.4,50.4,50.4,0.01K,-0.10%,,
02/11/2016,50.7,50.7,50.7,50.7,0.02K,0.60%,,
02/12/2016,50.7,50.7,50.7,50.7,0.04K,0.00%,,
02/15/2016,50.7,50.7,50.7,50.7,,0.00%,,
02/16/2016,50.7,50.7,50.7,50.7,0.03K,0.00%,,
02/17/2016,50.85,50.85,50.85,50.85,0.03K,0.30%,,
02/18/2016,50.9,50.9,50.9,50.9,0.04K,0.10%,,
02/19/2016,50.5,50.5,50.5,50.5,,-0.79%,,
02/22/2016,50.3,50.3,50.3,50.3,0.02K,-0.40%,,
02/23/2016,50.3,50.3,50.3,50.3,0.02K,0.00%,,
02/24/2016,50.35,50.35,50.35,50.35,0.02K,0.10%,,
02/25/2016,50.35,50.35,50.35,50.35,,0.00%,,
02/26/2016,50.45,50.45,50.45,50.45,0.01K,0.20%,,
02/29/2016,50.5,50.5,50.5,50.5,0.10K,0.10%,,
03/01/2016,50.85,50.85,50.85,50.85,0.04K,0.69%,,
03/02/2016,50.5,50.5,50.5,50.5,0.17K,-0.69%,,
03/03/2016,51.1,51.1,51.1,51.1,0.10K,1.19%,,
03/04/2016,51.0,51.0,51.0,51.0,0.05K,-0.20%,,
03/07/2016,51.0,51.0,51.0,51.0,0.14K,0.00%,,
03/08/2016,51.1,51.1,51.1,51.1,0.01K,0.20%,,
03/09/2016,51.3,51.3,51.3,51.3,0.04K,0.39%,,
03/10/2016,51.2,51.2,51.2,51.2,0.16K,-0.19%,,
03/11/2016,51.5,51.5,51.5,51.5,0.01K,0.59%,,
03/14/2016,51.95,51.95,51.95,51.95,0.05K,0.87%,,
03/15/2016,51.65,51.65,51.65,51.65,0.07K,-0.58%,,
03/16/2016,51.6,51.6,51.6,51.6,0.03K,-0.10%,,
03/17/2016,52.3,52.3,52.3,52.3,0.10K,1.36%,,
03/18/2016,52.2,52.2,52.2,52.2,0.04K,-0.19%,,
03/21/2016,52.0,52.0,52.0,52.0,0.03K,-0.38%,,
03/22/2016,51.75,51.75,51.75,51.75,0.01K,-0.48%,,
03/23/2016,52.2,52.2,52.2,52.2,0.01K,0.87%,,
03/24/2016,52.3,52.3,52.3,52.3,0.05K,0.19%,,
03/28/2016,50.65,50.65,50.65,50.65,,-3.15%,,
03/29/2016,51.25,51.25,51.25,51.25,0.03K,1.18%,,
03/30/2016,51.05,51.05,51.05,51.05,0.03K,-0.39%,,
03/31/2016,51.1,51.1,51.1,51.1,0.04K,0.10%,,
04/01/2016,50.5,50.5,50.5,50.5,0.02K,-1.17%,,
04/04/2016,50.05,50.05,50.05,50.05,0.01K,-0.89%,,
04/05/2016,50.2,50.2,50.2,50.2,0.13K,0.30%,,
04/06/2016,50.05,50.05,50.05,50.05,0.07K,-0.30%,,
04/07/2016,49.6,49.6,49.6,49.6,0.08K,-0.90%,,
04/08/2016,49.85,49.85,49.85,49.85,0.01K,0.50%,,
04/11/2016,50.1,50.1,50.1,50.1,0.01K,0.50%,,
04/12/2016,50.25,50.25,50.25,50.25,0.01K,0.30%,,
04/13/2016,50.25,50.25,50.25,50.25,0.01K,0.00%,,
04/14/2016,50.85,50.85,50.85,50.85,0.04K,1.19%,,
04/15/2016,50.85,50.85,50.85,50.85,0.02K,0.00%,,
04/18/2016,50.8,50.8,50.8,50.8,0.02K,-0.10%,,
04/19/2016,50.6,50.6,50.6,50.6,0.18K,-0.39%,,
04/20/2016,50.6,50.6,50.6,50.6,0.19K,0.00%,,
04/21/2016,50.5,50.5,50.5,50.5,0.11K,-0.20%,,
04/22/2016,51.0,51.0,51.0,51.0,0.01K,0.99%,,
04/25/2016,51.0,51.0,51.0,51.0,0.01K,0.00%,,
04/26/2016,51.05,51.05,51.05,51.05,0.05K,0.10%,,
04/27/2016,50.95,50.95,50.95,50.95,0.08K,-0.20%,,
04/28/2016,51.0,51.0,51.0,51.0,0.13K,0.10%,,
04/29/2016,50.75,50.75,50.75,50.75,0.11K,-0.49%,,
05/02/2016,51.0,51.0,51.0,51.0,,0.49%,,
05/03/2016,50.8,50.8,50.8,50.8,0.08K,-0.39%,,
05/04/2016,50.8,50.8,50.8,50.8,0.04K,0.00%,,
05/05/2016,50.8,50.8,50.8,50.8,0.02K,0.00%,,
05/06/2016,50.65,50.65,50.65,50.65,0.01K,-0.30%,,
05/09/2016,50.2,50.2,50.2,50.2,0.06K,-0.89%,,
05/10/2016,50.2,50.2,50.2,50.2,0.06K,0.00%,,
05/11/2016,50.4,50.4,50.4,50.4,,0.40%,,
05/12/2016,50.35,50.35,50.35,50.35,0.06K,-0.10%,,
05/13/2016,50.55,50.55,50.55,50.55,0.01K,0.40%,,
05/16/2016,50.65,50.65,50.65,50.65,,0.20%,,
05/17/2016,50.85,50.85,50.85,50.85,0.02K,0.39%,,
05/18/2016,50.85,50.85,50.85,50.85,0.07K,0.00%,,
05/19/2016,50.95,50.95,50.95,50.95,0.05K,0.20%,,
05/20/2016,50.95,50.95,50.95,50.95,0.02K,0.00%,,
05/23/2016,50.95,50.95,50.95,50.95,,0.00%,,
05/24/2016,51.0,51.0,51.0,51.0,0.02K,0.10%,,
05/25/2016,51.25,51.25,51.25,51.25,0.07K,0.49%,,
05/26/2016,51.35,51.35,51.35,51.35,0.03K,0.20%,,
05/27/2016,51.35,51.35,51.35,51.35,0.02K,0.00%,,
05/30/2016,53.2,53.2,53.2,53.2,,3.60%,,
05/31/2016,53.5,53.5,53.5,53.5,0.01K,0.56%,,
06/01/2016,53.1,53.1,53.1,53.1,0.02K,-0.75%,,
06/02/2016,53.55,53.55,53.55,53.55,0.05K,0.85%,,
06/03/2016,54.0,54.0,54.0,54.0,0.08K,0.84%,,
06/06/2016,54.65,54.65,54.65,54.65,0.10K,1.20%,,
06/07/2016,54.15,54.15,54.15,54.15,0.07K,-0.91%,,
06/08/2016,53.4,53.4,53.4,53.4,0.18K,-1.39%,,
06/09/2016,52.95,52.95,52.95,52.95,0.04K,-0.84%,,
06/10/2016,53.0,53.0,53.0,53.0,0.01K,0.09%,,
06/13/2016,53.05,53.05,53.05,53.05,0.04K,0.09%,,
06/14/2016,52.4,52.4,52.4,52.4,0.01K,-1.23%,,
06/15/2016,52.45,52.45,52.45,52.45,0.01K,0.10%,,
06/16/2016,52.6,52.6,52.6,52.6,0.01K,0.29%,,
06/17/2016,52.55,52.55,52.55,52.55,0.07K,-0.10%,,
06/20/2016,52.85,52.85,52.85,52.85,0.20K,0.57%,,
06/21/2016,52.75,52.75,52.75,52.75,0.10K,-0.19%,,
06/22/2016,52.95,52.95,52.95,52.95,0.01K,0.38%,,
06/23/2016,52.95,52.95,52.95,52.95,0.01K,0.00%,,
06/24/2016,52.9,52.9,52.9,52.9,0.01K,-0.09%,,
06/27/2016,54.05,54.05,54.05,54.05,0.01K,2.17%,,
06/28/2016,55.25,55.25,55.25,55.25,0.11K,2.22%,,
06/29/2016,55.65,55.65,55.65,55.65,0.13K,0.72%,,
06/30/2016,56.95,56.95,56.95,56.95,0.01K,2.34%,,
07/01/2016,58.15,58.15,58.15,58.15,0.03K,2.11%,,
07/04/2016,59.2,59.2,59.2,59.2,0.02K,1.81%,,
07/05/2016,58.6,58.6,58.6,58.6,0.03K,-1.01%,,
07/06/2016,58.4,58.4,58.4,58.4,0.02K,-0.34%,,
07/07/2016,58.95,58.95,58.95,58.95,0.06K,0.94%,,
07/08/2016,59.25,59.25,59.25,59.25,0.02K,0.51%,,
07/11/2016,59.6,59.6,59.6,59.6,0.01K,0.59%,,
07/12/2016,60.7,60.7,60.7,60.7,0.01K,1.85%,,
07/13/2016,61.1,61.1,61.1,61.1,0.06K,0.66%,,
07/14/2016,61.1,61.1,61.1,61.1,0.01K,0.00%,,
07/15/2016,61.3,61.3,61.3,61.3,0.01K,0.33%,,
07/18/2016,60.85,60.85,60.85,60.85,0.01K,-0.73%,,
07/19/2016,60.95,60.95,60.95,60.95,0.02K,0.16%,,
07/20/2016,60.9,60.9,60.9,60.9,0.03K,-0.08%,,
07/21/2016,60.95,60.95,60.95,60.95,,0.08%,,
07/22/2016,60.85,60.85,60.85,60.85,,-0.16%,,
07/25/2016,61.25,61.25,61.25,61.25,,0.66%,,
07/26/2016,61.05,61.05,61.05,61.05,0.04K,-0.33%,,
07/27/2016,61.2,61.2,61.2,61.2,0.03K,0.25%,,
07/28/2016,61.25,61.25,61.25,61.25,0.09K,0.08%,,
07/29/2016,61.15,61.15,61.15,61.15,0.04K,-0.16%,,
08/01/2016,67.7,67.7,67.7,67.7,0.02K,10.71%,,
08/02/2016,67.6,67.6,67.6,67.6,0.06K,-0.15%,,
08/03/2016,67.3,67.3,67.3,67.3,0.04K,-0.44%,,
08/04/2016,65.0,65.0,65.0,65.0,0.05K,-3.42%,,
08/05/2016,65.0,65.0,65.0,65.0,0.01K,0.00%,,
08/08/2016,67.25,67.25,67.25,67.25,0.03K,3.46%,,
08/09/2016,67.0,67.0,67.0,67.0,0.06K,-0.37%,,
08/10/2016,66.3,66.3,66.3,66.3,0.05K,-1.04%,,
08/11/2016,67.85,67.85,67.85,67.85,0.05K,2.34%,,
08/12/2016,68.3,68.3,68.3,68.3,0.03K,0.66%,,
08/15/2016,67.6,67.6,67.6,67.6,0.01K,-1.02%,,
08/16/2016,67.6,67.6,67.6,67.6,0.03K,0.00%,,
08/17/2016,68.1,68.1,68.1,68.1,0.02K,0.74%,,
08/18/2016,67.05,67.05,67.05,67.05,0.13K,-1.54%,,
08/19/2016,67.55,67.55,67.55,67.55,0.06K,0.75%,,
08/22/2016,68.15,68.15,68.15,68.15,0.05K,0.89%,,
08/23/2016,67.1,67.1,67.1,67.1,0.06K,-1.54%,,
08/24/2016,67.0,67.0,67.0,67.0,0.04K,-0.15%,,
08/25/2016,67.45,67.45,67.45,67.45,0.04K,0.67%,,
08/26/2016,67.15,67.15,67.15,67.15,0.01K,-0.44%,,
08/29/2016,66.95,66.95,66.95,66.95,,-0.30%,,
08/30/2016,68.0,68.0,68.0,68.0,0.03K,1.57%,,
08/31/2016,68.75,69.0,69.0,69.0,0.10K,1.10%,,
09/01/2016,69.05,69.05,69.05,69.05,0.01K,0.44%,,
09/02/2016,69.15,69.15,69.15,69.15,0.09K,0.14%,,
09/05/2016,69.85,69.85,69.85,69.85,0.02K,1.01%,,
09/06/2016,70.75,70.75,70.75,70.75,0.03K,1.29%,,
09/07/2016,69.8,69.8,69.8,69.8,0.07K,-1.34%,,
09/08/2016,69.6,69.6,69.6,69.6,0.04K,-0.29%,,
09/09/2016,69.7,69.7,69.7,69.7,0.01K,0.14%,,
09/12/2016,70.0,70.0,70.0,70.0,0.05K,0.43%,,
09/13/2016,70.15,70.15,70.15,70.15,0.07K,0.21%,,
09/14/2016,70.15,70.15,70.15,70.15,0.01K,0.00%,,
09/15/2016,70.95,70.95,70.95,70.95,0.10K,1.14%,,
09/16/2016,71.15,71.15,71.15,71.15,0.01K,0.28%,,
09/19/2016,71.25,71.25,71.25,71.25,0.01K,0.14%,,
09/20/2016,71.65,71.65,71.65,71.65,0.03K,0.56%,,
09/21/2016,72.65,72.65,72.65,72.65,0.02K,1.40%,,
09/22/2016,71.5,71.5,71.5,71.5,0.05K,-1.58%,,
09/23/2016,71.95,71.95,71.95,71.95,0.07K,0.63%,,
09/26/2016,71.8,71.8,71.8,71.8,0.03K,-0.21%,,
09/27/2016,71.9,71.9,71.9,71.9,0.11K,0.14%,,
09/28/2016,72.6,72.6,72.6,72.6,0.16K,0.97%,,
09/29/2016,72.15,72.15,72.15,72.15,0.02K,-0.62%,,
09/30/2016,72.2,72.2,72.2,72.2,0.12K,0.07%,,
10/03/2016,81.1,81.1,81.1,81.1,0.06K,12.33%,,
10/04/2016,83.15,83.15,83.15,83.15,0.03K,2.53%,,
10/05/2016,83.6,83.6,83.6,83.6,0.07K,0.54%,,
10/06/2016,84.8,84.8,84.8,84.8,0.05K,1.44%,,
10/07/2016,84.45,84.45,84.45,84.45,0.02K,-0.41%,,
10/10/2016,84.05,84.05,84.05,84.05,0.01K,-0.47%,,
10/11/2016,84.4,84.4,84.4,84.4,0.04K,0.42%,,
10/12/2016,86.0,86.0,86.0,86.0,0.02K,1.90%,,
10/13/2016,88.0,88.0,88.0,88.0,0.02K,2.33%,,
10/14/2016,89.45,89.45,89.45,89.45,0.07K,1.65%,,
10/17/2016,90.95,90.95,90.95,90.95,0.03K,1.68%,,
10/18/2016,92.7,92.7,92.7,92.7,0.03K,1.92%,,
10/19/2016,91.4,91.4,91.4,91.4,0.01K,-1.40%,,
10/20/2016,91.3,91.3,91.3,91.3,0.01K,-0.11%,,
10/21/2016,92.8,92.8,92.8,92.8,0.02K,1.64%,,
10/24/2016,92.8,92.8,92.8,92.8,0.04K,0.00%,,
10/25/2016,93.2,93.2,93.2,93.2,0.08K,0.43%,,
10/26/2016,93.55,93.55,93.55,93.55,0.09K,0.38%,,
10/27/2016,94.1,94.1,94.1,94.1,0.05K,0.59%,,
10/28/2016,93.95,93.95,93.95,93.95,0.05K,-0.16%,,
10/31/2016,108.6,108.6,108.6,108.6,0.23K,15.59%,,
11/01/2016,114.75,115.0,115.0,115.0,0.22K,5.66%,,
11/02/2016,112.35,113.25,113.5,113.25,0.11K,-2.09%,,
11/03/2016,106.5,108.0,108.0,108.0,0.12K,-5.21%,,
11/04/2016,108.65,108.65,108.65,108.65,0.05K,2.02%,,
11/07/2016,111.95,111.95,111.95,111.95,0.07K,3.04%,,
11/08/2016,112.1,112.1,112.1,112.1,0.02K,0.13%,,
11/09/2016,111.4,111.4,111.4,111.4,0.07K,-0.62%,,
11/10/2016,111.4,111.4,111.4,111.4,0.02K,0.00%,,
11/11/2016,109.85,110.0,110.0,110.0,0.03K,-1.39%,,
11/14/2016,105.35,105.35,105.35,105.35,0.04K,-4.10%,,
11/15/2016,106.45,106.45,106.45,106.45,0.26K,1.04%,,
11/16/2016,104.9,104.9,104.9,104.9,0.01K,-1.46%,,
11/17/2016,106.25,106.25,106.25,106.25,0.01K,1.29%,,
11/18/2016,105.1,105.1,105.1,105.1,0.02K,-1.08%,,
11/21/2016,105.1,105.1,105.1,105.1,0.02K,0.00%,,
11/22/2016,106.3,106.3,106.3,106.3,0.10K,1.14%,,
11/23/2016,103.3,103.3,103.3,103.3,0.12K,-2.82%,,
11/24/2016,105.95,105.95,105.95,105.95,0.04K,2.57%,,
11/25/2016,103.75,103.75,103.75,103.75,0.01K,-2.08%,,
11/28/2016,92.25,92.25,92.25,92.25,0.18K,-11.08%,,
11/29/2016,88.5,88.5,88.5,88.5,0.14K,-4.07%,,
11/30/2016,87.45,87.45,87.45,87.45,0.08K,-1.19%,,
12/01/2016,87.7,87.7,87.7,87.7,0.05K,0.29%,,
12/02/2016,87.4,87.4,87.4,87.4,0.06K,-0.34%,,
12/05/2016,86.8,86.8,86.8,86.8,0.01K,-0.69%,,
12/06/2016,84.0,84.0,84.0,84.0,0.05K,-3.23%,,
12/07/2016,83.0,83.0,83.0,83.0,0.01K,-1.19%,,
12/08/2016,84.0,84.0,84.0,84.0,0.02K,1.20%,,
12/09/2016,84.35,84.35,84.35,84.35,0.01K,0.42%,,
12/12/2016,85.7,85.7,85.7,85.7,0.10K,1.60%,,
12/13/2016,86.0,86.0,86.0,86.0,0.01K,0.35%,,
12/14/2016,87.55,87.55,87.55,87.55,0.03K,1.80%,,
12/15/2016,88.85,88.85,88.85,88.85,0.01K,1.48%,,
12/16/2016,86.5,86.5,86.5,86.5,0.01K,-2.64%,,
12/19/2016,86.2,86.2,86.2,86.2,0.03K,-0.35%,,
12/20/2016,87.0,87.0,87.0,87.0,0.03K,0.93%,,
12/21/2016,86.9,86.9,86.9,86.9,0.01K,-0.11%,,
12/22/2016,86.75,86.75,86.75,86.75,0.06K,-0.17%,,
12/23/2016,86.6,86.6,86.6,86.6,,-0.17%,,
12/27/2016,86.6,86.6,86.6,86.6,,0.00%,,
12/28/2016,87.65,87.65,87.65,87.65,0.01K,1.21%,,
12/29/2016,88.25,88.25,88.25,88.25,0.01K,0.68%,,
12/30/2016,88.4,88.4,88.4,88.4,,0.17%,,
01/03/2017,90.5,90.5,90.5,90.5,0.02K,2.38%,,
01/04/2017,88.6,88.6,88.6,88.6,0.05K,-2.10%,,
01/05/2017,85.7,85.7,85.7,85.7,0.09K,-3.27%,,
01/06/2017,83.5,83.5,83.5,83.5,0.01K,-2.57%,,
01/09/2017,82.05,82.05,82.05,82.05,0.03K,-1.74%,,
01/10/2017,81.5,81.5,81.5,81.5,0.23K,-0.67%,,
01/11/2017,82.15,82.15,82.15,82.15,0.09K,0.80%,,
01/12/2017,84.05,84.05,84.05,84.05,0.06K,2.31%,,
01/13/2017,83.5,83.5,83.5,83.5,0.02K,-0.65%,,
01/16/2017,82.9,82.9,82.9,82.9,0.07K,-0.72%,,
01/17/2017,84.55,84.55,84.55,84.55,0.09K,1.99%,,
01/18/2017,83.85,83.85,83.85,83.85,0.02K,-0.83%,,
01/19/2017,83.45,83.45,83.45,83.45,0.01K,-0.48%,,
01/20/2017,83.8,83.8,83.8,83.8,,0.42%,,
01/23/2017,83.65,83.65,83.65,83.65,0.00K,-0.18%,,
01/24/2017,83.75,83.75,83.75,83.75,0.02K,0.12%,,
01/25/2017,83.7,83.7,83.7,83.7,0.01K,-0.06%,,
01/26/2017,83.6,83.6,83.6,83.6,0.01K,-0.12%,,
01/27/2017,83.75,83.75,83.75,83.75,,0.18%,,
01/30/2017,83.55,83.55,83.55,83.55,0.02K,-0.24%,,
01/31/2017,83.0,83.0,83.0,83.0,0.05K,-0.66%,,
02/01/2017,82.7,82.7,82.7,82.7,0.04K,-0.36%,,
02/02/2017,82.75,82.75,82.75,82.75,0.05K,0.06%,,
02/03/2017,83.0,83.0,83.0,83.0,0.05K,0.30%,,
02/06/2017,81.3,81.3,81.3,81.3,0.01K,-2.05%,,
02/07/2017,80.4,80.4,80.4,80.4,0.04K,-1.11%,,
02/08/2017,79.4,79.4,79.4,79.4,0.02K,-1.24%,,
02/09/2017,79.75,79.75,79.75,79.75,0.20K,0.44%,,
02/10/2017,80.05,80.05,80.05,80.05,0.04K,0.38%,,
02/13/2017,79.9,79.9,79.9,79.9,0.01K,-0.19%,,
02/14/2017,79.9,79.9,79.9,79.9,0.01K,0.00%,,
02/15/2017,80.0,80.0,80.0,80.0,0.01K,0.13%,,
02/16/2017,80.0,80.0,80.0,80.0,0.04K,0.00%,,
02/17/2017,79.9,79.9,79.9,79.9,,-0.12%,,
02/20/2017,80.1,80.1,80.1,80.1,0.01K,0.25%,,
02/21/2017,80.15,80.15,80.15,80.15,0.02K,0.06%,,
02/22/2017,79.75,79.75,79.75,79.75,0.01K,-0.50%,,
02/23/2017,79.8,79.8,79.8,79.8,0.01K,0.06%,,
02/24/2017,80.0,80.0,80.0,80.0,0.01K,0.25%,,
02/27/2017,83.5,83.5,83.5,83.5,0.08K,4.38%,,
02/28/2017,83.45,83.45,83.45,83.45,0.08K,-0.06%,,
03/01/2017,82.75,82.9,82.9,82.5,0.11K,-0.84%,,
03/02/2017,82.2,82.4,82.4,82.25,0.05K,-0.66%,,
03/03/2017,80.95,80.95,80.95,80.95,0.10K,-1.52%,,
03/06/2017,80.2,80.35,80.35,80.35,0.05K,-0.93%,,
03/07/2017,79.25,79.25,79.25,79.25,0.10K,-1.18%,,
03/08/2017,78.65,78.65,78.65,78.65,0.13K,-0.76%,,
03/09/2017,78.2,78.2,78.2,78.2,0.22K,-0.57%,,
03/10/2017,78.75,78.75,78.75,78.75,0.11K,0.70%,,
03/13/2017,81.1,81.1,81.1,81.1,0.06K,2.98%,,
03/14/2017,80.9,80.9,80.9,80.9,0.02K,-0.25%,,
03/15/2017,81.65,81.75,81.75,81.7,0.03K,0.93%,,
03/16/2017,81.1,81.35,81.35,81.25,0.02K,-0.67%,,
03/17/2017,81.3,81.3,81.3,81.3,0.09K,0.25%,,
03/20/2017,80.9,80.9,80.9,80.9,0.04K,-0.49%,,
03/21/2017,80.55,80.55,80.55,80.55,0.01K,-0.43%,,
03/22/2017,80.4,80.4,80.4,80.4,0.04K,-0.19%,,
03/23/2017,80.95,80.95,80.95,80.95,0.02K,0.68%,,
03/24/2017,80.95,80.95,80.95,80.95,0.01K,0.00%,,
03/27/2017,80.95,80.95,80.95,80.95,0.03K,0.00%,,
03/28/2017,80.75,80.75,80.75,80.75,0.03K,-0.25%,,
03/29/2017,80.75,80.75,80.75,80.75,0.04K,0.00%,,
03/30/2017,80.7,80.7,80.7,80.7,0.04K,-0.06%,,
03/31/2017,80.75,80.75,80.75,80.75,0.03K,0.06%,,
04/03/2017,89.5,89.5,89.5,89.5,0.22K,10.84%,,
04/04/2017,89.75,90.4,90.4,90.4,0.24K,0.28%,,
04/05/2017,89.45,89.45,89.45,89.45,0.18K,-0.33%,,
04/06/2017,89.65,89.65,89.65,89.65,0.25K,0.22%,,
04/07/2017,88.2,88.2,88.2,88.2,0.19K,-1.62%,,
04/10/2017,86.75,86.75,86.75,86.75,0.16K,-1.64%,,
04/11/2017,84.85,84.85,84.85,84.85,0.13K,-2.19%,,
04/12/2017,84.55,84.55,84.55,84.55,0.04K,-0.35%,,
04/13/2017,84.15,84.15,84.15,84.15,0.03K,-0.47%,,
04/17/2017,84.15,84.15,84.15,84.15,,0.00%,,
04/18/2017,84.35,84.35,84.35,84.35,0.01K,0.24%,,
04/19/2017,84.1,84.1,84.1,84.1,0.03K,-0.30%,,
04/20/2017,84.15,84.15,84.15,84.15,0.01K,0.06%,,
04/21/2017,84.2,84.2,84.2,84.2,0.02K,0.06%,,
04/24/2017,83.9,83.9,83.9,83.9,0.01K,-0.36%,,
04/25/2017,83.85,83.85,83.85,83.85,0.05K,-0.06%,,
04/26/2017,83.8,83.8,83.8,83.8,0.02K,-0.06%,,
04/27/2017,84.8,84.8,84.8,84.8,0.04K,1.19%,,
04/28/2017,83.55,83.55,83.55,83.55,0.04K,-1.47%,,
05/01/2017,79.4,79.4,79.4,79.4,,-4.97%,,
05/02/2017,79.0,79.0,79.0,79.0,0.02K,-0.50%,,
05/03/2017,78.0,78.0,78.0,78.0,0.07K,-1.27%,,
05/04/2017,78.0,78.0,78.0,78.0,0.12K,0.00%,,
05/05/2017,78.0,78.0,78.0,78.0,0.17K,0.00%,,
05/08/2017,74.2,74.2,74.2,74.2,0.04K,-4.87%,,
05/09/2017,73.85,73.85,73.85,73.85,0.01K,-0.47%,,
05/10/2017,74.1,74.1,74.1,74.1,0.12K,0.34%,,
05/11/2017,73.3,73.6,73.6,73.6,0.01K,-1.08%,,
05/12/2017,73.6,73.6,73.6,73.6,0.05K,0.41%,,
05/15/2017,73.3,73.3,73.3,73.3,0.03K,-0.41%,,
05/16/2017,73.25,73.25,73.25,73.25,0.06K,-0.07%,,
05/17/2017,73.8,73.8,73.8,73.8,0.02K,0.75%,,
05/18/2017,74.05,74.05,74.05,74.05,0.10K,0.34%,,
05/19/2017,74.25,74.25,74.25,74.25,0.03K,0.27%,,
05/22/2017,74.8,74.65,74.65,74.65,0.03K,0.74%,,
