driver,ticker,event_date,driver_change_pct,buy_date,sell_date,buy_price,sell_price,capital,shares,return_pct,profit_rp,ending_value
GOLD,PSAB.JK,2019-06-06,5.03,2019-06-06,2019-06-21,181.0,238.0,1000000,5524.86,31.49,314917.0,1314917.0
GOLD,PSAB.JK,2019-08-07,5.94,2019-08-07,2019-08-21,248.0,270.0,1000000,4032.26,8.87,88710.0,1088710.0
GOLD,PSAB.JK,2020-01-03,5.2,2020-01-03,2020-01-17,290.0,286.0,1000000,3448.28,-1.38,-13793.0,986207.0
GOLD,PSAB.JK,2020-02-21,5.08,2020-02-21,2020-03-06,262.0,220.0,1000000,3816.79,-16.03,-160305.0,839695.0
GOLD,PSAB.JK,2020-03-27,7.14,2020-03-27,2020-04-13,204.0,204.0,1000000,4901.96,0.0,0.0,1000000.0
GOLD,PSAB.JK,2020-07-24,5.51,2020-07-24,2020-08-10,226.0,270.0,1000000,4424.78,19.47,194690.0,1194690.0
GOLD,PSAB.JK,2021-05-18,5.18,2021-05-18,2021-06-03,204.0,198.0,1000000,4901.96,-2.94,-29412.0,970588.0
GOLD,PSAB.JK,2021-11-17,6.02,2021-11-17,2021-12-01,152.0,150.0,1000000,6578.95,-1.32,-13158.0,986842.0
GOLD,PSAB.JK,2022-02-17,5.42,2022-02-17,2022-03-07,137.0,150.0,1000000,7299.27,9.49,94891.0,1094891.0
GOLD,PSAB.JK,2022-11-10,5.4,2022-11-10,2022-11-24,114.0,116.0,1000000,8771.93,1.75,17544.0,1017544.0
GOLD,PSAB.JK,2023-01-13,5.44,2023-01-13,2023-01-30,124.0,122.0,1000000,8064.52,-1.61,-16129.0,983871.0
GOLD,PSAB.JK,2023-03-13,5.21,2023-03-13,2023-03-29,98.0,99.0,1000000,10204.08,1.02,10204.0,1010204.0
GOLD,PSAB.JK,2023-10-17,5.38,2023-10-17,2023-10-31,85.0,88.0,1000000,11764.71,3.53,35294.0,1035294.0
GOLD,PSAB.JK,2023-12-27,5.26,2023-12-27,2024-01-11,90.0,90.0,1000000,11111.11,0.0,0.0,1000000.0
GOLD,PSAB.JK,2024-03-04,5.28,2024-03-04,2024-03-20,179.0,200.0,1000000,5586.59,11.73,117318.0,1117318.0
GOLD,PSAB.JK,2024-07-11,5.04,2024-07-11,2024-07-25,191.0,206.0,1000000,5235.6,7.85,78534.0,1078534.0
GOLD,PSAB.JK,2024-08-20,5.11,2024-08-20,2024-09-03,238.0,230.0,1000000,4201.68,-3.36,-33613.0,966387.0
GOLD,PSAB.JK,2024-09-20,5.07,2024-09-20,2024-10-04,262.0,282.0,1000000,3816.79,7.63,76336.0,1076336.0
GOLD,PSAB.JK,2025-02-10,6.46,2025-02-10,2025-02-24,250.0,290.0,1000000,4000.0,16.0,160000.0,1160000.0
GOLD,PSAB.JK,2025-03-14,5.56,2025-03-14,2025-04-08,240.0,230.0,1000000,4166.67,-4.17,-41667.0,958333.0
GOLD,PSAB.JK,2025-04-16,5.95,2025-04-16,2025-05-02,320.0,294.0,1000000,3125.0,-8.12,-81250.0,918750.0
GOLD,PSAB.JK,2025-06-02,5.93,2025-06-02,2025-06-18,390.0,500.0,1000000,2564.1,28.21,282051.0,1282051.0
GOLD,PSAB.JK,2025-09-02,6.53,2025-09-02,2025-09-17,600.0,540.0,1000000,1666.67,-10.0,-100000.0,900000.0
GOLD,PSAB.JK,2025-11-12,5.54,2025-11-12,2025-11-26,570.0,540.0,1000000,1754.39,-5.26,-52632.0,947368.0
GOLD,PSAB.JK,2025-12-22,6.15,2025-12-22,2026-01-09,575.0,600.0,1000000,1739.13,4.35,43478.0,1043478.0
GOLD,PSAB.JK,2026-04-07,5.74,2026-04-07,2026-04-21,505.0,575.0,1000000,1980.2,13.86,138614.0,1138614.0
