driver,ticker,lookback,threshold,holding,event_date,driver_change_pct,buy_date,sell_date,buy_price,sell_price,capital,shares,buy_mode,return_pct,profit_rp,ending_value
GOLD,HRTA.JK,1,0.5,1,2026-01-05,2.84,2026-01-06,2026-01-07,2250.0,2220.0,1000000,444.44,NEXT_DAY,-1.33,-13333.0,986667.0
GOLD,HRTA.JK,1,0.5,1,2026-01-26,2.08,2026-01-27,2026-01-28,2410.0,2400.0,1000000,414.94,NEXT_DAY,-0.41,-4149.0,995851.0
GOLD,HRTA.JK,1,0.5,1,2026-02-18,2.12,2026-02-19,2026-02-20,2700.0,2750.0,1000000,370.37,NEXT_DAY,1.85,18519.0,1018519.0
GOLD,HRTA.JK,1,0.5,1,2026-03-25,3.42,2026-03-26,2026-03-27,2350.0,2390.0,1000000,425.53,NEXT_DAY,1.7,17021.0,1017021.0
GOLD,HRTA.JK,1,0.5,1,2026-04-17,1.51,2026-04-20,2026-04-21,2880.0,2970.0,1000000,347.22,NEXT_DAY,3.12,31250.0,1031250.0
GOLD,HRTA.JK,1,0.5,1,2026-05-20,0.55,2026-05-21,2026-05-22,2130.0,2330.0,1000000,469.48,NEXT_DAY,9.39,93897.0,1093897.0
GOLD,HRTA.JK,1,0.5,1,2026-06-12,3.05,2026-06-15,2026-06-17,2170.0,2250.0,1000000,460.83,NEXT_DAY,3.69,36866.0,1036866.0
GOLD,MDKA.JK,1,0.5,1,2026-01-05,2.84,2026-01-06,2026-01-07,2700.0,2720.0,1000000,370.37,NEXT_DAY,0.74,7407.0,1007407.0
GOLD,MDKA.JK,1,0.5,1,2026-01-26,2.08,2026-01-27,2026-01-28,3210.0,3240.0,1000000,311.53,NEXT_DAY,0.93,9346.0,1009346.0
GOLD,MDKA.JK,1,0.5,1,2026-02-18,2.12,2026-02-19,2026-02-20,3530.0,3590.0,1000000,283.29,NEXT_DAY,1.7,16997.0,1016997.0
GOLD,MDKA.JK,1,0.5,1,2026-03-25,3.42,2026-03-26,2026-03-27,3240.0,3230.0,1000000,308.64,NEXT_DAY,-0.31,-3086.0,996914.0
GOLD,MDKA.JK,1,0.5,1,2026-04-17,1.51,2026-04-20,2026-04-21,3350.0,3370.0,1000000,298.51,NEXT_DAY,0.6,5970.0,1005970.0
GOLD,MDKA.JK,1,0.5,1,2026-05-20,0.55,2026-05-21,2026-05-22,2180.0,2720.0,1000000,458.72,NEXT_DAY,24.77,247706.0,1247706.0
GOLD,MDKA.JK,1,0.5,1,2026-06-12,3.05,2026-06-15,2026-06-17,2740.0,2730.0,1000000,364.96,NEXT_DAY,-0.36,-3650.0,996350.0
GOLD,ANTM.JK,1,0.5,1,2026-01-05,2.84,2026-01-06,2026-01-07,3450.0,3850.0,1000000,289.86,NEXT_DAY,11.59,115942.0,1115942.0
GOLD,ANTM.JK,1,0.5,1,2026-01-26,2.08,2026-01-27,2026-01-28,4610.0,4420.0,1000000,216.92,NEXT_DAY,-4.12,-41215.0,958785.0
GOLD,ANTM.JK,1,0.5,1,2026-02-18,2.12,2026-02-19,2026-02-20,4230.0,4220.0,1000000,236.41,NEXT_DAY,-0.24,-2364.0,997636.0
GOLD,ANTM.JK,1,0.5,1,2026-03-25,3.42,2026-03-26,2026-03-27,3430.0,3500.0,1000000,291.55,NEXT_DAY,2.04,20408.0,1020408.0
GOLD,ANTM.JK,1,0.5,1,2026-04-17,1.51,2026-04-20,2026-04-21,4010.0,4030.0,1000000,249.38,NEXT_DAY,0.5,4988.0,1004988.0
GOLD,ANTM.JK,1,0.5,1,2026-05-20,0.55,2026-05-21,2026-05-22,2970.0,3090.0,1000000,336.7,NEXT_DAY,4.04,40404.0,1040404.0
GOLD,ANTM.JK,1,0.5,1,2026-06-12,3.05,2026-06-15,2026-06-17,3130.0,3160.0,1000000,319.49,NEXT_DAY,0.96,9585.0,1009585.0
GOLD,BRMS.JK,1,0.5,1,2026-01-05,2.84,2026-01-06,2026-01-07,1285.0,1230.0,1000000,778.21,NEXT_DAY,-4.28,-42802.0,957198.0
GOLD,BRMS.JK,1,0.5,1,2026-01-26,2.08,2026-01-27,2026-01-28,1295.0,1105.0,1000000,772.2,NEXT_DAY,-14.67,-146718.0,853282.0
GOLD,BRMS.JK,1,0.5,1,2026-02-18,2.12,2026-02-19,2026-02-20,1055.0,1060.0,1000000,947.87,NEXT_DAY,0.47,4739.0,1004739.0
GOLD,BRMS.JK,1,0.5,1,2026-03-25,3.42,2026-03-26,2026-03-27,710.0,710.0,1000000,1408.45,NEXT_DAY,0.0,0.0,1000000.0
GOLD,BRMS.JK,1,0.5,1,2026-04-17,1.51,2026-04-20,2026-04-21,905.0,900.0,1000000,1104.97,NEXT_DAY,-0.55,-5525.0,994475.0
GOLD,BRMS.JK,1,0.5,1,2026-05-20,0.55,2026-05-21,2026-05-22,565.0,630.0,1000000,1769.91,NEXT_DAY,11.5,115044.0,1115044.0
GOLD,BRMS.JK,1,0.5,1,2026-06-12,3.05,2026-06-15,2026-06-17,660.0,665.0,1000000,1515.15,NEXT_DAY,0.76,7576.0,1007576.0
GOLD,PSAB.JK,1,0.5,1,2026-01-05,2.84,2026-01-06,2026-01-07,600.0,610.0,1000000,1666.67,NEXT_DAY,1.67,16667.0,1016667.0
GOLD,PSAB.JK,1,0.5,1,2026-01-26,2.08,2026-01-27,2026-01-28,625.0,600.0,1000000,1600.0,NEXT_DAY,-4.0,-40000.0,960000.0
GOLD,PSAB.JK,1,0.5,1,2026-02-18,2.12,2026-02-19,2026-02-20,560.0,565.0,1000000,1785.71,NEXT_DAY,0.89,8929.0,1008929.0
GOLD,PSAB.JK,1,0.5,1,2026-03-25,3.42,2026-03-26,2026-03-27,480.0,476.0,1000000,2083.33,NEXT_DAY,-0.83,-8333.0,991667.0
GOLD,PSAB.JK,1,0.5,1,2026-04-17,1.51,2026-04-20,2026-04-21,555.0,575.0,1000000,1801.8,NEXT_DAY,3.6,36036.0,1036036.0
GOLD,PSAB.JK,1,0.5,1,2026-05-20,0.55,2026-05-21,2026-05-22,372.0,426.0,1000000,2688.17,NEXT_DAY,14.52,145161.0,1145161.0
GOLD,PSAB.JK,1,0.5,1,2026-06-12,3.05,2026-06-15,2026-06-17,468.0,448.0,1000000,2136.75,NEXT_DAY,-4.27,-42735.0,957265.0
GOLD,HRTA.JK,1,0.5,2,2026-01-05,2.84,2026-01-06,2026-01-08,2250.0,2220.0,1000000,444.44,NEXT_DAY,-1.33,-13333.0,986667.0
GOLD,HRTA.JK,1,0.5,2,2026-01-26,2.08,2026-01-27,2026-01-29,2410.0,2330.0,1000000,414.94,NEXT_DAY,-3.32,-33195.0,966805.0
GOLD,HRTA.JK,1,0.5,2,2026-02-18,2.12,2026-02-19,2026-02-23,2700.0,2850.0,1000000,370.37,NEXT_DAY,5.56,55556.0,1055556.0
GOLD,HRTA.JK,1,0.5,2,2026-03-25,3.42,2026-03-26,2026-03-30,2350.0,2200.0,1000000,425.53,NEXT_DAY,-6.38,-63830.0,936170.0
GOLD,HRTA.JK,1,0.5,2,2026-04-17,1.51,2026-04-20,2026-04-22,2880.0,3040.0,1000000,347.22,NEXT_DAY,5.56,55556.0,1055556.0
GOLD,HRTA.JK,1,0.5,2,2026-05-20,0.55,2026-05-21,2026-05-25,2130.0,2410.0,1000000,469.48,NEXT_DAY,13.15,131455.0,1131455.0
GOLD,HRTA.JK,1,0.5,2,2026-06-12,3.05,2026-06-15,2026-06-18,2170.0,2170.0,1000000,460.83,NEXT_DAY,0.0,0.0,1000000.0
GOLD,MDKA.JK,1,0.5,2,2026-01-05,2.84,2026-01-06,2026-01-08,2700.0,2560.0,1000000,370.37,NEXT_DAY,-5.19,-51852.0,948148.0
GOLD,MDKA.JK,1,0.5,2,2026-01-26,2.08,2026-01-27,2026-01-29,3210.0,3170.0,1000000,311.53,NEXT_DAY,-1.25,-12461.0,987539.0
GOLD,MDKA.JK,1,0.5,2,2026-02-18,2.12,2026-02-19,2026-02-23,3530.0,3740.0,1000000,283.29,NEXT_DAY,5.95,59490.0,1059490.0
GOLD,MDKA.JK,1,0.5,2,2026-03-25,3.42,2026-03-26,2026-03-30,3240.0,3100.0,1000000,308.64,NEXT_DAY,-4.32,-43210.0,956790.0
GOLD,MDKA.JK,1,0.5,2,2026-04-17,1.51,2026-04-20,2026-04-22,3350.0,3400.0,1000000,298.51,NEXT_DAY,1.49,14925.0,1014925.0
GOLD,MDKA.JK,1,0.5,2,2026-05-20,0.55,2026-05-21,2026-05-25,2180.0,2850.0,1000000,458.72,NEXT_DAY,30.73,307339.0,1307339.0
GOLD,MDKA.JK,1,0.5,2,2026-06-12,3.05,2026-06-15,2026-06-18,2740.0,2860.0,1000000,364.96,NEXT_DAY,4.38,43796.0,1043796.0
GOLD,ANTM.JK,1,0.5,2,2026-01-05,2.84,2026-01-06,2026-01-08,3450.0,3490.0,1000000,289.86,NEXT_DAY,1.16,11594.0,1011594.0
GOLD,ANTM.JK,1,0.5,2,2026-01-26,2.08,2026-01-27,2026-01-29,4610.0,4320.0,1000000,216.92,NEXT_DAY,-6.29,-62907.0,937093.0
GOLD,ANTM.JK,1,0.5,2,2026-02-18,2.12,2026-02-19,2026-02-23,4230.0,4390.0,1000000,236.41,NEXT_DAY,3.78,37825.0,1037825.0
GOLD,ANTM.JK,1,0.5,2,2026-03-25,3.42,2026-03-26,2026-03-30,3430.0,3500.0,1000000,291.55,NEXT_DAY,2.04,20408.0,1020408.0
GOLD,ANTM.JK,1,0.5,2,2026-04-17,1.51,2026-04-20,2026-04-22,4010.0,4100.0,1000000,249.38,NEXT_DAY,2.24,22444.0,1022444.0
GOLD,ANTM.JK,1,0.5,2,2026-05-20,0.55,2026-05-21,2026-05-25,2970.0,3070.0,1000000,336.7,NEXT_DAY,3.37,33670.0,1033670.0
GOLD,ANTM.JK,1,0.5,2,2026-06-12,3.05,2026-06-15,2026-06-18,3130.0,3170.0,1000000,319.49,NEXT_DAY,1.28,12780.0,1012780.0
GOLD,BRMS.JK,1,0.5,2,2026-01-05,2.84,2026-01-06,2026-01-08,1285.0,1205.0,1000000,778.21,NEXT_DAY,-6.23,-62257.0,937743.0
GOLD,BRMS.JK,1,0.5,2,2026-01-26,2.08,2026-01-27,2026-01-29,1295.0,1070.0,1000000,772.2,NEXT_DAY,-17.37,-173745.0,826255.0
GOLD,BRMS.JK,1,0.5,2,2026-02-18,2.12,2026-02-19,2026-02-23,1055.0,1060.0,1000000,947.87,NEXT_DAY,0.47,4739.0,1004739.0
GOLD,BRMS.JK,1,0.5,2,2026-03-25,3.42,2026-03-26,2026-03-30,710.0,765.0,1000000,1408.45,NEXT_DAY,7.75,77465.0,1077465.0
GOLD,BRMS.JK,1,0.5,2,2026-04-17,1.51,2026-04-20,2026-04-22,905.0,905.0,1000000,1104.97,NEXT_DAY,0.0,0.0,1000000.0
GOLD,BRMS.JK,1,0.5,2,2026-05-20,0.55,2026-05-21,2026-05-25,565.0,605.0,1000000,1769.91,NEXT_DAY,7.08,70796.0,1070796.0
GOLD,BRMS.JK,1,0.5,2,2026-06-12,3.05,2026-06-15,2026-06-18,660.0,670.0,1000000,1515.15,NEXT_DAY,1.52,15152.0,1015152.0
GOLD,PSAB.JK,1,0.5,2,2026-01-05,2.84,2026-01-06,2026-01-08,600.0,580.0,1000000,1666.67,NEXT_DAY,-3.33,-33333.0,966667.0
GOLD,PSAB.JK,1,0.5,2,2026-01-26,2.08,2026-01-27,2026-01-29,625.0,595.0,1000000,1600.0,NEXT_DAY,-4.8,-48000.0,952000.0
GOLD,PSAB.JK,1,0.5,2,2026-02-18,2.12,2026-02-19,2026-02-23,560.0,570.0,1000000,1785.71,NEXT_DAY,1.79,17857.0,1017857.0
GOLD,PSAB.JK,1,0.5,2,2026-03-25,3.42,2026-03-26,2026-03-30,480.0,466.0,1000000,2083.33,NEXT_DAY,-2.92,-29167.0,970833.0
GOLD,PSAB.JK,1,0.5,2,2026-04-17,1.51,2026-04-20,2026-04-22,555.0,575.0,1000000,1801.8,NEXT_DAY,3.6,36036.0,1036036.0
GOLD,PSAB.JK,1,0.5,2,2026-05-20,0.55,2026-05-21,2026-05-25,372.0,446.0,1000000,2688.17,NEXT_DAY,19.89,198925.0,1198925.0
GOLD,PSAB.JK,1,0.5,2,2026-06-12,3.05,2026-06-15,2026-06-18,468.0,448.0,1000000,2136.75,NEXT_DAY,-4.27,-42735.0,957265.0
GOLD,HRTA.JK,1,0.5,3,2026-01-05,2.84,2026-01-06,2026-01-09,2250.0,2380.0,1000000,444.44,NEXT_DAY,5.78,57778.0,1057778.0
GOLD,HRTA.JK,1,0.5,3,2026-01-26,2.08,2026-01-27,2026-01-30,2410.0,2230.0,1000000,414.94,NEXT_DAY,-7.47,-74689.0,925311.0
GOLD,HRTA.JK,1,0.5,3,2026-02-18,2.12,2026-02-19,2026-02-24,2700.0,2830.0,1000000,370.37,NEXT_DAY,4.81,48148.0,1048148.0
GOLD,HRTA.JK,1,0.5,3,2026-03-25,3.42,2026-03-26,2026-03-31,2350.0,2180.0,1000000,425.53,NEXT_DAY,-7.23,-72340.0,927660.0
GOLD,HRTA.JK,1,0.5,3,2026-04-17,1.51,2026-04-20,2026-04-23,2880.0,3010.0,1000000,347.22,NEXT_DAY,4.51,45139.0,1045139.0
GOLD,HRTA.JK,1,0.5,3,2026-05-20,0.55,2026-05-21,2026-05-26,2130.0,2370.0,1000000,469.48,NEXT_DAY,11.27,112676.0,1112676.0
GOLD,HRTA.JK,1,0.5,3,2026-06-12,3.05,2026-06-15,2026-06-19,2170.0,2120.0,1000000,460.83,NEXT_DAY,-2.3,-23041.0,976959.0
GOLD,MDKA.JK,1,0.5,3,2026-01-05,2.84,2026-01-06,2026-01-09,2700.0,2700.0,1000000,370.37,NEXT_DAY,0.0,0.0,1000000.0
GOLD,MDKA.JK,1,0.5,3,2026-01-26,2.08,2026-01-27,2026-01-30,3210.0,3210.0,1000000,311.53,NEXT_DAY,0.0,0.0,1000000.0
GOLD,MDKA.JK,1,0.5,3,2026-02-18,2.12,2026-02-19,2026-02-24,3530.0,3790.0,1000000,283.29,NEXT_DAY,7.37,73654.0,1073654.0
GOLD,MDKA.JK,1,0.5,3,2026-03-25,3.42,2026-03-26,2026-03-31,3240.0,3140.0,1000000,308.64,NEXT_DAY,-3.09,-30864.0,969136.0
GOLD,MDKA.JK,1,0.5,3,2026-04-17,1.51,2026-04-20,2026-04-23,3350.0,3380.0,1000000,298.51,NEXT_DAY,0.9,8955.0,1008955.0
GOLD,MDKA.JK,1,0.5,3,2026-05-20,0.55,2026-05-21,2026-05-26,2180.0,2720.0,1000000,458.72,NEXT_DAY,24.77,247706.0,1247706.0
GOLD,MDKA.JK,1,0.5,3,2026-06-12,3.05,2026-06-15,2026-06-19,2740.0,2930.0,1000000,364.96,NEXT_DAY,6.93,69343.0,1069343.0
GOLD,ANTM.JK,1,0.5,3,2026-01-05,2.84,2026-01-06,2026-01-09,3450.0,3630.0,1000000,289.86,NEXT_DAY,5.22,52174.0,1052174.0
GOLD,ANTM.JK,1,0.5,3,2026-01-26,2.08,2026-01-27,2026-01-30,4610.0,4210.0,1000000,216.92,NEXT_DAY,-8.68,-86768.0,913232.0
GOLD,ANTM.JK,1,0.5,3,2026-02-18,2.12,2026-02-19,2026-02-24,4230.0,4380.0,1000000,236.41,NEXT_DAY,3.55,35461.0,1035461.0
GOLD,ANTM.JK,1,0.5,3,2026-03-25,3.42,2026-03-26,2026-03-31,3430.0,3500.0,1000000,291.55,NEXT_DAY,2.04,20408.0,1020408.0
GOLD,ANTM.JK,1,0.5,3,2026-04-17,1.51,2026-04-20,2026-04-23,4010.0,4020.0,1000000,249.38,NEXT_DAY,0.25,2494.0,1002494.0
GOLD,ANTM.JK,1,0.5,3,2026-05-20,0.55,2026-05-21,2026-05-26,2970.0,2960.0,1000000,336.7,NEXT_DAY,-0.34,-3367.0,996633.0
GOLD,ANTM.JK,1,0.5,3,2026-06-12,3.05,2026-06-15,2026-06-19,3130.0,3080.0,1000000,319.49,NEXT_DAY,-1.6,-15974.0,984026.0
GOLD,BRMS.JK,1,0.5,3,2026-01-05,2.84,2026-01-06,2026-01-09,1285.0,1230.0,1000000,778.21,NEXT_DAY,-4.28,-42802.0,957198.0
GOLD,BRMS.JK,1,0.5,3,2026-01-26,2.08,2026-01-27,2026-01-30,1295.0,1080.0,1000000,772.2,NEXT_DAY,-16.6,-166023.0,833977.0
GOLD,BRMS.JK,1,0.5,3,2026-02-18,2.12,2026-02-19,2026-02-24,1055.0,1010.0,1000000,947.87,NEXT_DAY,-4.27,-42654.0,957346.0
GOLD,BRMS.JK,1,0.5,3,2026-03-25,3.42,2026-03-26,2026-03-31,710.0,730.0,1000000,1408.45,NEXT_DAY,2.82,28169.0,1028169.0
GOLD,BRMS.JK,1,0.5,3,2026-04-17,1.51,2026-04-20,2026-04-23,905.0,865.0,1000000,1104.97,NEXT_DAY,-4.42,-44199.0,955801.0
GOLD,BRMS.JK,1,0.5,3,2026-05-20,0.55,2026-05-21,2026-05-26,565.0,605.0,1000000,1769.91,NEXT_DAY,7.08,70796.0,1070796.0
GOLD,BRMS.JK,1,0.5,3,2026-06-12,3.05,2026-06-15,2026-06-19,660.0,660.0,1000000,1515.15,NEXT_DAY,0.0,0.0,1000000.0
GOLD,PSAB.JK,1,0.5,3,2026-01-05,2.84,2026-01-06,2026-01-09,600.0,600.0,1000000,1666.67,NEXT_DAY,0.0,0.0,1000000.0
GOLD,PSAB.JK,1,0.5,3,2026-01-26,2.08,2026-01-27,2026-01-30,625.0,550.0,1000000,1600.0,NEXT_DAY,-12.0,-120000.0,880000.0
GOLD,PSAB.JK,1,0.5,3,2026-02-18,2.12,2026-02-19,2026-02-24,560.0,555.0,1000000,1785.71,NEXT_DAY,-0.89,-8929.0,991071.0
GOLD,PSAB.JK,1,0.5,3,2026-03-25,3.42,2026-03-26,2026-03-31,480.0,460.0,1000000,2083.33,NEXT_DAY,-4.17,-41667.0,958333.0
GOLD,PSAB.JK,1,0.5,3,2026-04-17,1.51,2026-04-20,2026-04-23,555.0,550.0,1000000,1801.8,NEXT_DAY,-0.9,-9009.0,990991.0
GOLD,PSAB.JK,1,0.5,3,2026-05-20,0.55,2026-05-21,2026-05-26,372.0,468.0,1000000,2688.17,NEXT_DAY,25.81,258065.0,1258065.0
GOLD,PSAB.JK,1,0.5,3,2026-06-12,3.05,2026-06-15,2026-06-19,468.0,440.0,1000000,2136.75,NEXT_DAY,-5.98,-59829.0,940171.0
GOLD,HRTA.JK,1,0.5,5,2026-01-05,2.84,2026-01-06,2026-01-13,2250.0,2580.0,1000000,444.44,NEXT_DAY,14.67,146667.0,1146667.0
GOLD,HRTA.JK,1,0.5,5,2026-01-26,2.08,2026-01-27,2026-02-03,2410.0,2160.0,1000000,414.94,NEXT_DAY,-10.37,-103734.0,896266.0
GOLD,HRTA.JK,1,0.5,5,2026-02-18,2.12,2026-02-19,2026-02-26,2700.0,3200.0,1000000,370.37,NEXT_DAY,18.52,185185.0,1185185.0
GOLD,HRTA.JK,1,0.5,5,2026-03-25,3.42,2026-03-26,2026-04-02,2350.0,2340.0,1000000,425.53,NEXT_DAY,-0.43,-4255.0,995745.0
GOLD,HRTA.JK,1,0.5,5,2026-04-17,1.51,2026-04-20,2026-04-27,2880.0,2900.0,1000000,347.22,NEXT_DAY,0.69,6944.0,1006944.0
GOLD,HRTA.JK,1,0.5,5,2026-05-20,0.55,2026-05-21,2026-05-28,2130.0,2370.0,1000000,469.48,NEXT_DAY,11.27,112676.0,1112676.0
GOLD,HRTA.JK,1,0.5,5,2026-06-12,3.05,2026-06-15,2026-06-23,2170.0,2050.0,1000000,460.83,NEXT_DAY,-5.53,-55300.0,944700.0
GOLD,MDKA.JK,1,0.5,5,2026-01-05,2.84,2026-01-06,2026-01-13,2700.0,3120.0,1000000,370.37,NEXT_DAY,15.56,155556.0,1155556.0
GOLD,MDKA.JK,1,0.5,5,2026-01-26,2.08,2026-01-27,2026-02-03,3210.0,2950.0,1000000,311.53,NEXT_DAY,-8.1,-80997.0,919003.0
GOLD,MDKA.JK,1,0.5,5,2026-02-18,2.12,2026-02-19,2026-02-26,3530.0,3640.0,1000000,283.29,NEXT_DAY,3.12,31161.0,1031161.0
GOLD,MDKA.JK,1,0.5,5,2026-03-25,3.42,2026-03-26,2026-04-02,3240.0,3260.0,1000000,308.64,NEXT_DAY,0.62,6173.0,1006173.0
GOLD,MDKA.JK,1,0.5,5,2026-04-17,1.51,2026-04-20,2026-04-27,3350.0,3470.0,1000000,298.51,NEXT_DAY,3.58,35821.0,1035821.0
GOLD,MDKA.JK,1,0.5,5,2026-05-20,0.55,2026-05-21,2026-05-28,2180.0,2720.0,1000000,458.72,NEXT_DAY,24.77,247706.0,1247706.0
GOLD,MDKA.JK,1,0.5,5,2026-06-12,3.05,2026-06-15,2026-06-23,2740.0,2840.0,1000000,364.96,NEXT_DAY,3.65,36496.0,1036496.0
GOLD,ANTM.JK,1,0.5,5,2026-01-05,2.84,2026-01-06,2026-01-13,3450.0,3880.0,1000000,289.86,NEXT_DAY,12.46,124638.0,1124638.0
GOLD,ANTM.JK,1,0.5,5,2026-01-26,2.08,2026-01-27,2026-02-03,4610.0,3930.0,1000000,216.92,NEXT_DAY,-14.75,-147505.0,852495.0
GOLD,ANTM.JK,1,0.5,5,2026-02-18,2.12,2026-02-19,2026-02-26,4230.0,4330.0,1000000,236.41,NEXT_DAY,2.36,23641.0,1023641.0
GOLD,ANTM.JK,1,0.5,5,2026-03-25,3.42,2026-03-26,2026-04-02,3430.0,3640.0,1000000,291.55,NEXT_DAY,6.12,61224.0,1061224.0
GOLD,ANTM.JK,1,0.5,5,2026-04-17,1.51,2026-04-20,2026-04-27,4010.0,4120.0,1000000,249.38,NEXT_DAY,2.74,27431.0,1027431.0
GOLD,ANTM.JK,1,0.5,5,2026-05-20,0.55,2026-05-21,2026-05-28,2970.0,2960.0,1000000,336.7,NEXT_DAY,-0.34,-3367.0,996633.0
GOLD,ANTM.JK,1,0.5,5,2026-06-12,3.05,2026-06-15,2026-06-23,3130.0,2870.0,1000000,319.49,NEXT_DAY,-8.31,-83067.0,916933.0
GOLD,BRMS.JK,1,0.5,5,2026-01-05,2.84,2026-01-06,2026-01-13,1285.0,1195.0,1000000,778.21,NEXT_DAY,-7.0,-70039.0,929961.0
GOLD,BRMS.JK,1,0.5,5,2026-01-26,2.08,2026-01-27,2026-02-03,1295.0,955.0,1000000,772.2,NEXT_DAY,-26.25,-262548.0,737452.0
GOLD,BRMS.JK,1,0.5,5,2026-02-18,2.12,2026-02-19,2026-02-26,1055.0,960.0,1000000,947.87,NEXT_DAY,-9.0,-90047.0,909953.0
GOLD,BRMS.JK,1,0.5,5,2026-03-25,3.42,2026-03-26,2026-04-02,710.0,735.0,1000000,1408.45,NEXT_DAY,3.52,35211.0,1035211.0
GOLD,BRMS.JK,1,0.5,5,2026-04-17,1.51,2026-04-20,2026-04-27,905.0,820.0,1000000,1104.97,NEXT_DAY,-9.39,-93923.0,906077.0
GOLD,BRMS.JK,1,0.5,5,2026-05-20,0.55,2026-05-21,2026-05-28,565.0,605.0,1000000,1769.91,NEXT_DAY,7.08,70796.0,1070796.0
GOLD,BRMS.JK,1,0.5,5,2026-06-12,3.05,2026-06-15,2026-06-23,660.0,640.0,1000000,1515.15,NEXT_DAY,-3.03,-30303.0,969697.0
GOLD,PSAB.JK,1,0.5,5,2026-01-05,2.84,2026-01-06,2026-01-13,600.0,590.0,1000000,1666.67,NEXT_DAY,-1.67,-16667.0,983333.0
GOLD,PSAB.JK,1,0.5,5,2026-01-26,2.08,2026-01-27,2026-02-03,625.0,510.0,1000000,1600.0,NEXT_DAY,-18.4,-184000.0,816000.0
GOLD,PSAB.JK,1,0.5,5,2026-02-18,2.12,2026-02-19,2026-02-26,560.0,540.0,1000000,1785.71,NEXT_DAY,-3.57,-35714.0,964286.0
GOLD,PSAB.JK,1,0.5,5,2026-03-25,3.42,2026-03-26,2026-04-02,480.0,510.0,1000000,2083.33,NEXT_DAY,6.25,62500.0,1062500.0
GOLD,PSAB.JK,1,0.5,5,2026-04-17,1.51,2026-04-20,2026-04-27,555.0,550.0,1000000,1801.8,NEXT_DAY,-0.9,-9009.0,990991.0
GOLD,PSAB.JK,1,0.5,5,2026-05-20,0.55,2026-05-21,2026-05-28,372.0,468.0,1000000,2688.17,NEXT_DAY,25.81,258065.0,1258065.0
GOLD,PSAB.JK,1,0.5,5,2026-06-12,3.05,2026-06-15,2026-06-23,468.0,422.0,1000000,2136.75,NEXT_DAY,-9.83,-98291.0,901709.0
GOLD,HRTA.JK,1,0.5,10,2026-01-05,2.84,2026-01-06,2026-01-21,2250.0,2550.0,1000000,444.44,NEXT_DAY,13.33,133333.0,1133333.0
GOLD,HRTA.JK,1,0.5,10,2026-01-26,2.08,2026-01-27,2026-02-10,2410.0,2500.0,1000000,414.94,NEXT_DAY,3.73,37344.0,1037344.0
GOLD,HRTA.JK,1,0.5,10,2026-02-18,2.12,2026-02-19,2026-03-05,2700.0,2950.0,1000000,370.37,NEXT_DAY,9.26,92593.0,1092593.0
GOLD,HRTA.JK,1,0.5,10,2026-03-25,3.42,2026-03-26,2026-04-10,2350.0,2530.0,1000000,425.53,NEXT_DAY,7.66,76596.0,1076596.0
GOLD,HRTA.JK,1,0.5,10,2026-04-17,1.51,2026-04-20,2026-05-05,2880.0,2640.0,1000000,347.22,NEXT_DAY,-8.33,-83333.0,916667.0
GOLD,HRTA.JK,1,0.5,10,2026-05-20,0.55,2026-05-21,2026-06-05,2130.0,2240.0,1000000,469.48,NEXT_DAY,5.16,51643.0,1051643.0
GOLD,HRTA.JK,1,0.5,10,2026-06-12,3.05,2026-06-15,2026-06-30,2170.0,1685.0,1000000,460.83,NEXT_DAY,-22.35,-223502.0,776498.0
GOLD,MDKA.JK,1,0.5,10,2026-01-05,2.84,2026-01-06,2026-01-21,2700.0,3310.0,1000000,370.37,NEXT_DAY,22.59,225926.0,1225926.0
GOLD,MDKA.JK,1,0.5,10,2026-01-26,2.08,2026-01-27,2026-02-10,3210.0,3090.0,1000000,311.53,NEXT_DAY,-3.74,-37383.0,962617.0
GOLD,MDKA.JK,1,0.5,10,2026-02-18,2.12,2026-02-19,2026-03-05,3530.0,3620.0,1000000,283.29,NEXT_DAY,2.55,25496.0,1025496.0
GOLD,MDKA.JK,1,0.5,10,2026-03-25,3.42,2026-03-26,2026-04-10,3240.0,3220.0,1000000,308.64,NEXT_DAY,-0.62,-6173.0,993827.0
GOLD,MDKA.JK,1,0.5,10,2026-04-17,1.51,2026-04-20,2026-05-05,3350.0,3100.0,1000000,298.51,NEXT_DAY,-7.46,-74627.0,925373.0
GOLD,MDKA.JK,1,0.5,10,2026-05-20,0.55,2026-05-21,2026-06-05,2180.0,2570.0,1000000,458.72,NEXT_DAY,17.89,178899.0,1178899.0
GOLD,MDKA.JK,1,0.5,10,2026-06-12,3.05,2026-06-15,2026-06-30,2740.0,2420.0,1000000,364.96,NEXT_DAY,-11.68,-116788.0,883212.0
GOLD,ANTM.JK,1,0.5,10,2026-01-05,2.84,2026-01-06,2026-01-21,3450.0,4270.0,1000000,289.86,NEXT_DAY,23.77,237681.0,1237681.0
GOLD,ANTM.JK,1,0.5,10,2026-01-26,2.08,2026-01-27,2026-02-10,4610.0,3890.0,1000000,216.92,NEXT_DAY,-15.62,-156182.0,843818.0
GOLD,ANTM.JK,1,0.5,10,2026-02-18,2.12,2026-02-19,2026-03-05,4230.0,4130.0,1000000,236.41,NEXT_DAY,-2.36,-23641.0,976359.0
GOLD,ANTM.JK,1,0.5,10,2026-03-25,3.42,2026-03-26,2026-04-10,3430.0,3710.0,1000000,291.55,NEXT_DAY,8.16,81633.0,1081633.0
