driver_group,driver_symbol,target_ticker,rule_name,gold_latest_date,gold_latest_value,gold_latest_return_10d_pct,stock_latest_date,stock_latest_close,stock_latest_ret20_pct,high_conf_ret20_max,normal_conf_ret20_max,signal_status,confidence_level,recommended_action,position_size_hint,last_signal_date,last_signal_gold_close,last_signal_gold_return_10d_pct,entry_date,exit_date,cooldown_until_date,entry_close,entry_hrta_ret20_pct,entry_hrta_ret10_pct,entry_rsi,entry_dist_ma20_pct,reason
GOLD,GOLD,HRTA.JK,GOLD 10D >= +5% | Entry NEXT_DAY | Hold 10D | Cooldown 20D,2026-07-01,4043.300048828125,-6.640648825893781,2026-07-01,1665.0,-32.3170731707317,5.0,10.0,EXPIRED_SIGNAL,NO_ACTIVE_SIGNAL,WATCH_ONLY,NO_SIZE,2026-04-07,4657.10009765625,5.744646906064643,2026-04-08,2026-04-21,2026-05-05,2570.0,-16.828478964401295,2.39043824701195,51.555438168770706,1.2209531311540012,Last GOLD-HRTA signal has expired. Wait for a new GOLD 10D >= +5% trigger.
