driver,ticker,lookback,threshold,holding,events,winrate,avg_return,compound,profit_factor,mdd,expectancy,ranking
GOLD,MDKA.JK,10,5.0,10,3,66.67,-0.27,-1.28,0.9,8.1,-0.27,270
GOLD,MDKA.JK,5,0.5,3,7,57.14,-0.22,-2.2,0.89,9.91,-0.22,271
GOLD,MDKA.JK,5,1.0,3,7,57.14,-0.22,-2.2,0.89,9.91,-0.22,272
GOLD,HRTA.JK,1,1.5,3,6,50.0,-0.32,-2.83,0.89,10.03,-0.32,273
GOLD,MDKA.JK,3,1.0,2,6,50.0,-0.55,-6.12,0.89,16.84,-0.55,274
GOLD,MDKA.JK,10,2.0,5,4,50.0,-0.63,-5.88,0.87,20.15,-0.63,275
GOLD,MDKA.JK,10,2.5,5,4,50.0,-0.63,-5.88,0.87,20.15,-0.63,276
GOLD,MDKA.JK,10,3.0,5,4,50.0,-0.63,-5.88,0.87,20.15,-0.63,277
GOLD,HRTA.JK,10,1.5,10,5,40.0,-1.15,-11.98,0.87,19.51,-1.15,278
GOLD,PSAB.JK,10,2.0,1,4,25.0,-0.19,-0.98,0.86,4.67,-0.19,279
GOLD,PSAB.JK,10,2.5,1,4,25.0,-0.19,-0.98,0.86,4.67,-0.19,280
GOLD,PSAB.JK,10,3.0,1,4,25.0,-0.19,-0.98,0.86,4.67,-0.19,281
GOLD,PSAB.JK,10,5.0,1,3,33.33,-0.25,-0.98,0.86,4.67,-0.25,282
GOLD,MDKA.JK,10,2.0,10,4,50.0,-0.3,-1.65,0.86,8.1,-0.3,283
GOLD,MDKA.JK,10,2.5,10,4,50.0,-0.3,-1.65,0.86,8.1,-0.3,284
GOLD,MDKA.JK,10,3.0,10,4,50.0,-0.3,-1.65,0.86,8.1,-0.3,285
GOLD,PSAB.JK,3,1.5,2,6,50.0,-0.56,-6.67,0.86,21.34,-0.56,286
GOLD,PSAB.JK,3,2.0,2,6,50.0,-0.56,-6.67,0.86,21.34,-0.56,287
GOLD,PSAB.JK,5,1.5,5,6,50.0,-0.8,-8.67,0.86,19.72,-0.8,288
GOLD,PSAB.JK,5,2.0,5,6,50.0,-0.8,-8.67,0.86,19.72,-0.8,289
GOLD,PSAB.JK,5,2.5,5,6,50.0,-0.8,-8.67,0.86,19.72,-0.8,290
GOLD,PSAB.JK,3,5.0,1,3,33.33,-0.15,-0.51,0.85,2.86,-0.15,291
GOLD,HRTA.JK,1,2.5,3,6,33.33,-0.59,-5.34,0.85,15.68,-0.59,292
GOLD,MDKA.JK,5,1.5,5,6,66.67,-0.73,-7.64,0.85,24.22,-0.73,293
GOLD,MDKA.JK,5,2.0,5,6,66.67,-0.73,-7.64,0.85,24.22,-0.73,294
GOLD,MDKA.JK,5,2.5,5,6,66.67,-0.73,-7.64,0.85,24.22,-0.73,295
GOLD,PSAB.JK,10,0.5,5,5,40.0,-0.82,-7.87,0.85,22.28,-0.82,296
GOLD,ANTM.JK,3,1.0,2,6,50.0,-0.62,-5.34,0.84,13.74,-0.62,297
GOLD,ANTM.JK,5,0.5,10,7,42.86,-1.31,-16.5,0.84,39.5,-1.31,298
GOLD,ANTM.JK,5,1.0,10,7,42.86,-1.31,-16.5,0.84,39.5,-1.31,299
GOLD,ANTM.JK,5,1.5,10,6,50.0,-1.64,-18.24,0.83,40.76,-1.64,300
GOLD,ANTM.JK,5,2.0,10,6,50.0,-1.64,-18.24,0.83,40.76,-1.64,301
GOLD,ANTM.JK,5,2.5,10,6,50.0,-1.64,-18.24,0.83,40.76,-1.64,302
GOLD,HRTA.JK,5,1.5,2,6,33.33,-0.71,-5.86,0.82,10.8,-0.71,303
GOLD,HRTA.JK,5,2.0,2,6,33.33,-0.71,-5.86,0.82,10.8,-0.71,304
GOLD,HRTA.JK,5,2.5,2,6,33.33,-0.71,-5.86,0.82,10.8,-0.71,305
GOLD,PSAB.JK,10,1.0,5,5,40.0,-1.07,-9.3,0.81,23.48,-1.07,306
GOLD,MDKA.JK,10,1.5,5,5,40.0,-0.87,-6.71,0.8,19.65,-0.87,307
GOLD,PSAB.JK,1,1.0,5,7,28.57,-0.69,-7.57,0.8,22.63,-0.69,308
GOLD,ANTM.JK,5,5.0,3,4,50.0,-0.83,-4.39,0.79,15.32,-0.83,309
GOLD,HRTA.JK,10,1.0,3,5,60.0,-0.92,-6.36,0.79,11.07,-0.92,310
GOLD,ANTM.JK,3,1.0,3,6,50.0,-0.9,-6.9,0.78,16.25,-0.9,311
GOLD,ANTM.JK,3,2.5,5,6,50.0,-1.04,-8.84,0.78,21.45,-1.04,312
GOLD,ANTM.JK,3,3.0,5,6,50.0,-1.04,-8.84,0.78,21.45,-1.04,313
GOLD,HRTA.JK,5,5.0,1,4,50.0,-0.59,-2.93,0.77,9.99,-0.59,314
GOLD,HRTA.JK,10,1.0,10,5,40.0,-1.99,-15.0,0.77,19.51,-1.99,315
GOLD,HRTA.JK,10,0.5,10,5,40.0,-2.06,-15.33,0.77,19.51,-2.06,316
GOLD,ANTM.JK,5,3.0,10,6,50.0,-2.16,-20.52,0.77,42.41,-2.16,317
GOLD,ANTM.JK,1,2.0,2,6,66.67,-0.44,-3.05,0.76,6.29,-0.44,318
GOLD,HRTA.JK,10,1.5,5,5,40.0,-1.29,-9.37,0.76,18.42,-1.29,319
GOLD,ANTM.JK,3,1.5,3,6,33.33,-0.86,-6.31,0.75,15.72,-0.86,320
GOLD,ANTM.JK,3,2.0,3,6,33.33,-0.86,-6.31,0.75,15.72,-0.86,321
GOLD,ANTM.JK,5,0.5,3,7,57.14,-0.77,-6.66,0.75,16.65,-0.77,322
GOLD,ANTM.JK,5,1.0,3,7,57.14,-0.77,-6.66,0.75,16.65,-0.77,323
GOLD,HRTA.JK,5,1.5,5,6,33.33,-1.88,-15.91,0.75,23.06,-1.88,324
GOLD,HRTA.JK,5,2.0,5,6,33.33,-1.88,-15.91,0.75,23.06,-1.88,325
GOLD,HRTA.JK,5,2.5,5,6,33.33,-1.88,-15.91,0.75,23.06,-1.88,326
GOLD,ANTM.JK,1,1.5,10,6,33.33,-1.88,-16.02,0.74,32.14,-1.88,327
GOLD,ANTM.JK,3,1.0,5,6,33.33,-1.12,-8.84,0.73,21.45,-1.12,328
GOLD,HRTA.JK,5,0.5,10,7,28.57,-2.67,-26.55,0.73,36.25,-2.67,329
GOLD,HRTA.JK,5,1.0,10,7,28.57,-2.67,-26.55,0.73,36.25,-2.67,330
GOLD,PSAB.JK,10,5.0,3,3,33.33,-0.85,-2.92,0.72,5.34,-0.85,331
GOLD,PSAB.JK,10,1.5,3,5,60.0,-0.67,-3.88,0.72,6.8,-0.67,332
GOLD,ANTM.JK,3,1.5,5,6,33.33,-1.36,-10.59,0.72,22.96,-1.36,333
GOLD,ANTM.JK,3,2.0,5,6,33.33,-1.36,-10.59,0.72,22.96,-1.36,334
GOLD,MDKA.JK,10,1.5,10,5,40.0,-0.89,-5.23,0.71,10.81,-0.89,335
GOLD,MDKA.JK,5,1.5,2,6,66.67,-1.13,-8.28,0.71,18.93,-1.13,336
GOLD,MDKA.JK,5,2.0,2,6,66.67,-1.13,-8.28,0.71,18.93,-1.13,337
GOLD,MDKA.JK,5,2.5,2,6,66.67,-1.13,-8.28,0.71,18.93,-1.13,338
GOLD,BRMS.JK,1,0.5,2,7,57.14,-0.97,-8.82,0.71,22.52,-0.97,339
GOLD,ANTM.JK,3,0.5,5,7,42.86,-1.26,-11.32,0.71,23.59,-1.26,340
GOLD,HRTA.JK,3,1.5,10,6,50.0,-2.31,-19.4,0.71,36.14,-2.31,341
GOLD,HRTA.JK,3,2.0,10,6,50.0,-2.31,-19.4,0.71,36.14,-2.31,342
GOLD,HRTA.JK,1,2.0,10,6,66.67,-2.36,-20.31,0.71,42.37,-2.36,343
GOLD,PSAB.JK,1,1.0,2,7,42.86,-0.71,-5.43,0.7,9.06,-0.71,344
GOLD,HRTA.JK,10,1.5,3,5,60.0,-1.33,-8.14,0.7,11.07,-1.33,345
GOLD,ANTM.JK,3,1.5,10,6,33.33,-2.59,-20.09,0.69,34.99,-2.59,346
GOLD,ANTM.JK,3,2.0,10,6,33.33,-2.59,-20.09,0.69,34.99,-2.59,347
GOLD,PSAB.JK,1,1.5,1,6,50.0,-0.49,-3.15,0.68,4.74,-0.49,348
GOLD,HRTA.JK,3,1.5,1,6,16.67,-0.56,-3.71,0.68,10.19,-0.56,349
GOLD,HRTA.JK,3,2.0,1,6,16.67,-0.56,-3.71,0.68,10.19,-0.56,350
GOLD,MDKA.JK,10,0.5,5,5,20.0,-1.59,-9.92,0.67,22.42,-1.59,351
GOLD,PSAB.JK,3,0.5,2,8,62.5,-1.54,-15.61,0.67,21.34,-1.54,352
GOLD,MDKA.JK,1,1.0,3,7,28.57,-0.61,-4.7,0.66,11.24,-0.61,353
GOLD,HRTA.JK,10,5.0,3,3,33.33,-1.65,-5.93,0.66,11.07,-1.65,354
GOLD,HRTA.JK,1,2.5,10,6,50.0,-3.0,-23.7,0.66,42.37,-3.0,355
GOLD,MDKA.JK,5,1.5,10,6,50.0,-3.66,-30.03,0.66,49.87,-3.66,356
GOLD,MDKA.JK,5,2.0,10,6,50.0,-3.66,-30.03,0.66,49.87,-3.66,357
GOLD,MDKA.JK,5,2.5,10,6,50.0,-3.66,-30.03,0.66,49.87,-3.66,358
GOLD,PSAB.JK,10,0.5,3,5,40.0,-0.85,-4.62,0.65,6.6,-0.85,359
GOLD,BRMS.JK,1,0.5,1,7,42.86,-0.97,-8.31,0.65,18.39,-0.97,360
GOLD,ANTM.JK,3,2.5,10,6,33.33,-2.92,-21.52,0.65,36.16,-2.92,361
GOLD,ANTM.JK,3,3.0,10,6,33.33,-2.92,-21.52,0.65,36.16,-2.92,362
GOLD,HRTA.JK,5,1.5,10,6,33.33,-4.64,-35.08,0.65,43.66,-4.64,363
GOLD,HRTA.JK,5,2.0,10,6,33.33,-4.64,-35.08,0.65,43.66,-4.64,364
GOLD,HRTA.JK,5,2.5,10,6,33.33,-4.64,-35.08,0.65,43.66,-4.64,365
GOLD,ANTM.JK,1,1.0,3,7,57.14,-0.88,-6.71,0.64,11.34,-0.88,366
GOLD,ANTM.JK,3,2.5,2,6,33.33,-1.05,-7.28,0.64,15.51,-1.05,367
GOLD,ANTM.JK,3,3.0,2,6,33.33,-1.05,-7.28,0.64,15.51,-1.05,368
GOLD,ANTM.JK,5,0.5,2,7,42.86,-1.09,-8.61,0.64,16.57,-1.09,369
GOLD,ANTM.JK,5,1.0,2,7,42.86,-1.09,-8.61,0.64,16.57,-1.09,370
GOLD,PSAB.JK,3,0.5,3,8,37.5,-1.18,-10.91,0.64,17.14,-1.18,371
GOLD,MDKA.JK,10,1.0,5,5,20.0,-1.8,-10.99,0.64,23.34,-1.8,372
GOLD,ANTM.JK,1,2.5,5,6,50.0,-1.77,-12.35,0.64,22.06,-1.77,373
GOLD,ANTM.JK,1,2.0,5,6,50.0,-1.98,-13.86,0.64,23.41,-1.98,374
GOLD,ANTM.JK,10,2.0,2,4,50.0,-0.97,-4.4,0.63,10.43,-0.97,375
GOLD,ANTM.JK,10,2.5,2,4,50.0,-0.97,-4.4,0.63,10.43,-0.97,376
GOLD,ANTM.JK,10,3.0,2,4,50.0,-0.97,-4.4,0.63,10.43,-0.97,377
GOLD,HRTA.JK,10,0.5,5,5,40.0,-1.94,-12.15,0.63,18.35,-1.94,378
GOLD,HRTA.JK,10,1.0,5,5,40.0,-1.95,-12.22,0.63,18.42,-1.95,379
GOLD,PSAB.JK,3,1.5,5,6,50.0,-1.74,-12.34,0.63,18.65,-1.74,380
GOLD,PSAB.JK,3,2.0,5,6,50.0,-1.74,-12.34,0.63,18.65,-1.74,381
GOLD,ANTM.JK,1,0.5,10,7,28.57,-2.67,-22.24,0.63,37.17,-2.67,382
GOLD,MDKA.JK,5,1.5,3,6,50.0,-1.21,-8.06,0.62,15.31,-1.21,383
GOLD,MDKA.JK,5,2.0,3,6,50.0,-1.21,-8.06,0.62,15.31,-1.21,384
GOLD,MDKA.JK,5,2.5,3,6,50.0,-1.21,-8.06,0.62,15.31,-1.21,385
GOLD,MDKA.JK,5,3.0,5,6,50.0,-2.13,-15.01,0.62,30.27,-2.13,386
GOLD,PSAB.JK,10,5.0,2,3,33.33,-1.21,-3.93,0.61,4.67,-1.21,387
GOLD,PSAB.JK,3,0.5,1,8,50.0,-0.79,-6.79,0.61,9.89,-0.79,388
GOLD,PSAB.JK,5,0.5,5,7,42.86,-2.75,-22.49,0.61,31.86,-2.75,389
GOLD,PSAB.JK,5,1.0,5,7,42.86,-2.75,-22.49,0.61,31.86,-2.75,390
GOLD,MDKA.JK,5,5.0,1,4,50.0,-0.7,-2.96,0.6,7.0,-0.7,391
GOLD,HRTA.JK,1,3.0,1,3,66.67,-1.21,-4.06,0.6,9.02,-1.21,392
GOLD,BRMS.JK,3,0.5,10,7,42.86,-2.96,-24.18,0.6,36.25,-2.96,393
GOLD,ANTM.JK,1,2.5,10,6,33.33,-3.6,-25.77,0.6,40.03,-3.6,394
GOLD,BRMS.JK,3,1.0,10,6,50.0,-3.42,-26.69,0.6,38.36,-3.42,395
GOLD,ANTM.JK,1,2.0,3,6,50.0,-1.24,-8.08,0.59,12.64,-1.24,396
GOLD,PSAB.JK,5,1.5,10,6,50.0,-3.49,-26.59,0.58,41.87,-3.49,397
GOLD,PSAB.JK,5,2.0,10,6,50.0,-3.49,-26.59,0.58,41.87,-3.49,398
GOLD,PSAB.JK,5,2.5,10,6,50.0,-3.49,-26.59,0.58,41.87,-3.49,399
GOLD,ANTM.JK,5,1.5,2,6,50.0,-1.68,-10.89,0.57,18.64,-1.68,400
GOLD,ANTM.JK,5,2.0,2,6,50.0,-1.68,-10.89,0.57,18.64,-1.68,401
GOLD,ANTM.JK,5,2.5,2,6,50.0,-1.68,-10.89,0.57,18.64,-1.68,402
GOLD,ANTM.JK,5,1.5,3,6,50.0,-1.99,-12.83,0.57,22.16,-1.99,403
GOLD,ANTM.JK,5,2.0,3,6,50.0,-1.99,-12.83,0.57,22.16,-1.99,404
GOLD,ANTM.JK,5,2.5,3,6,50.0,-1.99,-12.83,0.57,22.16,-1.99,405
GOLD,ANTM.JK,10,1.5,10,5,20.0,-2.46,-14.16,0.57,15.43,-2.46,406
GOLD,BRMS.JK,1,1.0,10,6,33.33,-3.86,-26.29,0.56,35.63,-3.86,407
GOLD,MDKA.JK,5,3.0,10,6,33.33,-4.88,-34.81,0.56,53.29,-4.88,408
GOLD,BRMS.JK,10,5.0,3,3,66.67,-0.69,-2.18,0.55,4.58,-0.69,409
GOLD,BRMS.JK,3,5.0,1,3,66.67,-0.87,-2.78,0.55,5.77,-0.87,410
GOLD,HRTA.JK,3,2.5,10,6,50.0,-3.65,-24.99,0.55,37.15,-3.65,411
GOLD,HRTA.JK,3,3.0,10,6,50.0,-3.65,-24.99,0.55,37.15,-3.65,412
GOLD,HRTA.JK,5,0.5,5,7,28.57,-3.86,-29.41,0.55,35.41,-3.86,413
GOLD,HRTA.JK,5,1.0,5,7,28.57,-3.86,-29.41,0.55,35.41,-3.86,414
GOLD,ANTM.JK,5,1.5,1,6,33.33,-1.05,-6.62,0.54,9.1,-1.05,415
GOLD,ANTM.JK,5,2.0,1,6,33.33,-1.05,-6.62,0.54,9.1,-1.05,416
GOLD,ANTM.JK,5,2.5,1,6,33.33,-1.05,-6.62,0.54,9.1,-1.05,417
GOLD,HRTA.JK,10,2.0,5,4,50.0,-3.23,-15.24,0.54,19.92,-3.23,418
GOLD,HRTA.JK,10,2.5,5,4,50.0,-3.23,-15.24,0.54,19.92,-3.23,419
GOLD,HRTA.JK,10,3.0,5,4,50.0,-3.23,-15.24,0.54,19.92,-3.23,420
GOLD,PSAB.JK,3,0.5,5,7,28.57,-1.99,-15.34,0.54,21.43,-1.99,421
GOLD,ANTM.JK,1,2.0,10,6,33.33,-4.46,-30.13,0.54,43.55,-4.46,422
GOLD,PSAB.JK,5,3.0,2,6,33.33,-1.77,-11.22,0.53,20.87,-1.77,423
GOLD,MDKA.JK,5,3.0,1,6,50.0,-1.76,-11.45,0.53,21.23,-1.76,424
GOLD,PSAB.JK,10,1.0,3,5,40.0,-1.44,-7.54,0.52,9.47,-1.44,425
GOLD,BRMS.JK,5,1.5,1,6,33.33,-1.58,-9.98,0.52,11.52,-1.58,426
GOLD,BRMS.JK,5,2.0,1,6,33.33,-1.58,-9.98,0.52,11.52,-1.58,427
GOLD,BRMS.JK,5,2.5,1,6,33.33,-1.58,-9.98,0.52,11.52,-1.58,428
GOLD,HRTA.JK,1,1.0,3,7,42.86,-1.99,-14.3,0.52,18.98,-1.99,429
GOLD,PSAB.JK,3,1.0,5,6,33.33,-2.52,-16.51,0.52,22.53,-2.52,430
GOLD,MDKA.JK,1,2.0,10,6,33.33,-3.8,-27.63,0.52,40.97,-3.8,431
GOLD,HRTA.JK,3,1.0,1,6,33.33,-1.43,-8.91,0.51,15.03,-1.43,432
GOLD,HRTA.JK,5,3.0,10,6,33.33,-6.38,-40.83,0.51,48.65,-6.38,433
GOLD,HRTA.JK,5,3.0,3,6,16.67,-2.95,-18.56,0.5,23.99,-2.95,434
GOLD,MDKA.JK,1,2.0,2,6,33.33,-1.79,-11.15,0.49,14.87,-1.79,435
GOLD,MDKA.JK,5,3.0,2,6,50.0,-2.22,-14.03,0.49,24.02,-2.22,436
GOLD,BRMS.JK,10,0.5,5,5,20.0,-2.98,-15.96,0.49,16.73,-2.98,437
GOLD,BRMS.JK,5,1.5,5,6,50.0,-4.38,-28.87,0.49,33.56,-4.38,438
GOLD,BRMS.JK,5,2.0,5,6,50.0,-4.38,-28.87,0.49,33.56,-4.38,439
GOLD,BRMS.JK,5,2.5,5,6,50.0,-4.38,-28.87,0.49,33.56,-4.38,440
GOLD,MDKA.JK,10,1.0,10,5,40.0,-1.61,-8.4,0.48,10.81,-1.61,441
GOLD,ANTM.JK,10,2.0,10,4,25.0,-2.6,-11.56,0.48,15.43,-2.6,442
GOLD,ANTM.JK,10,2.5,10,4,25.0,-2.6,-11.56,0.48,15.43,-2.6,443
GOLD,ANTM.JK,10,3.0,10,4,25.0,-2.6,-11.56,0.48,15.43,-2.6,444
GOLD,BRMS.JK,3,0.5,2,8,62.5,-1.57,-13.44,0.48,18.92,-1.57,445
GOLD,PSAB.JK,5,3.0,3,6,33.33,-2.31,-14.24,0.47,23.84,-2.31,446
GOLD,BRMS.JK,5,5.0,2,4,25.0,-1.18,-4.87,0.46,8.59,-1.18,447
GOLD,HRTA.JK,1,1.0,2,7,28.57,-1.88,-13.23,0.46,13.83,-1.88,448
GOLD,BRMS.JK,10,1.0,5,5,20.0,-3.47,-18.3,0.46,18.3,-3.47,449
GOLD,ANTM.JK,5,1.5,5,6,50.0,-3.66,-22.68,0.46,30.96,-3.66,450
GOLD,ANTM.JK,5,2.0,5,6,50.0,-3.66,-22.68,0.46,30.96,-3.66,451
GOLD,ANTM.JK,5,2.5,5,6,50.0,-3.66,-22.68,0.46,30.96,-3.66,452
GOLD,PSAB.JK,5,3.0,10,6,50.0,-4.57,-30.77,0.46,41.87,-4.57,453
GOLD,PSAB.JK,3,5.0,2,3,33.33,-0.33,-0.99,0.45,1.79,-0.33,454
GOLD,MDKA.JK,5,5.0,3,4,25.0,-0.97,-4.0,0.45,6.05,-0.97,455
GOLD,ANTM.JK,1,1.0,2,7,57.14,-1.64,-11.72,0.45,13.99,-1.64,456
GOLD,PSAB.JK,3,1.0,2,6,50.0,-4.07,-25.49,0.45,29.15,-4.07,457
GOLD,MDKA.JK,1,2.5,10,6,33.33,-4.77,-31.87,0.45,44.78,-4.77,458
GOLD,HRTA.JK,10,5.0,2,3,33.33,-2.41,-7.8,0.44,11.45,-2.41,459
GOLD,HRTA.JK,1,2.0,3,6,33.33,-2.23,-13.5,0.44,18.23,-2.23,460
GOLD,HRTA.JK,5,3.0,2,6,16.67,-2.65,-16.09,0.44,20.5,-2.65,461
GOLD,PSAB.JK,10,1.5,10,5,20.0,-3.54,-19.52,0.44,24.48,-3.54,462
GOLD,PSAB.JK,1,1.0,10,6,33.33,-3.18,-19.67,0.43,25.85,-3.18,463
GOLD,PSAB.JK,3,1.5,3,6,33.33,-2.54,-15.73,0.42,18.8,-2.54,464
GOLD,PSAB.JK,3,2.0,3,6,33.33,-2.54,-15.73,0.42,18.8,-2.54,465
GOLD,ANTM.JK,3,2.5,3,6,16.67,-2.6,-15.74,0.42,24.21,-2.6,466
GOLD,ANTM.JK,3,3.0,3,6,16.67,-2.6,-15.74,0.42,24.21,-2.6,467
GOLD,BRMS.JK,3,2.5,5,6,50.0,-2.96,-18.39,0.42,19.72,-2.96,468
GOLD,BRMS.JK,3,3.0,5,6,50.0,-2.96,-18.39,0.42,19.72,-2.96,469
GOLD,ANTM.JK,5,0.5,5,7,57.14,-3.74,-26.35,0.42,34.24,-3.74,470
GOLD,ANTM.JK,5,1.0,5,7,57.14,-3.74,-26.35,0.42,34.24,-3.74,471
GOLD,HRTA.JK,3,5.0,1,3,33.33,-2.24,-6.96,0.41,11.15,-2.24,472
GOLD,BRMS.JK,3,0.5,1,8,62.5,-0.96,-7.81,0.41,11.3,-0.96,473
GOLD,HRTA.JK,3,2.5,1,6,16.67,-1.72,-10.47,0.41,16.49,-1.72,474
GOLD,HRTA.JK,3,3.0,1,6,16.67,-1.72,-10.47,0.41,16.49,-1.72,475
GOLD,BRMS.JK,1,1.5,2,6,50.0,-2.31,-14.85,0.41,22.52,-2.31,476
GOLD,BRMS.JK,10,1.5,5,5,20.0,-3.73,-19.23,0.41,19.23,-3.73,477
GOLD,BRMS.JK,3,1.5,1,6,50.0,-0.92,-5.64,0.4,9.08,-0.92,478
GOLD,BRMS.JK,3,2.0,1,6,50.0,-0.92,-5.64,0.4,9.08,-0.92,479
GOLD,HRTA.JK,5,3.0,1,6,16.67,-2.79,-16.68,0.4,19.48,-2.79,480
GOLD,PSAB.JK,3,0.5,10,7,28.57,-4.4,-29.77,0.4,34.3,-4.4,481
GOLD,MDKA.JK,3,1.0,1,6,66.67,-2.59,-16.0,0.39,23.65,-2.59,482
GOLD,HRTA.JK,1,2.5,2,6,16.67,-3.34,-20.76,0.39,20.76,-3.34,483
GOLD,HRTA.JK,5,3.0,5,6,33.33,-4.53,-27.27,0.39,33.45,-4.53,484
GOLD,PSAB.JK,3,1.5,10,6,33.33,-5.48,-31.84,0.39,36.24,-5.48,485
GOLD,PSAB.JK,3,2.0,10,6,33.33,-5.48,-31.84,0.39,36.24,-5.48,486
GOLD,BRMS.JK,5,0.5,5,7,42.86,-5.68,-38.42,0.39,42.48,-5.68,487
GOLD,BRMS.JK,5,1.0,5,7,42.86,-5.68,-38.42,0.39,42.48,-5.68,488
GOLD,ANTM.JK,1,2.5,3,6,33.33,-2.01,-12.17,0.38,16.53,-2.01,489
GOLD,BRMS.JK,1,3.0,10,3,33.33,-10.17,-32.77,0.38,32.77,-10.17,490
GOLD,ANTM.JK,5,3.0,2,6,33.33,-2.61,-15.7,0.37,23.04,-2.61,491
GOLD,BRMS.JK,5,0.5,2,7,42.86,-2.33,-16.65,0.37,21.8,-2.33,492
GOLD,BRMS.JK,5,1.0,2,7,42.86,-2.33,-16.65,0.37,21.8,-2.33,493
GOLD,PSAB.JK,3,1.0,3,6,33.33,-3.24,-19.44,0.37,20.8,-3.24,494
GOLD,BRMS.JK,3,2.5,1,6,50.0,-1.12,-6.81,0.36,10.22,-1.12,495
GOLD,BRMS.JK,3,3.0,1,6,50.0,-1.12,-6.81,0.36,10.22,-1.12,496
GOLD,PSAB.JK,1,3.0,5,3,33.33,-3.76,-11.56,0.36,11.56,-3.76,497
GOLD,MDKA.JK,10,0.5,10,5,40.0,-2.58,-12.87,0.36,12.87,-2.58,498
GOLD,PSAB.JK,5,3.0,5,6,33.33,-4.0,-23.72,0.36,32.94,-4.0,499
GOLD,PSAB.JK,1,1.5,2,6,33.33,-1.65,-9.81,0.35,9.81,-1.65,500
GOLD,PSAB.JK,10,2.0,2,4,25.0,-2.61,-10.47,0.35,11.15,-2.61,501
GOLD,PSAB.JK,10,2.5,2,4,25.0,-2.61,-10.47,0.35,11.15,-2.61,502
GOLD,PSAB.JK,10,3.0,2,4,25.0,-2.61,-10.47,0.35,11.15,-2.61,503
GOLD,BRMS.JK,3,1.5,2,6,50.0,-2.41,-14.77,0.35,20.51,-2.41,504
GOLD,BRMS.JK,3,2.0,2,6,50.0,-2.41,-14.77,0.35,20.51,-2.41,505
GOLD,ANTM.JK,10,1.0,10,5,20.0,-3.71,-18.8,0.35,18.8,-3.71,506
GOLD,BRMS.JK,5,0.5,3,7,42.86,-3.03,-20.94,0.35,23.24,-3.03,507
GOLD,BRMS.JK,5,1.0,3,7,42.86,-3.03,-20.94,0.35,23.24,-3.03,508
GOLD,HRTA.JK,3,5.0,2,3,33.33,-2.23,-6.77,0.34,9.86,-2.23,509
GOLD,MDKA.JK,5,3.0,3,6,33.33,-2.69,-15.95,0.34,22.58,-2.69,510
GOLD,ANTM.JK,1,3.0,10,3,33.33,-5.22,-16.37,0.34,17.25,-5.22,511
GOLD,ANTM.JK,5,3.0,3,6,33.33,-3.78,-21.83,0.34,30.2,-3.78,512
GOLD,BRMS.JK,1,0.5,3,7,28.57,-2.81,-19.58,0.33,24.9,-2.81,513
GOLD,ANTM.JK,10,0.5,10,5,20.0,-4.04,-20.4,0.33,20.4,-4.04,514
GOLD,MDKA.JK,1,2.5,3,6,16.67,-2.41,-14.42,0.32,19.97,-2.41,515
GOLD,PSAB.JK,10,5.0,10,3,33.33,-5.2,-17.09,0.32,22.86,-5.2,516
GOLD,BRMS.JK,5,1.5,3,6,33.33,-3.59,-21.08,0.32,23.38,-3.59,517
GOLD,BRMS.JK,5,2.0,3,6,33.33,-3.59,-21.08,0.32,23.38,-3.59,518
GOLD,BRMS.JK,5,2.5,3,6,33.33,-3.59,-21.08,0.32,23.38,-3.59,519
GOLD,ANTM.JK,5,3.0,5,6,50.0,-4.62,-26.86,0.32,34.69,-4.62,520
GOLD,PSAB.JK,3,1.0,10,6,33.33,-7.28,-41.94,0.32,45.69,-7.28,521
GOLD,HRTA.JK,1,2.0,2,6,16.67,-2.07,-12.3,0.31,12.91,-2.07,522
GOLD,PSAB.JK,3,2.5,2,6,33.33,-2.67,-17.16,0.31,21.34,-2.67,523
GOLD,PSAB.JK,3,3.0,2,6,33.33,-2.67,-17.16,0.31,21.34,-2.67,524
GOLD,PSAB.JK,3,2.5,5,6,33.33,-3.61,-21.42,0.31,27.08,-3.61,525
GOLD,PSAB.JK,3,3.0,5,6,33.33,-3.61,-21.42,0.31,27.08,-3.61,526
GOLD,ANTM.JK,3,5.0,10,3,33.33,-7.17,-21.84,0.31,21.84,-7.17,527
GOLD,BRMS.JK,10,0.5,10,5,40.0,-9.07,-42.77,0.31,42.77,-9.07,528
GOLD,BRMS.JK,10,1.0,10,5,40.0,-9.28,-43.52,0.31,43.52,-9.28,529
GOLD,PSAB.JK,3,1.5,1,6,16.67,-1.34,-8.09,0.3,11.15,-1.34,530
GOLD,PSAB.JK,3,2.0,1,6,16.67,-1.34,-8.09,0.3,11.15,-1.34,531
GOLD,BRMS.JK,5,3.0,5,6,50.0,-6.07,-34.97,0.3,39.26,-6.07,532
GOLD,BRMS.JK,10,1.5,10,5,40.0,-9.41,-43.83,0.3,43.83,-9.41,533
GOLD,ANTM.JK,3,0.5,1,8,37.5,-1.6,-12.87,0.29,16.87,-1.6,534
GOLD,HRTA.JK,10,2.0,3,4,25.0,-5.75,-22.91,0.29,22.91,-5.75,535
GOLD,HRTA.JK,10,2.5,3,4,25.0,-5.75,-22.91,0.29,22.91,-5.75,536
GOLD,HRTA.JK,10,3.0,3,4,25.0,-5.75,-22.91,0.29,22.91,-5.75,537
