driver,ticker,lookback,threshold,holding,events,winrate,avg_return,compound,profit_factor,mdd,expectancy,ranking
GOLD,BRMS.JK,1,2.0,2,6,50.0,-4.01,-23.51,0.29,24.66,-4.01,538
GOLD,PSAB.JK,1,1.5,10,6,33.33,-5.82,-32.61,0.29,37.79,-5.82,539
GOLD,ANTM.JK,5,5.0,10,4,25.0,-6.05,-23.43,0.28,23.43,-6.05,540
GOLD,BRMS.JK,1,3.0,1,3,33.33,-0.67,-2.03,0.27,2.77,-0.67,541
GOLD,HRTA.JK,3,5.0,10,3,33.33,-7.04,-22.57,0.27,26.0,-7.04,542
GOLD,BRMS.JK,3,5.0,5,3,33.33,-7.52,-22.59,0.27,22.59,-7.52,543
GOLD,PSAB.JK,3,2.5,10,6,33.33,-6.5,-35.5,0.27,39.67,-6.5,544
GOLD,PSAB.JK,3,3.0,10,6,33.33,-6.5,-35.5,0.27,39.67,-6.5,545
GOLD,HRTA.JK,3,5.0,3,3,33.33,-2.8,-8.41,0.26,11.08,-2.8,546
GOLD,HRTA.JK,5,5.0,5,4,75.0,-2.23,-9.26,0.26,11.98,-2.23,547
GOLD,PSAB.JK,3,2.5,1,6,16.67,-1.6,-9.55,0.26,12.57,-1.6,548
GOLD,PSAB.JK,3,3.0,1,6,16.67,-1.6,-9.55,0.26,12.57,-1.6,549
GOLD,BRMS.JK,1,2.5,2,6,33.33,-4.35,-24.71,0.26,25.83,-4.35,550
GOLD,BRMS.JK,10,2.0,1,4,25.0,-1.08,-4.31,0.25,4.31,-1.08,551
GOLD,BRMS.JK,10,2.5,1,4,25.0,-1.08,-4.31,0.25,4.31,-1.08,552
GOLD,BRMS.JK,10,3.0,1,4,25.0,-1.08,-4.31,0.25,4.31,-1.08,553
GOLD,BRMS.JK,10,5.0,1,3,33.33,-1.44,-4.31,0.25,4.31,-1.44,554
GOLD,ANTM.JK,1,2.5,2,6,50.0,-2.18,-13.08,0.25,15.16,-2.18,555
GOLD,PSAB.JK,10,2.0,3,4,25.0,-5.04,-20.01,0.25,20.68,-5.04,556
GOLD,PSAB.JK,10,2.5,3,4,25.0,-5.04,-20.01,0.25,20.68,-5.04,557
GOLD,PSAB.JK,10,3.0,3,4,25.0,-5.04,-20.01,0.25,20.68,-5.04,558
GOLD,PSAB.JK,10,2.0,10,4,25.0,-5.5,-22.4,0.25,22.86,-5.5,559
GOLD,PSAB.JK,10,2.5,10,4,25.0,-5.5,-22.4,0.25,22.86,-5.5,560
GOLD,PSAB.JK,10,3.0,10,4,25.0,-5.5,-22.4,0.25,22.86,-5.5,561
GOLD,BRMS.JK,5,1.5,2,6,33.33,-3.99,-23.12,0.25,27.87,-3.99,562
GOLD,BRMS.JK,5,2.0,2,6,33.33,-3.99,-23.12,0.25,27.87,-3.99,563
GOLD,BRMS.JK,5,2.5,2,6,33.33,-3.99,-23.12,0.25,27.87,-3.99,564
GOLD,BRMS.JK,1,2.5,10,6,16.67,-9.74,-51.81,0.25,51.81,-9.74,565
GOLD,ANTM.JK,3,5.0,3,3,33.33,-3.26,-9.74,0.24,12.39,-3.26,566
GOLD,MDKA.JK,1,2.0,1,6,50.0,-1.74,-10.76,0.24,13.7,-1.74,567
GOLD,HRTA.JK,10,2.0,2,4,25.0,-4.54,-17.85,0.24,17.85,-4.54,568
GOLD,HRTA.JK,10,2.5,2,4,25.0,-4.54,-17.85,0.24,17.85,-4.54,569
GOLD,HRTA.JK,10,3.0,2,4,25.0,-4.54,-17.85,0.24,17.85,-4.54,570
GOLD,BRMS.JK,3,2.5,2,6,33.33,-3.17,-18.55,0.24,22.55,-3.17,571
GOLD,BRMS.JK,3,3.0,2,6,33.33,-3.17,-18.55,0.24,22.55,-3.17,572
GOLD,MDKA.JK,1,1.0,2,7,28.57,-3.4,-22.38,0.24,22.38,-3.4,573
GOLD,BRMS.JK,10,5.0,2,3,33.33,-2.17,-6.52,0.23,6.52,-2.17,574
GOLD,HRTA.JK,1,3.0,10,3,33.33,-8.69,-25.91,0.23,25.91,-8.69,575
GOLD,PSAB.JK,1,2.5,5,6,33.33,-5.04,-28.27,0.23,28.27,-5.04,576
GOLD,BRMS.JK,1,1.5,10,6,16.67,-10.38,-52.28,0.23,52.28,-10.38,577
GOLD,ANTM.JK,5,5.0,1,4,25.0,-1.5,-5.91,0.22,7.45,-1.5,578
GOLD,BRMS.JK,1,3.0,5,3,33.33,-4.05,-12.32,0.22,12.65,-4.05,579
GOLD,PSAB.JK,3,5.0,10,3,33.33,-9.17,-27.02,0.22,27.02,-9.17,580
GOLD,PSAB.JK,1,2.5,10,6,33.33,-8.71,-46.47,0.22,50.59,-8.71,581
GOLD,BRMS.JK,3,1.5,10,6,33.33,-9.51,-50.06,0.22,51.85,-9.51,582
GOLD,BRMS.JK,3,2.0,10,6,33.33,-9.51,-50.06,0.22,51.85,-9.51,583
GOLD,BRMS.JK,5,3.0,2,6,16.67,-4.53,-25.59,0.21,30.19,-4.53,584
GOLD,BRMS.JK,3,0.5,3,8,25.0,-3.57,-26.2,0.21,29.75,-3.57,585
GOLD,BRMS.JK,1,1.0,2,7,28.57,-4.33,-28.21,0.21,28.21,-4.33,586
GOLD,BRMS.JK,1,0.5,10,7,14.29,-10.28,-56.92,0.21,56.92,-10.28,587
GOLD,BRMS.JK,5,0.5,10,7,28.57,-10.47,-59.1,0.21,60.21,-10.47,588
GOLD,BRMS.JK,5,1.0,10,7,28.57,-10.47,-59.1,0.21,60.21,-10.47,589
GOLD,BRMS.JK,5,1.5,10,6,33.33,-12.72,-61.85,0.21,62.88,-12.72,590
GOLD,BRMS.JK,5,2.0,10,6,33.33,-12.72,-61.85,0.21,62.88,-12.72,591
GOLD,BRMS.JK,5,2.5,10,6,33.33,-12.72,-61.85,0.21,62.88,-12.72,592
GOLD,MDKA.JK,1,2.5,1,6,50.0,-1.83,-11.27,0.2,13.7,-1.83,593
GOLD,PSAB.JK,1,2.5,1,6,33.33,-2.87,-16.55,0.2,17.92,-2.87,594
GOLD,PSAB.JK,10,2.0,5,4,25.0,-6.38,-25.78,0.2,26.99,-6.38,595
GOLD,PSAB.JK,10,2.5,5,4,25.0,-6.38,-25.78,0.2,26.99,-6.38,596
GOLD,PSAB.JK,10,3.0,5,4,25.0,-6.38,-25.78,0.2,26.99,-6.38,597
GOLD,BRMS.JK,3,1.0,2,6,50.0,-4.59,-25.83,0.2,29.07,-4.59,598
GOLD,HRTA.JK,5,5.0,10,4,25.0,-7.66,-28.92,0.2,28.92,-7.66,599
GOLD,PSAB.JK,5,5.0,2,4,25.0,-1.7,-6.78,0.19,8.25,-1.7,600
GOLD,ANTM.JK,3,1.0,1,6,16.67,-2.84,-16.58,0.19,19.8,-2.84,601
GOLD,BRMS.JK,5,5.0,5,4,25.0,-9.15,-33.52,0.19,33.52,-9.15,602
GOLD,BRMS.JK,1,0.5,5,7,28.57,-6.3,-39.21,0.19,41.46,-6.3,603
GOLD,PSAB.JK,1,2.0,10,6,33.33,-10.06,-51.28,0.19,55.03,-10.06,604
GOLD,BRMS.JK,1,2.0,10,6,16.67,-13.56,-62.77,0.19,62.77,-13.56,605
GOLD,PSAB.JK,5,5.0,3,4,25.0,-1.96,-7.8,0.18,9.39,-1.96,606
GOLD,PSAB.JK,10,1.0,10,5,20.0,-5.17,-25.28,0.18,25.28,-5.17,607
GOLD,PSAB.JK,1,1.5,5,6,16.67,-4.69,-26.54,0.18,26.54,-4.69,608
GOLD,BRMS.JK,3,5.0,10,3,33.33,-14.4,-40.68,0.18,40.68,-14.4,609
GOLD,BRMS.JK,3,2.5,10,6,33.33,-9.97,-51.3,0.18,53.05,-9.97,610
GOLD,BRMS.JK,3,3.0,10,6,33.33,-9.97,-51.3,0.18,53.05,-9.97,611
GOLD,BRMS.JK,5,5.0,1,4,25.0,-1.92,-7.59,0.17,9.07,-1.92,612
GOLD,PSAB.JK,3,1.0,1,6,33.33,-3.46,-19.63,0.17,22.32,-3.46,613
GOLD,BRMS.JK,5,3.0,3,6,16.67,-4.7,-26.14,0.17,28.29,-4.7,614
GOLD,PSAB.JK,10,0.5,10,5,20.0,-5.89,-28.15,0.16,28.15,-5.89,615
GOLD,PSAB.JK,1,3.0,10,3,33.33,-10.68,-30.57,0.16,30.57,-10.68,616
GOLD,PSAB.JK,5,5.0,10,4,25.0,-9.88,-35.75,0.16,35.75,-9.88,617
GOLD,BRMS.JK,3,1.0,1,6,50.0,-3.17,-18.17,0.15,20.94,-3.17,618
GOLD,ANTM.JK,5,5.0,5,4,50.0,-4.82,-18.78,0.15,20.66,-4.82,619
GOLD,BRMS.JK,5,5.0,10,4,25.0,-13.19,-45.93,0.15,45.93,-13.19,620
GOLD,PSAB.JK,1,2.0,1,6,33.33,-2.58,-14.86,0.14,16.26,-2.58,621
GOLD,BRMS.JK,10,2.0,3,4,50.0,-3.77,-14.89,0.14,14.89,-3.77,622
GOLD,BRMS.JK,10,2.5,3,4,50.0,-3.77,-14.89,0.14,14.89,-3.77,623
GOLD,BRMS.JK,10,3.0,3,4,50.0,-3.77,-14.89,0.14,14.89,-3.77,624
GOLD,BRMS.JK,5,3.0,1,6,16.67,-3.68,-20.61,0.14,20.61,-3.68,625
GOLD,BRMS.JK,3,1.5,5,6,33.33,-4.46,-25.15,0.14,26.38,-4.46,626
GOLD,BRMS.JK,3,2.0,5,6,33.33,-4.46,-25.15,0.14,26.38,-4.46,627
GOLD,PSAB.JK,1,2.0,5,6,16.67,-6.32,-33.81,0.14,33.81,-6.32,628
GOLD,BRMS.JK,10,2.0,2,4,25.0,-3.25,-12.58,0.13,12.58,-3.25,629
GOLD,BRMS.JK,10,2.5,2,4,25.0,-3.25,-12.58,0.13,12.58,-3.25,630
GOLD,BRMS.JK,10,3.0,2,4,25.0,-3.25,-12.58,0.13,12.58,-3.25,631
GOLD,BRMS.JK,5,3.0,10,6,33.33,-13.97,-64.29,0.13,65.26,-13.97,632
GOLD,BRMS.JK,1,2.5,5,6,16.67,-4.28,-23.49,0.12,23.49,-4.28,633
GOLD,MDKA.JK,1,2.5,2,6,16.67,-5.55,-29.76,0.12,32.71,-5.55,634
GOLD,HRTA.JK,3,5.0,5,3,33.33,-5.29,-15.64,0.11,15.64,-5.29,635
GOLD,PSAB.JK,5,3.0,1,6,16.67,-2.77,-15.78,0.11,15.78,-2.77,636
GOLD,BRMS.JK,1,2.5,1,6,33.33,-2.62,-15.16,0.1,15.8,-2.62,637
GOLD,BRMS.JK,1,2.5,3,6,16.67,-4.19,-23.21,0.1,23.21,-4.19,638
GOLD,BRMS.JK,1,1.5,3,6,16.67,-4.46,-24.9,0.1,24.9,-4.46,639
GOLD,BRMS.JK,10,5.0,10,3,33.33,-13.58,-37.67,0.1,40.42,-13.58,640
GOLD,MDKA.JK,5,5.0,5,4,25.0,-3.56,-13.85,0.09,15.04,-3.56,641
GOLD,BRMS.JK,3,2.5,3,6,16.67,-4.23,-23.42,0.09,23.42,-4.23,642
GOLD,BRMS.JK,3,3.0,3,6,16.67,-4.23,-23.42,0.09,23.42,-4.23,643
GOLD,BRMS.JK,3,1.5,3,6,16.67,-4.46,-24.49,0.09,24.49,-4.46,644
GOLD,BRMS.JK,3,2.0,3,6,16.67,-4.46,-24.49,0.09,24.49,-4.46,645
GOLD,ANTM.JK,5,3.0,1,6,16.67,-2.37,-13.57,0.08,14.69,-2.37,646
GOLD,BRMS.JK,1,2.0,3,6,16.67,-5.22,-28.48,0.08,28.48,-5.22,647
GOLD,ANTM.JK,3,5.0,5,3,33.33,-4.58,-13.67,0.07,13.67,-4.58,648
GOLD,PSAB.JK,1,2.0,2,6,16.67,-3.74,-20.72,0.07,20.72,-3.74,649
GOLD,BRMS.JK,1,2.0,5,6,16.67,-8.26,-42.22,0.07,42.22,-8.26,650
GOLD,BRMS.JK,10,2.0,10,4,25.0,-15.55,-51.02,0.07,51.02,-15.55,651
GOLD,BRMS.JK,10,2.5,10,4,25.0,-15.55,-51.02,0.07,51.02,-15.55,652
GOLD,BRMS.JK,10,3.0,10,4,25.0,-15.55,-51.02,0.07,51.02,-15.55,653
GOLD,BRMS.JK,1,1.5,1,6,33.33,-3.04,-17.77,0.06,18.39,-3.04,654
GOLD,PSAB.JK,3,2.5,3,6,16.67,-4.75,-25.93,0.06,27.18,-4.75,655
GOLD,PSAB.JK,3,3.0,3,6,16.67,-4.75,-25.93,0.06,27.18,-4.75,656
GOLD,BRMS.JK,1,1.0,3,7,14.29,-6.25,-37.27,0.06,37.27,-6.25,657
GOLD,BRMS.JK,1,1.5,5,6,16.67,-8.52,-43.23,0.06,43.23,-8.52,658
GOLD,BRMS.JK,3,1.0,5,6,16.67,-5.75,-30.4,0.05,31.53,-5.75,659
GOLD,BRMS.JK,1,1.0,5,7,14.29,-9.59,-52.57,0.05,52.57,-9.59,660
GOLD,BRMS.JK,1,1.0,1,7,28.57,-3.02,-20.13,0.04,20.45,-3.02,661
GOLD,BRMS.JK,1,2.0,1,6,33.33,-4.65,-25.73,0.04,26.29,-4.65,662
GOLD,BRMS.JK,3,0.5,5,7,14.29,-5.73,-34.35,0.04,35.42,-5.73,663
GOLD,HRTA.JK,1,5.0,3,1,0.0,-0.44,-0.44,0.0,0.44,-0.44,664
GOLD,BRMS.JK,1,5.0,1,1,0.0,-1.51,-1.51,0.0,1.51,-1.51,665
GOLD,PSAB.JK,1,5.0,3,1,0.0,-1.94,-1.94,0.0,1.94,-1.94,666
GOLD,ANTM.JK,1,5.0,3,1,0.0,-2.51,-2.51,0.0,2.51,-2.51,667
GOLD,MDKA.JK,1,3.0,1,3,0.0,-0.93,-2.76,0.0,2.76,-0.93,668
GOLD,PSAB.JK,1,5.0,1,1,0.0,-4.08,-4.08,0.0,4.08,-4.08,669
GOLD,ANTM.JK,1,5.0,1,1,0.0,-4.51,-4.51,0.0,4.51,-4.51,670
GOLD,BRMS.JK,1,5.0,2,1,0.0,-5.03,-5.03,0.0,5.03,-5.03,671
GOLD,PSAB.JK,1,5.0,2,1,0.0,-5.24,-5.24,0.0,5.24,-5.24,672
GOLD,MDKA.JK,1,5.0,2,1,0.0,-5.94,-5.94,0.0,5.94,-5.94,673
GOLD,HRTA.JK,1,5.0,1,1,0.0,-6.19,-6.19,0.0,6.19,-6.19,674
GOLD,MDKA.JK,3,5.0,5,3,0.0,-2.13,-6.28,0.0,6.28,-2.13,675
GOLD,ANTM.JK,1,5.0,2,1,0.0,-7.02,-7.02,0.0,7.02,-7.02,676
GOLD,BRMS.JK,10,5.0,5,3,0.0,-2.69,-7.93,0.0,7.93,-2.69,677
GOLD,PSAB.JK,1,3.0,1,3,0.0,-2.98,-8.72,0.0,8.72,-2.98,678
GOLD,PSAB.JK,5,5.0,1,4,0.0,-2.68,-10.34,0.0,10.34,-2.68,679
GOLD,PSAB.JK,1,3.0,2,3,0.0,-3.94,-11.36,0.0,11.36,-3.94,680
GOLD,HRTA.JK,1,3.0,5,3,0.0,-3.95,-11.47,0.0,11.47,-3.95,681
GOLD,PSAB.JK,3,5.0,3,3,0.0,-3.98,-11.49,0.0,11.49,-3.98,682
GOLD,PSAB.JK,1,3.0,3,3,0.0,-4.15,-11.98,0.0,11.98,-4.15,683
GOLD,HRTA.JK,1,3.0,3,3,0.0,-4.61,-13.27,0.0,13.27,-4.61,684
GOLD,HRTA.JK,1,3.0,2,3,0.0,-5.0,-14.46,0.0,14.46,-5.0,685
GOLD,BRMS.JK,3,5.0,3,3,0.0,-6.22,-17.75,0.0,17.75,-6.22,686
GOLD,PSAB.JK,5,5.0,5,4,0.0,-5.12,-19.0,0.0,19.0,-5.12,687
GOLD,MDKA.JK,1,3.0,10,3,0.0,-6.92,-19.65,0.0,19.65,-6.92,688
GOLD,MDKA.JK,3,5.0,10,3,0.0,-7.07,-20.13,0.0,20.13,-7.07,689
GOLD,PSAB.JK,3,5.0,5,3,0.0,-7.84,-21.9,0.0,21.9,-7.84,690
GOLD,PSAB.JK,1,1.5,3,6,0.0,-3.99,-22.13,0.0,22.13,-3.99,691
GOLD,PSAB.JK,1,1.0,3,7,0.0,-3.52,-22.62,0.0,22.62,-3.52,692
GOLD,MDKA.JK,5,5.0,10,4,0.0,-7.28,-26.45,0.0,26.45,-7.28,693
GOLD,PSAB.JK,1,2.0,3,6,0.0,-5.03,-27.03,0.0,27.03,-5.03,694
GOLD,PSAB.JK,1,2.5,3,6,0.0,-5.41,-28.94,0.0,28.94,-5.41,695
GOLD,BRMS.JK,10,2.0,5,4,0.0,-8.68,-32.44,0.0,32.44,-8.68,696
GOLD,BRMS.JK,10,2.5,5,4,0.0,-8.68,-32.44,0.0,32.44,-8.68,697
GOLD,BRMS.JK,10,3.0,5,4,0.0,-8.68,-32.44,0.0,32.44,-8.68,698
GOLD,BRMS.JK,3,1.0,3,6,0.0,-6.8,-34.85,0.0,34.85,-6.8,699
GOLD,PSAB.JK,1,2.5,2,6,0.0,-7.25,-37.38,0.0,37.38,-7.25,700
