driver,ticker,lookback,threshold,holding,year,event_count,win_count,lose_count,win_rate_pct,avg_return_pct,best_return_pct,worst_return_pct,annual_return_pct,capital_end_year
GOLD,MDKA.JK,3,3.0,5,2026,6,2,4,33.33,2.2,16.8,-3.47,12.39,1123861.0
GOLD,MDKA.JK,3,3.0,10,2026,6,2,4,33.33,1.48,28.91,-10.96,4.51,1045133.0
GOLD,MDKA.JK,3,5.0,1,2026,3,2,1,66.67,2.3,4.76,-2.4,6.9,1068979.0
GOLD,MDKA.JK,3,5.0,2,2026,3,1,2,33.33,0.64,7.33,-2.73,1.59,1015915.0
GOLD,MDKA.JK,3,5.0,3,2026,3,1,2,33.33,0.16,7.69,-5.39,0.03,1000312.0
GOLD,MDKA.JK,3,5.0,5,2026,3,0,3,0.0,-2.13,-0.37,-3.29,-6.28,937218.0
GOLD,MDKA.JK,3,5.0,10,2026,3,0,3,0.0,-7.07,-0.6,-13.64,-20.13,798672.0
GOLD,MDKA.JK,5,0.5,1,2026,7,5,2,71.43,1.05,7.96,-7.11,6.6,1065976.0
GOLD,MDKA.JK,5,0.5,2,2026,7,5,2,71.43,-0.15,5.88,-12.94,-2.43,975672.0
GOLD,MDKA.JK,5,0.5,3,2026,7,4,3,57.14,-0.22,4.93,-8.12,-2.2,978037.0
GOLD,MDKA.JK,5,0.5,5,2026,7,5,2,71.43,-0.16,11.07,-15.48,-4.29,957090.0
GOLD,MDKA.JK,5,0.5,10,2026,7,3,4,42.86,-0.44,25.66,-22.34,-10.18,898163.0
GOLD,MDKA.JK,5,1.0,1,2026,7,5,2,71.43,1.05,7.96,-7.11,6.6,1065976.0
GOLD,MDKA.JK,5,1.0,2,2026,7,5,2,71.43,-0.15,5.88,-12.94,-2.43,975672.0
GOLD,MDKA.JK,5,1.0,3,2026,7,4,3,57.14,-0.22,4.93,-8.12,-2.2,978037.0
GOLD,MDKA.JK,5,1.0,5,2026,7,5,2,71.43,-0.16,11.07,-15.48,-4.29,957090.0
GOLD,MDKA.JK,5,1.0,10,2026,7,3,4,42.86,-0.44,25.66,-22.34,-10.18,898163.0
GOLD,MDKA.JK,5,1.5,1,2026,6,4,2,66.67,-0.3,7.96,-13.12,-3.5,965045.0
GOLD,MDKA.JK,5,1.5,2,2026,6,4,2,66.67,-1.13,5.88,-12.94,-8.28,917224.0
GOLD,MDKA.JK,5,1.5,3,2026,6,3,3,50.0,-1.21,4.93,-10.31,-8.06,919447.0
GOLD,MDKA.JK,5,1.5,5,2026,6,4,2,66.67,-0.73,11.07,-15.48,-7.64,923644.0
GOLD,MDKA.JK,5,1.5,10,2026,6,3,3,50.0,-3.66,25.66,-31.87,-30.03,699705.0
GOLD,MDKA.JK,5,2.0,1,2026,6,4,2,66.67,-0.3,7.96,-13.12,-3.5,965045.0
GOLD,MDKA.JK,5,2.0,2,2026,6,4,2,66.67,-1.13,5.88,-12.94,-8.28,917224.0
GOLD,MDKA.JK,5,2.0,3,2026,6,3,3,50.0,-1.21,4.93,-10.31,-8.06,919447.0
GOLD,MDKA.JK,5,2.0,5,2026,6,4,2,66.67,-0.73,11.07,-15.48,-7.64,923644.0
GOLD,MDKA.JK,5,2.0,10,2026,6,3,3,50.0,-3.66,25.66,-31.87,-30.03,699705.0
GOLD,MDKA.JK,5,2.5,1,2026,6,4,2,66.67,-0.3,7.96,-13.12,-3.5,965045.0
GOLD,MDKA.JK,5,2.5,2,2026,6,4,2,66.67,-1.13,5.88,-12.94,-8.28,917224.0
GOLD,MDKA.JK,5,2.5,3,2026,6,3,3,50.0,-1.21,4.93,-10.31,-8.06,919447.0
GOLD,MDKA.JK,5,2.5,5,2026,6,4,2,66.67,-0.73,11.07,-15.48,-7.64,923644.0
GOLD,MDKA.JK,5,2.5,10,2026,6,3,3,50.0,-3.66,25.66,-31.87,-30.03,699705.0
GOLD,MDKA.JK,5,3.0,1,2026,6,3,3,50.0,-1.76,7.96,-13.12,-11.45,885479.0
GOLD,MDKA.JK,5,3.0,2,2026,6,3,3,50.0,-2.22,5.88,-12.94,-14.03,859709.0
GOLD,MDKA.JK,5,3.0,3,2026,6,2,4,33.33,-2.69,4.93,-10.31,-15.95,840472.0
GOLD,MDKA.JK,5,3.0,5,2026,6,3,3,50.0,-2.13,11.07,-15.48,-15.01,849910.0
GOLD,MDKA.JK,5,3.0,10,2026,6,2,4,33.33,-4.88,25.66,-31.87,-34.81,651895.0
GOLD,MDKA.JK,5,5.0,1,2026,4,2,2,50.0,-0.7,2.45,-4.71,-2.96,970443.0
GOLD,MDKA.JK,5,5.0,2,2026,4,2,2,50.0,1.19,6.48,-2.69,4.57,1045677.0
GOLD,MDKA.JK,5,5.0,3,2026,4,1,3,25.0,-0.97,3.14,-5.39,-4.0,959965.0
GOLD,MDKA.JK,5,5.0,5,2026,4,1,3,25.0,-3.56,1.4,-10.21,-13.85,861497.0
GOLD,MDKA.JK,5,5.0,10,2026,4,0,4,0.0,-7.28,-0.6,-11.78,-26.45,735481.0
GOLD,MDKA.JK,10,0.5,1,2026,5,3,2,60.0,1.57,7.29,-4.88,7.55,1075520.0
GOLD,MDKA.JK,10,0.5,2,2026,5,4,1,80.0,1.58,9.12,-4.88,7.65,1076500.0
GOLD,MDKA.JK,10,0.5,3,2026,5,3,2,60.0,2.44,13.68,-4.88,11.8,1117966.0
GOLD,MDKA.JK,10,0.5,5,2026,5,1,4,20.0,-1.59,16.11,-12.89,-9.92,900781.0
GOLD,MDKA.JK,10,0.5,10,2026,5,2,3,40.0,-2.58,4.26,-8.1,-12.87,871328.0
GOLD,MDKA.JK,10,1.0,1,2026,5,3,2,60.0,2.55,7.29,-2.77,13.07,1130698.0
GOLD,MDKA.JK,10,1.0,2,2026,5,4,1,80.0,2.56,9.12,0.0,13.17,1131729.0
GOLD,MDKA.JK,10,1.0,3,2026,5,3,2,60.0,2.9,13.68,-2.56,14.52,1145233.0
GOLD,MDKA.JK,10,1.0,5,2026,5,1,4,20.0,-1.8,16.11,-13.92,-10.99,890130.0
GOLD,MDKA.JK,10,1.0,10,2026,5,2,3,40.0,-1.61,4.26,-8.1,-8.4,916011.0
GOLD,MDKA.JK,10,1.5,1,2026,5,4,1,80.0,3.99,7.29,0.0,21.44,1214427.0
GOLD,MDKA.JK,10,1.5,2,2026,5,4,1,80.0,2.69,9.12,0.0,13.93,1139308.0
GOLD,MDKA.JK,10,1.5,3,2026,5,4,1,80.0,3.4,13.68,-2.56,17.43,1174273.0
GOLD,MDKA.JK,10,1.5,5,2026,5,2,3,40.0,-0.87,16.11,-13.92,-6.71,932928.0
GOLD,MDKA.JK,10,1.5,10,2026,5,2,3,40.0,-0.89,6.65,-8.1,-5.23,947736.0
GOLD,MDKA.JK,10,2.0,1,2026,4,2,2,50.0,2.07,7.29,-2.12,8.29,1082919.0
GOLD,MDKA.JK,10,2.0,2,2026,4,2,2,50.0,1.27,9.12,-2.56,4.72,1047183.0
GOLD,MDKA.JK,10,2.0,3,2026,4,2,2,50.0,0.88,13.68,-8.42,2.15,1021536.0
GOLD,MDKA.JK,10,2.0,5,2026,4,2,2,50.0,-0.63,16.11,-20.15,-5.88,941231.0
GOLD,MDKA.JK,10,2.0,10,2026,4,2,2,50.0,-0.3,4.26,-8.1,-1.65,983529.0
GOLD,MDKA.JK,10,2.5,1,2026,4,2,2,50.0,2.07,7.29,-2.12,8.29,1082919.0
GOLD,MDKA.JK,10,2.5,2,2026,4,2,2,50.0,1.27,9.12,-2.56,4.72,1047183.0
GOLD,MDKA.JK,10,2.5,3,2026,4,2,2,50.0,0.88,13.68,-8.42,2.15,1021536.0
GOLD,MDKA.JK,10,2.5,5,2026,4,2,2,50.0,-0.63,16.11,-20.15,-5.88,941231.0
GOLD,MDKA.JK,10,2.5,10,2026,4,2,2,50.0,-0.3,4.26,-8.1,-1.65,983529.0
GOLD,MDKA.JK,10,3.0,1,2026,4,2,2,50.0,2.07,7.29,-2.12,8.29,1082919.0
GOLD,MDKA.JK,10,3.0,2,2026,4,2,2,50.0,1.27,9.12,-2.56,4.72,1047183.0
GOLD,MDKA.JK,10,3.0,3,2026,4,2,2,50.0,0.88,13.68,-8.42,2.15,1021536.0
GOLD,MDKA.JK,10,3.0,5,2026,4,2,2,50.0,-0.63,16.11,-20.15,-5.88,941231.0
GOLD,MDKA.JK,10,3.0,10,2026,4,2,2,50.0,-0.3,4.26,-8.1,-1.65,983529.0
GOLD,MDKA.JK,10,5.0,1,2026,3,2,1,66.67,2.76,7.29,-2.12,8.29,1082919.0
GOLD,MDKA.JK,10,5.0,2,2026,3,2,1,66.67,2.54,9.12,-2.42,7.47,1074696.0
GOLD,MDKA.JK,10,5.0,3,2026,3,2,1,66.67,3.98,13.68,-4.55,11.55,1115458.0
GOLD,MDKA.JK,10,5.0,5,2026,3,2,1,66.67,5.88,16.11,0.0,17.87,1178749.0
GOLD,MDKA.JK,10,5.0,10,2026,3,2,1,66.67,-0.27,4.26,-8.1,-1.28,987181.0
GOLD,PSAB.JK,1,0.5,1,2026,7,4,3,57.14,1.65,14.52,-4.27,10.91,1109128.0
GOLD,PSAB.JK,1,0.5,2,2026,7,3,4,42.86,1.42,19.89,-4.8,8.13,1081320.0
GOLD,PSAB.JK,1,0.5,3,2026,7,1,6,14.29,0.27,25.81,-12.0,-2.03,979740.0
GOLD,PSAB.JK,1,0.5,5,2026,7,2,5,28.57,-0.33,25.81,-18.4,-7.58,924205.0
GOLD,PSAB.JK,1,0.5,10,2026,7,3,4,42.86,-0.07,34.41,-17.6,-9.42,905784.0
GOLD,PSAB.JK,1,1.0,1,2026,7,5,2,71.43,2.33,14.5,-4.0,16.41,1164074.0
GOLD,PSAB.JK,1,1.0,2,2026,7,3,4,42.86,-0.71,6.09,-5.39,-5.43,945660.0
GOLD,PSAB.JK,1,1.0,3,2026,7,0,7,0.0,-3.52,0.0,-12.0,-22.62,773759.0
GOLD,PSAB.JK,1,1.0,5,2026,7,2,5,28.57,-0.69,13.45,-18.4,-7.57,924263.0
GOLD,PSAB.JK,1,1.0,10,2026,6,2,4,33.33,-3.18,8.33,-17.6,-19.67,803316.0
GOLD,PSAB.JK,1,1.5,1,2026,6,3,3,50.0,-0.49,3.6,-4.27,-3.15,968502.0
GOLD,PSAB.JK,1,1.5,2,2026,6,2,4,33.33,-1.65,3.6,-4.8,-9.81,901927.0
GOLD,PSAB.JK,1,1.5,3,2026,6,0,6,0.0,-3.99,0.0,-12.0,-22.13,778745.0
GOLD,PSAB.JK,1,1.5,5,2026,6,1,5,16.67,-4.69,6.25,-18.4,-26.54,734604.0
GOLD,PSAB.JK,1,1.5,10,2026,6,2,4,33.33,-5.82,8.33,-17.6,-32.61,673896.0
GOLD,PSAB.JK,1,2.0,1,2026,6,2,4,33.33,-2.58,1.67,-8.93,-14.86,851365.0
GOLD,PSAB.JK,1,2.0,2,2026,6,1,5,16.67,-3.74,1.79,-8.93,-20.72,792843.0
GOLD,PSAB.JK,1,2.0,3,2026,6,0,6,0.0,-5.03,0.0,-12.0,-27.03,729710.0
GOLD,PSAB.JK,1,2.0,5,2026,6,1,5,16.67,-6.32,6.25,-18.4,-33.81,661884.0
GOLD,PSAB.JK,1,2.0,10,2026,6,2,4,33.33,-10.06,8.33,-33.57,-51.28,487180.0
GOLD,PSAB.JK,1,2.5,1,2026,6,2,4,33.33,-2.87,2.7,-8.93,-16.55,834501.0
GOLD,PSAB.JK,1,2.5,2,2026,6,0,6,0.0,-7.25,-2.7,-21.34,-37.38,626198.0
GOLD,PSAB.JK,1,2.5,3,2026,6,0,6,0.0,-5.41,0.0,-14.29,-28.94,710650.0
GOLD,PSAB.JK,1,2.5,5,2026,6,2,4,33.33,-5.04,6.25,-16.97,-28.27,717274.0
GOLD,PSAB.JK,1,2.5,10,2026,6,2,4,33.33,-8.71,8.33,-33.57,-46.47,535270.0
GOLD,PSAB.JK,1,3.0,1,2026,3,0,3,0.0,-2.98,-0.83,-4.27,-8.72,912804.0
GOLD,PSAB.JK,1,3.0,2,2026,3,0,3,0.0,-3.94,-2.92,-4.62,-11.36,886411.0
GOLD,PSAB.JK,1,3.0,3,2026,3,0,3,0.0,-4.15,-2.31,-5.98,-11.98,880181.0
GOLD,PSAB.JK,1,3.0,5,2026,3,1,2,33.33,-3.76,6.25,-9.83,-11.56,884382.0
GOLD,PSAB.JK,1,3.0,10,2026,3,1,2,33.33,-10.68,6.25,-20.77,-30.57,694332.0
GOLD,PSAB.JK,1,5.0,1,2026,1,0,1,0.0,-4.08,-4.08,-4.08,-4.08,959200.0
GOLD,PSAB.JK,1,5.0,2,2026,1,0,1,0.0,-5.24,-5.24,-5.24,-5.24,947600.0
GOLD,PSAB.JK,1,5.0,3,2026,1,0,1,0.0,-1.94,-1.94,-1.94,-1.94,980600.0
GOLD,PSAB.JK,1,5.0,5,2026,1,1,0,100.0,4.85,4.85,4.85,4.85,1048500.0
GOLD,PSAB.JK,1,5.0,10,2026,1,1,0,100.0,9.71,9.71,9.71,9.71,1097100.0
GOLD,PSAB.JK,3,0.5,1,2026,8,4,4,50.0,-0.79,3.6,-7.56,-6.79,932141.0
GOLD,PSAB.JK,3,0.5,2,2026,8,5,3,62.5,-1.54,12.66,-21.34,-15.61,843864.0
GOLD,PSAB.JK,3,0.5,3,2026,8,3,5,37.5,-1.18,9.44,-14.29,-10.91,890927.0
GOLD,PSAB.JK,3,0.5,5,2026,7,2,5,28.57,-1.99,8.37,-16.97,-15.34,846625.0
GOLD,PSAB.JK,3,0.5,10,2026,7,2,5,28.57,-4.4,13.73,-17.8,-29.77,702283.0
GOLD,PSAB.JK,3,1.0,1,2026,6,2,4,33.33,-3.46,3.45,-8.93,-19.63,803651.0
GOLD,PSAB.JK,3,1.0,2,2026,6,3,3,50.0,-4.07,12.66,-21.34,-25.49,745083.0
GOLD,PSAB.JK,3,1.0,3,2026,6,2,4,33.33,-3.24,9.44,-14.29,-19.44,805599.0
GOLD,PSAB.JK,3,1.0,5,2026,6,2,4,33.33,-2.52,8.37,-16.97,-16.51,834866.0
GOLD,PSAB.JK,3,1.0,10,2026,6,2,4,33.33,-7.28,13.73,-33.57,-41.94,580562.0
GOLD,PSAB.JK,3,1.5,1,2026,6,1,5,16.67,-1.34,3.45,-7.56,-8.09,919130.0
GOLD,PSAB.JK,3,1.5,2,2026,6,3,3,50.0,-0.56,12.66,-21.34,-6.67,933257.0
GOLD,PSAB.JK,3,1.5,3,2026,6,2,4,33.33,-2.54,9.44,-14.29,-15.73,842724.0
GOLD,PSAB.JK,3,1.5,5,2026,6,3,3,50.0,-1.74,8.37,-16.97,-12.34,876620.0
GOLD,PSAB.JK,3,1.5,10,2026,6,2,4,33.33,-5.48,13.73,-16.49,-31.84,681597.0
GOLD,PSAB.JK,3,2.0,1,2026,6,1,5,16.67,-1.34,3.45,-7.56,-8.09,919130.0
GOLD,PSAB.JK,3,2.0,2,2026,6,3,3,50.0,-0.56,12.66,-21.34,-6.67,933257.0
GOLD,PSAB.JK,3,2.0,3,2026,6,2,4,33.33,-2.54,9.44,-14.29,-15.73,842724.0
GOLD,PSAB.JK,3,2.0,5,2026,6,3,3,50.0,-1.74,8.37,-16.97,-12.34,876620.0
GOLD,PSAB.JK,3,2.0,10,2026,6,2,4,33.33,-5.48,13.73,-16.49,-31.84,681597.0
GOLD,PSAB.JK,3,2.5,1,2026,6,1,5,16.67,-1.6,3.45,-7.56,-9.55,904511.0
GOLD,PSAB.JK,3,2.5,2,2026,6,2,4,33.33,-2.67,5.17,-21.34,-17.16,828383.0
GOLD,PSAB.JK,3,2.5,3,2026,6,1,5,16.67,-4.75,1.72,-14.29,-25.93,740695.0
GOLD,PSAB.JK,3,2.5,5,2026,6,2,4,33.33,-3.61,7.76,-16.97,-21.42,785779.0
GOLD,PSAB.JK,3,2.5,10,2026,6,2,4,33.33,-6.5,7.62,-16.49,-35.5,644979.0
GOLD,PSAB.JK,3,3.0,1,2026,6,1,5,16.67,-1.6,3.45,-7.56,-9.55,904511.0
GOLD,PSAB.JK,3,3.0,2,2026,6,2,4,33.33,-2.67,5.17,-21.34,-17.16,828383.0
GOLD,PSAB.JK,3,3.0,3,2026,6,1,5,16.67,-4.75,1.72,-14.29,-25.93,740695.0
GOLD,PSAB.JK,3,3.0,5,2026,6,2,4,33.33,-3.61,7.76,-16.97,-21.42,785779.0
GOLD,PSAB.JK,3,3.0,10,2026,6,2,4,33.33,-6.5,7.62,-16.49,-35.5,644979.0
GOLD,PSAB.JK,3,5.0,1,2026,3,1,2,33.33,-0.15,2.42,-2.86,-0.51,994908.0
GOLD,PSAB.JK,3,5.0,2,2026,3,1,2,33.33,-0.33,0.81,-1.79,-0.99,990055.0
GOLD,PSAB.JK,3,5.0,3,2026,3,0,3,0.0,-3.98,-3.23,-4.91,-11.49,885127.0
GOLD,PSAB.JK,3,5.0,5,2026,3,0,3,0.0,-7.84,-2.86,-11.29,-21.9,780985.0
GOLD,PSAB.JK,3,5.0,10,2026,3,1,2,33.33,-9.17,7.62,-21.29,-27.02,729842.0
GOLD,PSAB.JK,5,0.5,1,2026,7,2,5,28.57,0.78,14.13,-3.85,4.47,1044723.0
GOLD,PSAB.JK,5,0.5,2,2026,7,3,4,42.86,0.14,10.87,-8.62,-0.6,994013.0
GOLD,PSAB.JK,5,0.5,3,2026,7,3,4,42.86,0.43,14.13,-9.48,0.78,1007817.0
GOLD,PSAB.JK,5,0.5,5,2026,7,3,4,42.86,-2.75,16.3,-20.77,-22.49,775127.0
GOLD,PSAB.JK,5,0.5,10,2026,7,3,4,42.86,0.25,14.13,-12.5,-1.4,985950.0
GOLD,PSAB.JK,5,1.0,1,2026,7,2,5,28.57,0.78,14.13,-3.85,4.47,1044723.0
GOLD,PSAB.JK,5,1.0,2,2026,7,3,4,42.86,0.14,10.87,-8.62,-0.6,994013.0
GOLD,PSAB.JK,5,1.0,3,2026,7,3,4,42.86,0.43,14.13,-9.48,0.78,1007817.0
GOLD,PSAB.JK,5,1.0,5,2026,7,3,4,42.86,-2.75,16.3,-20.77,-22.49,775127.0
GOLD,PSAB.JK,5,1.0,10,2026,7,3,4,42.86,0.25,14.13,-12.5,-1.4,985950.0
GOLD,PSAB.JK,5,1.5,1,2026,6,2,4,33.33,0.07,14.13,-8.93,-1.05,989526.0
GOLD,PSAB.JK,5,1.5,2,2026,6,3,3,50.0,0.04,10.87,-8.93,-1.57,984313.0
GOLD,PSAB.JK,5,1.5,3,2026,6,3,3,50.0,0.68,14.13,-9.48,1.76,1017597.0
GOLD,PSAB.JK,5,1.5,5,2026,6,3,3,50.0,-0.8,16.3,-17.93,-8.67,913274.0
GOLD,PSAB.JK,5,1.5,10,2026,6,3,3,50.0,-3.49,14.13,-33.57,-26.59,734128.0
GOLD,PSAB.JK,5,2.0,1,2026,6,2,4,33.33,0.07,14.13,-8.93,-1.05,989526.0
GOLD,PSAB.JK,5,2.0,2,2026,6,3,3,50.0,0.04,10.87,-8.93,-1.57,984313.0
GOLD,PSAB.JK,5,2.0,3,2026,6,3,3,50.0,0.68,14.13,-9.48,1.76,1017597.0
GOLD,PSAB.JK,5,2.0,5,2026,6,3,3,50.0,-0.8,16.3,-17.93,-8.67,913274.0
GOLD,PSAB.JK,5,2.0,10,2026,6,3,3,50.0,-3.49,14.13,-33.57,-26.59,734128.0
GOLD,PSAB.JK,5,2.5,1,2026,6,2,4,33.33,0.07,14.13,-8.93,-1.05,989526.0
GOLD,PSAB.JK,5,2.5,2,2026,6,3,3,50.0,0.04,10.87,-8.93,-1.57,984313.0
GOLD,PSAB.JK,5,2.5,3,2026,6,3,3,50.0,0.68,14.13,-9.48,1.76,1017597.0
GOLD,PSAB.JK,5,2.5,5,2026,6,3,3,50.0,-0.8,16.3,-17.93,-8.67,913274.0
GOLD,PSAB.JK,5,2.5,10,2026,6,3,3,50.0,-3.49,14.13,-33.57,-26.59,734128.0
GOLD,PSAB.JK,5,3.0,1,2026,6,1,5,16.67,-2.77,1.98,-8.93,-15.78,842220.0
GOLD,PSAB.JK,5,3.0,2,2026,6,2,4,33.33,-1.77,6.93,-8.93,-11.22,887808.0
GOLD,PSAB.JK,5,3.0,3,2026,6,2,4,33.33,-2.31,9.9,-9.48,-14.24,857642.0
GOLD,PSAB.JK,5,3.0,5,2026,6,2,4,33.33,-4.0,7.38,-17.93,-23.72,762816.0
GOLD,PSAB.JK,5,3.0,10,2026,6,3,3,50.0,-4.57,12.87,-33.57,-30.77,692253.0
GOLD,PSAB.JK,5,5.0,1,2026,4,0,4,0.0,-2.68,-0.8,-5.26,-10.34,896600.0
GOLD,PSAB.JK,5,5.0,2,2026,4,1,3,25.0,-1.7,1.6,-4.91,-6.78,932204.0
GOLD,PSAB.JK,5,5.0,3,2026,4,1,3,25.0,-1.96,1.75,-5.8,-7.8,921967.0
GOLD,PSAB.JK,5,5.0,5,2026,4,0,4,0.0,-5.12,-2.86,-7.02,-19.0,809982.0
GOLD,PSAB.JK,5,5.0,10,2026,4,1,3,25.0,-9.88,7.62,-20.96,-35.75,642480.0
GOLD,PSAB.JK,10,0.5,1,2026,5,2,3,40.0,0.47,6.09,-3.85,1.92,1019208.0
GOLD,PSAB.JK,10,0.5,2,2026,5,3,2,60.0,0.49,5.61,-4.58,2.05,1020517.0
GOLD,PSAB.JK,10,0.5,3,2026,5,2,3,40.0,-0.85,6.54,-5.34,-4.62,953816.0
GOLD,PSAB.JK,10,0.5,5,2026,5,2,3,40.0,-0.82,16.6,-20.77,-7.87,921317.0
GOLD,PSAB.JK,10,0.5,10,2026,5,1,4,20.0,-5.89,5.71,-22.14,-28.15,718452.0
GOLD,PSAB.JK,10,1.0,1,2026,5,2,3,40.0,1.24,6.09,-3.81,6.0,1060018.0
GOLD,PSAB.JK,10,1.0,2,2026,5,3,2,60.0,1.26,5.61,-4.58,6.14,1061381.0
GOLD,PSAB.JK,10,1.0,3,2026,5,2,3,40.0,-1.44,6.54,-6.8,-7.54,924552.0
GOLD,PSAB.JK,10,1.0,5,2026,5,2,3,40.0,-1.07,16.6,-22.0,-9.3,907015.0
GOLD,PSAB.JK,10,1.0,10,2026,5,1,4,20.0,-5.17,5.71,-22.14,-25.28,747190.0
GOLD,PSAB.JK,10,1.5,1,2026,5,3,2,60.0,3.19,6.09,-0.76,16.75,1167464.0
GOLD,PSAB.JK,10,1.5,2,2026,5,3,2,60.0,1.08,5.61,-4.58,5.19,1051902.0
GOLD,PSAB.JK,10,1.5,3,2026,5,3,2,60.0,-0.67,6.54,-6.8,-3.88,961195.0
GOLD,PSAB.JK,10,1.5,5,2026,5,3,2,60.0,0.3,16.6,-22.0,-2.97,970348.0
GOLD,PSAB.JK,10,1.5,10,2026,5,1,4,20.0,-3.54,13.86,-22.14,-19.52,804797.0
GOLD,PSAB.JK,10,2.0,1,2026,4,1,3,25.0,-0.19,4.67,-4.67,-0.98,990236.0
GOLD,PSAB.JK,10,2.0,2,2026,4,1,3,25.0,-2.61,5.61,-6.8,-10.47,895344.0
GOLD,PSAB.JK,10,2.0,3,2026,4,1,3,25.0,-5.04,6.54,-17.6,-20.01,799931.0
GOLD,PSAB.JK,10,2.0,5,2026,4,1,3,25.0,-6.38,6.54,-25.6,-25.78,742210.0
GOLD,PSAB.JK,10,2.0,10,2026,4,1,3,25.0,-5.5,7.48,-22.14,-22.4,775997.0
GOLD,PSAB.JK,10,2.5,1,2026,4,1,3,25.0,-0.19,4.67,-4.67,-0.98,990236.0
GOLD,PSAB.JK,10,2.5,2,2026,4,1,3,25.0,-2.61,5.61,-6.8,-10.47,895344.0
GOLD,PSAB.JK,10,2.5,3,2026,4,1,3,25.0,-5.04,6.54,-17.6,-20.01,799931.0
GOLD,PSAB.JK,10,2.5,5,2026,4,1,3,25.0,-6.38,6.54,-25.6,-25.78,742210.0
GOLD,PSAB.JK,10,2.5,10,2026,4,1,3,25.0,-5.5,7.48,-22.14,-22.4,775997.0
GOLD,PSAB.JK,10,3.0,1,2026,4,1,3,25.0,-0.19,4.67,-4.67,-0.98,990236.0
GOLD,PSAB.JK,10,3.0,2,2026,4,1,3,25.0,-2.61,5.61,-6.8,-10.47,895344.0
GOLD,PSAB.JK,10,3.0,3,2026,4,1,3,25.0,-5.04,6.54,-17.6,-20.01,799931.0
GOLD,PSAB.JK,10,3.0,5,2026,4,1,3,25.0,-6.38,6.54,-25.6,-25.78,742210.0
GOLD,PSAB.JK,10,3.0,10,2026,4,1,3,25.0,-5.5,7.48,-22.14,-22.4,775997.0
GOLD,PSAB.JK,10,5.0,1,2026,3,1,2,33.33,-0.25,4.67,-4.67,-0.98,990236.0
GOLD,PSAB.JK,10,5.0,2,2026,3,1,2,33.33,-1.21,5.61,-4.67,-3.93,960670.0
GOLD,PSAB.JK,10,5.0,3,2026,3,1,2,33.33,-0.85,6.54,-5.34,-2.92,970789.0
GOLD,PSAB.JK,10,5.0,5,2026,3,1,2,33.33,0.03,6.54,-4.58,-0.24,997594.0
GOLD,PSAB.JK,10,5.0,10,2026,3,1,2,33.33,-5.2,7.48,-22.14,-17.09,829057.0
