driver,driver_symbol,ticker,rule,signal_date,event_date,driver_close,driver_return_pct,entry_date,buy_date,exit_date,sell_date,entry_price,buy_price,exit_price,sell_price,return_pct,return_decimal,lookback_days,threshold_pct,hold_days,cooldown_days
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2012-01-12,2012-01-12,1647.300048828125,5.400219022051922,2012-01-13,2012-01-13,2012-01-27,2012-01-27,514.6022338867188,514.6022338867188,497.1580505371094,497.1580505371094,-3.389838248049548,-0.03389838248049548,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2012-09-13,2012-09-13,1769.0999755859375,6.585126132209829,2012-09-14,2012-09-14,2012-09-27,2012-09-27,523.3242797851562,523.3242797851562,479.71392822265625,479.71392822265625,-8.333332361419131,-0.08333332361419132,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2013-04-29,2013-04-29,1467.4000244140625,7.849481900962996,2013-04-30,2013-04-30,2013-05-14,2013-05-14,292.18939208984375,292.18939208984375,296.5504150390625,296.5504150390625,1.4925329485875993,0.014925329485875993,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2013-07-12,2013-07-12,1277.800048828125,5.481263255395685,2013-07-15,2013-07-15,2013-07-26,2013-07-26,257.3011169433594,257.3011169433594,200.60763549804688,200.60763549804688,-22.033904134894467,-0.22033904134894466,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2013-08-20,2013-08-20,1373.0999755859375,7.0059248624473325,2013-08-21,2013-08-21,2013-09-03,2013-09-03,91.58174896240234,91.58174896240234,116.8757553100586,116.8757553100586,27.619047063668066,0.2761904706366807,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2013-10-25,2013-10-25,1352.4000244140625,6.656153344957616,2013-10-28,2013-10-28,2013-11-11,2013-11-11,209.3297119140625,209.3297119140625,209.3297119140625,209.3297119140625,0.0,0.0,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2014-02-14,2014-02-14,1319.0,6.362392223802993,2014-02-17,2014-02-17,2014-02-28,2014-02-28,197.9910125732422,197.9910125732422,202.35205078125,202.35205078125,2.2026445298341857,0.022026445298341857,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2014-06-20,2014-06-20,1316.199951171875,5.119397558964178,2014-06-23,2014-06-23,2014-07-04,2014-07-04,204.09646606445312,204.09646606445312,233.7515106201172,233.7515106201172,14.52991574400857,0.1452991574400857,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2015-01-15,2015-01-15,1264.699951171875,6.8248944244934995,2015-01-16,2015-01-16,2015-01-29,2015-01-29,233.7515106201172,233.7515106201172,235.4959259033203,235.4959259033203,0.7462690951495432,0.007462690951495432,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2015-08-20,2015-08-20,1153.0,5.760415670595109,2015-08-21,2015-08-21,2015-09-03,2015-09-03,43.610355377197266,43.610355377197266,43.610355377197266,43.610355377197266,0.0,0.0,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2015-10-14,2015-10-14,1180.0999755859375,5.791122867408105,2015-10-15,2015-10-15,2015-10-28,2015-10-28,43.610355377197266,43.610355377197266,43.610355377197266,43.610355377197266,0.0,0.0,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2016-02-04,2016-02-04,1157.5999755859375,5.322536739099948,2016-02-05,2016-02-05,2016-02-19,2016-02-19,43.610355377197266,43.610355377197266,43.610355377197266,43.610355377197266,0.0,0.0,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2016-05-06,2016-05-06,1292.9000244140625,5.22504075799437,2016-05-09,2016-05-09,2016-05-20,2016-05-20,43.610355377197266,43.610355377197266,43.610355377197266,43.610355377197266,0.0,0.0,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2016-06-13,2016-06-13,1284.4000244140625,5.816441979393461,2016-06-14,2016-06-14,2016-06-27,2016-06-27,44.48256301879883,44.48256301879883,44.48256301879883,44.48256301879883,0.0,0.0,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2017-01-11,2017-01-11,1195.5999755859375,5.126169370860811,2017-01-12,2017-01-12,2017-01-25,2017-01-25,65.41553497314453,65.41553497314453,88.0929183959961,88.0929183959961,34.6666635565412,0.346666635565412,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2019-06-06,2019-06-06,1337.5999755859375,5.025125724469004,2019-06-07,2019-06-07,2019-06-20,2019-06-20,43.610355377197266,43.610355377197266,43.610355377197266,43.610355377197266,0.0,0.0,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2019-08-07,2019-08-07,1507.300048828125,5.938993330060516,2019-08-08,2019-08-08,2019-08-21,2019-08-21,43.610355377197266,43.610355377197266,43.610355377197266,43.610355377197266,0.0,0.0,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2020-01-03,2020-01-03,1549.199951171875,5.201682524506279,2020-01-06,2020-01-06,2020-01-17,2020-01-17,45.35477066040039,45.35477066040039,45.35477066040039,45.35477066040039,0.0,0.0,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2020-02-21,2020-02-21,1644.5999755859375,5.0795477119752075,2020-02-24,2020-02-24,2020-03-06,2020-03-06,43.610355377197266,43.610355377197266,43.610355377197266,43.610355377197266,0.0,0.0,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2020-03-27,2020-03-27,1623.9000244140625,7.138620883277835,2020-03-30,2020-03-30,2020-04-13,2020-04-13,43.610355377197266,43.610355377197266,43.610355377197266,43.610355377197266,0.0,0.0,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2020-07-24,2020-07-24,1897.300048828125,5.511072202602785,2020-07-27,2020-07-27,2020-08-10,2020-08-10,43.610355377197266,43.610355377197266,43.610355377197266,43.610355377197266,0.0,0.0,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2021-05-18,2021-05-18,1867.800048828125,5.180763457052051,2021-05-19,2021-05-19,2021-06-03,2021-06-03,94.67481994628906,94.67481994628906,86.32115936279297,86.32115936279297,-8.823529411764708,-0.08823529411764708,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2021-11-17,2021-11-17,1869.699951171875,6.0161021237645995,2021-11-18,2021-11-18,2021-12-01,2021-12-01,101.17211151123047,101.17211151123047,104.88484954833984,104.88484954833984,3.669724770642202,0.03669724770642202,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2022-02-17,2022-02-17,1900.699951171875,5.418743825395178,2022-02-18,2022-02-18,2022-03-07,2022-03-07,172.0,172.0,186.0,186.0,8.139534883720923,0.08139534883720922,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2022-11-10,2022-11-10,1750.300048828125,5.395321267578979,2022-11-11,2022-11-11,2022-11-24,2022-11-24,187.0,187.0,183.0,183.0,-2.1390374331550777,-0.021390374331550777,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2023-01-13,2023-01-13,1918.4000244140625,5.435560561366448,2023-01-16,2023-01-16,2023-01-30,2023-01-30,187.0,187.0,181.0,181.0,-3.208556149732622,-0.03208556149732622,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2023-03-13,2023-03-13,1911.699951171875,5.2118850397289584,2023-03-14,2023-03-14,2023-03-29,2023-03-29,154.0,154.0,170.0,170.0,10.389610389610393,0.10389610389610393,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2023-10-17,2023-10-17,1922.699951171875,5.376519615179465,2023-10-18,2023-10-18,2023-10-31,2023-10-31,199.0,199.0,194.0,194.0,-2.5125628140703515,-0.025125628140703515,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2023-12-27,2023-12-27,2081.89990234375,5.263416470097959,2023-12-28,2023-12-28,2024-01-11,2024-01-11,173.0,173.0,172.0,172.0,-0.5780346820809301,-0.005780346820809301,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2024-03-04,2024-03-04,2117.699951171875,5.279639630717137,2024-03-05,2024-03-05,2024-03-20,2024-03-20,152.0,152.0,152.0,152.0,0.0,0.0,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2024-04-03,2024-04-03,2294.39990234375,6.404482232919184,2024-04-04,2024-04-04,2024-04-25,2024-04-25,162.0,162.0,153.0,153.0,-5.555555555555558,-0.05555555555555558,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2024-07-11,2024-07-11,2415.0,5.036536677425696,2024-07-12,2024-07-12,2024-07-25,2024-07-25,156.0,156.0,152.0,152.0,-2.564102564102566,-0.02564102564102566,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2024-08-20,2024-08-20,2511.300048828125,5.1148945702089055,2024-08-21,2024-08-21,2024-09-03,2024-09-03,161.0,161.0,169.0,169.0,4.968944099378891,0.049689440993788914,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2024-09-20,2024-09-20,2619.89990234375,5.0691759512231815,2024-09-23,2024-09-23,2024-10-04,2024-10-04,196.0,196.0,268.0,268.0,36.73469387755102,0.36734693877551017,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-02-10,2025-02-10,2914.300048828125,6.458449272260269,2025-02-11,2025-02-11,2025-02-24,2025-02-24,364.0,364.0,418.0,418.0,14.835164835164827,0.14835164835164827,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-03-14,2025-03-14,2994.5,5.559078837333642,2025-03-17,2025-03-17,2025-04-08,2025-04-08,386.0,386.0,284.0,284.0,-26.42487046632125,-0.2642487046632125,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-04-16,2025-04-16,3326.60009765625,5.946055642510739,2025-04-17,2025-04-17,2025-05-02,2025-05-02,368.0,368.0,374.0,374.0,1.6304347826086918,0.016304347826086918,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-06-02,2025-06-02,3370.60009765625,5.9270929495993,2025-06-03,2025-06-03,2025-06-18,2025-06-18,386.0,386.0,442.0,442.0,14.507772020725396,0.14507772020725396,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-09-02,2025-09-02,3549.39990234375,6.5342003890627165,2025-09-03,2025-09-03,2025-09-17,2025-09-17,520.0,520.0,565.0,565.0,8.653846153846146,0.08653846153846145,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-10-01,2025-10-01,3867.5,5.043727217912908,2025-10-02,2025-10-02,2025-10-15,2025-10-15,955.0,955.0,1060.0,1060.0,10.994764397905765,0.10994764397905765,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-11-12,2025-11-12,4204.39990234375,5.540074651128091,2025-11-13,2025-11-13,2025-11-26,2025-11-26,1005.0,1005.0,990.0,990.0,-1.4925373134328401,-0.014925373134328401,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-12-22,2025-12-22,4444.60009765625,6.147303456660724,2025-12-23,2025-12-23,2026-01-09,2026-01-09,1155.0,1155.0,1230.0,1230.0,6.493506493506485,0.06493506493506485,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2026-01-23,2026-01-23,4976.2001953125,11.832257835137682,2026-01-26,2026-01-26,2026-02-06,2026-02-06,1280.0,1280.0,945.0,945.0,-26.171875,-0.26171875,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2026-02-27,2026-02-27,5230.5,6.231082164173651,2026-03-02,2026-03-02,2026-03-13,2026-03-13,1010.0,1010.0,790.0,790.0,-21.78217821782178,-0.2178217821782178,10,5.0,10,20
GOLD,GOLD,BRMS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2026-04-07,2026-04-07,4657.10009765625,5.744646906064643,2026-04-08,2026-04-08,2026-04-21,2026-04-21,865.0,865.0,900.0,900.0,4.046242774566466,0.040462427745664664,10,5.0,10,20
GOLD,GOLD,EMAS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-10-01,2025-10-01,3867.5,5.043727217912908,2025-10-02,2025-10-02,2025-10-15,2025-10-15,4660.0,4660.0,4400.0,4400.0,-5.579399141630903,-0.05579399141630903,10,5.0,10,20
GOLD,GOLD,EMAS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-11-12,2025-11-12,4204.39990234375,5.540074651128091,2025-11-13,2025-11-13,2025-11-26,2025-11-26,4030.0,4030.0,3700.0,3700.0,-8.188585607940446,-0.08188585607940446,10,5.0,10,20
GOLD,GOLD,EMAS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-12-22,2025-12-22,4444.60009765625,6.147303456660724,2025-12-23,2025-12-23,2026-01-09,2026-01-09,5550.0,5550.0,5350.0,5350.0,-3.6036036036036,-0.036036036036036,10,5.0,10,20
GOLD,GOLD,EMAS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2026-01-23,2026-01-23,4976.2001953125,11.832257835137682,2026-01-26,2026-01-26,2026-02-06,2026-02-06,7300.0,7300.0,6500.0,6500.0,-10.95890410958904,-0.1095890410958904,10,5.0,10,20
GOLD,GOLD,EMAS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2026-02-27,2026-02-27,5230.5,6.231082164173651,2026-03-02,2026-03-02,2026-03-13,2026-03-13,8700.0,8700.0,7700.0,7700.0,-11.494252873563216,-0.11494252873563215,10,5.0,10,20
GOLD,GOLD,EMAS.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2026-04-07,2026-04-07,4657.10009765625,5.744646906064643,2026-04-08,2026-04-08,2026-04-21,2026-04-21,8200.0,8200.0,9350.0,9350.0,14.02439024390243,0.1402439024390243,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2019-06-06,2019-06-06,1337.5999755859375,5.025125724469004,2019-06-07,2019-06-07,2019-06-21,2019-06-21,248.0,248.0,250.0,250.0,0.8064516129032251,0.008064516129032251,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2019-08-07,2019-08-07,1507.300048828125,5.938993330060516,2019-08-08,2019-08-08,2019-08-21,2019-08-21,310.0,310.0,292.0,292.0,-5.8064516129032295,-0.058064516129032295,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2020-01-03,2020-01-03,1549.199951171875,5.201682524506279,2020-01-06,2020-01-06,2020-01-17,2020-01-17,210.0,210.0,222.0,222.0,5.714285714285716,0.05714285714285716,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2020-02-21,2020-02-21,1644.5999755859375,5.0795477119752075,2020-02-24,2020-02-24,2020-03-06,2020-03-06,256.0,256.0,260.0,260.0,1.5625,0.015625,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2020-03-27,2020-03-27,1623.9000244140625,7.138620883277835,2020-03-30,2020-03-30,2020-04-13,2020-04-13,228.0,228.0,250.0,250.0,9.649122807017552,0.09649122807017552,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2020-07-24,2020-07-24,1897.300048828125,5.511072202602785,2020-07-27,2020-07-27,2020-08-10,2020-08-10,244.0,244.0,252.0,252.0,3.2786885245901676,0.032786885245901676,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2021-05-18,2021-05-18,1867.800048828125,5.180763457052051,2021-05-19,2021-05-19,2021-06-03,2021-06-03,199.0,199.0,236.0,236.0,18.592964824120607,0.18592964824120606,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2021-11-17,2021-11-17,1869.699951171875,6.0161021237645995,2021-11-18,2021-11-18,2021-12-01,2021-12-01,240.0,240.0,218.0,218.0,-9.166666666666668,-0.09166666666666667,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2022-02-17,2022-02-17,1900.699951171875,5.418743825395178,2022-02-18,2022-02-18,2022-03-07,2022-03-07,216.0,216.0,220.0,220.0,1.85185185185186,0.0185185185185186,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2022-11-10,2022-11-10,1750.300048828125,5.395321267578979,2022-11-11,2022-11-11,2022-11-24,2022-11-24,206.0,206.0,204.0,204.0,-0.9708737864077666,-0.009708737864077666,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2023-01-13,2023-01-13,1918.4000244140625,5.435560561366448,2023-01-16,2023-01-16,2023-01-30,2023-01-30,216.0,216.0,212.0,212.0,-1.851851851851849,-0.01851851851851849,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2023-03-13,2023-03-13,1911.699951171875,5.2118850397289584,2023-03-14,2023-03-14,2023-03-29,2023-03-29,304.0,304.0,354.0,354.0,16.447368421052634,0.16447368421052633,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2023-10-17,2023-10-17,1922.699951171875,5.376519615179465,2023-10-18,2023-10-18,2023-10-31,2023-10-31,428.0,428.0,430.0,430.0,0.4672897196261738,0.004672897196261738,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2023-12-27,2023-12-27,2081.89990234375,5.263416470097959,2023-12-28,2023-12-28,2024-01-11,2024-01-11,348.0,348.0,352.0,352.0,1.1494252873563315,0.011494252873563315,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2024-03-04,2024-03-04,2117.699951171875,5.279639630717137,2024-03-05,2024-03-05,2024-03-20,2024-03-20,360.0,360.0,386.0,386.0,7.222222222222219,0.07222222222222219,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2024-04-03,2024-04-03,2294.39990234375,6.404482232919184,2024-04-04,2024-04-04,2024-04-25,2024-04-25,406.0,406.0,400.0,400.0,-1.4778325123152691,-0.014778325123152691,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2024-07-11,2024-07-11,2415.0,5.036536677425696,2024-07-12,2024-07-12,2024-07-25,2024-07-25,384.0,384.0,400.0,400.0,4.166666666666674,0.04166666666666674,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2024-08-20,2024-08-20,2511.300048828125,5.1148945702089055,2024-08-21,2024-08-21,2024-09-03,2024-09-03,398.0,398.0,386.0,386.0,-3.015075376884424,-0.03015075376884424,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2024-09-20,2024-09-20,2619.89990234375,5.0691759512231815,2024-09-23,2024-09-23,2024-10-04,2024-10-04,394.0,394.0,464.0,464.0,17.76649746192893,0.17766497461928932,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-02-10,2025-02-10,2914.300048828125,6.458449272260269,2025-02-11,2025-02-11,2025-02-24,2025-02-24,466.0,466.0,535.0,535.0,14.806866952789699,0.148068669527897,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-03-14,2025-03-14,2994.5,5.559078837333642,2025-03-17,2025-03-17,2025-04-08,2025-04-08,515.0,515.0,478.0,478.0,-7.18446601941748,-0.07184466019417479,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-04-16,2025-04-16,3326.60009765625,5.946055642510739,2025-04-17,2025-04-17,2025-05-02,2025-05-02,580.0,580.0,655.0,655.0,12.93103448275863,0.1293103448275863,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-06-02,2025-06-02,3370.60009765625,5.9270929495993,2025-06-03,2025-06-03,2025-06-18,2025-06-18,625.0,625.0,665.0,665.0,6.400000000000006,0.06400000000000006,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-09-02,2025-09-02,3549.39990234375,6.5342003890627165,2025-09-03,2025-09-03,2025-09-17,2025-09-17,910.0,910.0,860.0,860.0,-5.494505494505497,-0.05494505494505497,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-10-01,2025-10-01,3867.5,5.043727217912908,2025-10-02,2025-10-02,2025-10-15,2025-10-15,955.0,955.0,1430.0,1430.0,49.73821989528795,0.4973821989528795,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-11-12,2025-11-12,4204.39990234375,5.540074651128091,2025-11-13,2025-11-13,2025-11-26,2025-11-26,1425.0,1425.0,1515.0,1515.0,6.315789473684208,0.06315789473684208,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-12-22,2025-12-22,4444.60009765625,6.147303456660724,2025-12-23,2025-12-23,2026-01-09,2026-01-09,1925.0,1925.0,2380.0,2380.0,23.636363636363633,0.23636363636363633,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2026-01-23,2026-01-23,4976.2001953125,11.832257835137682,2026-01-26,2026-01-26,2026-02-06,2026-02-06,2440.0,2440.0,2260.0,2260.0,-7.377049180327866,-0.07377049180327866,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2026-02-27,2026-02-27,5230.5,6.231082164173651,2026-03-02,2026-03-02,2026-03-13,2026-03-13,3250.0,3250.0,2490.0,2490.0,-23.38461538461538,-0.23384615384615381,10,5.0,10,20
GOLD,GOLD,HRTA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2026-04-07,2026-04-07,4657.10009765625,5.744646906064643,2026-04-08,2026-04-08,2026-04-21,2026-04-21,2570.0,2570.0,2970.0,2970.0,15.56420233463034,0.1556420233463034,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2015-08-20,2015-08-20,1153.0,5.760415670595109,2015-08-21,2015-08-21,2015-09-03,2015-09-03,374.3123474121094,374.3123474121094,355.59674072265625,355.59674072265625,-4.999997146460055,-0.04999997146460056,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2015-10-14,2015-10-14,1180.0999755859375,5.791122867408105,2015-10-15,2015-10-15,2015-10-28,2015-10-28,364.9545593261719,364.9545593261719,374.3123474121094,374.3123474121094,2.56409677501086,0.0256409677501086,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2016-02-04,2016-02-04,1157.5999755859375,5.322536739099948,2016-02-05,2016-02-05,2016-02-19,2016-02-19,355.59674072265625,355.59674072265625,355.59674072265625,355.59674072265625,0.0,0.0,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2016-05-06,2016-05-06,1292.9000244140625,5.22504075799437,2016-05-09,2016-05-09,2016-05-20,2016-05-20,355.59674072265625,355.59674072265625,376.1839294433594,376.1839294433594,5.789476213664146,0.057894762136641464,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2016-06-13,2016-06-13,1284.4000244140625,5.816441979393461,2016-06-14,2016-06-14,2016-06-27,2016-06-27,364.9545593261719,364.9545593261719,374.3123474121094,374.3123474121094,2.56409677501086,0.0256409677501086,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2017-01-11,2017-01-11,1195.5999755859375,5.126169370860811,2017-01-12,2017-01-12,2017-01-25,2017-01-25,372.4407958984375,372.4407958984375,361.21142578125,361.21142578125,-3.0150752121820945,-0.030150752121820945,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2019-06-06,2019-06-06,1337.5999755859375,5.025125724469004,2019-06-07,2019-06-07,2019-06-20,2019-06-20,796.090576171875,796.090576171875,835.1146240234375,835.1146240234375,4.90196078431373,0.0490196078431373,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2019-08-07,2019-08-07,1507.300048828125,5.938993330060516,2019-08-08,2019-08-08,2019-08-21,2019-08-21,1073.1612548828125,1073.1612548828125,1190.2333984375,1190.2333984375,10.909091529536408,0.10909091529536408,10,5.0,10,20
